Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90190, 90190, 1, 202, None, 201, 2, 0, 0.1, 0: 712, 1: 77, 2: 1
600-1200, 90863, 91644, 4, 157, 156, 155, 4, 0, 0.23421354764638347, 0: 1435, 1: 235, 2: 44, 3: 27, 4: 1
1200-1800, 94761, 101437, 5, 129, 125, 117, 4, 0, 0.351817392383079, 0: 5803, 1: 1751, 2: 444, 3: 55, 4: 8
1800-2400, 94940, 106284, 11, 104, 95, 93, 8, 0, 0.9779083606069622, 0: 6650, 1: 3147, 2: 2217, 3: 692, 4: 356, 5: 246, 6: 119, 7: 14, 8: 3
2400-3000, 100921, 120000, 11, 109, 99, 93, 10, 0, 1.5523809523809524, 0: 5786, 1: 3169, 2: 3337, 3: 1105, 4: 731, 5: 585, 6: 261, 7: 324, 8: 120, 9: 10, 10: 7
3000-3600, 108231, 140295, 10, 116, 104, 90, 20, 0, 2.1269163594022897, 0: 4937, 1: 3893, 2: 1981, 3: 1092, 4: 1219, 5: 793, 6: 404, 7: 388, 8: 328, 9: 60, 10: 30, 11: 154, 12: 13, 13: 15, 14: 99, 15: 16, 16: 3, 17: 29, 18: 4, 20: 1
3600-4200, 126093, 154890, 14, 113, 91, 90, 27, 0, 3.8171685155837296, 0: 4946, 1: 3194, 2: 1914, 3: 1257, 4: 1277, 5: 1323, 6: 1080, 7: 825, 8: 892, 9: 314, 10: 545, 11: 112, 12: 155, 13: 129, 14: 236, 15: 86, 16: 152, 17: 53, 18: 60, 19: 71, 20: 24, 21: 65, 22: 53, 23: 119, 24: 19, 25: 12, 26: 12, 27: 5
4200-4800, 124769, 233624, 14, 155, 122, 78, 22, 0, 4.385191212367778, 0: 3154, 1: 3624, 2: 2723, 3: 2001, 4: 611, 5: 235, 6: 499, 7: 765, 8: 1325, 9: 769, 10: 664, 11: 434, 12: 171, 13: 205, 14: 331, 15: 275, 16: 167, 17: 188, 18: 161, 19: 60, 20: 55, 21: 13, 22: 5
4800-5400, 141203, 272429, 17, 163, 123, 84, 27, 0, 4.2640106951871655, 0: 4029, 1: 2399, 2: 2223, 3: 2157, 4: 1456, 5: 1040, 6: 875, 7: 1061, 8: 886, 9: 428, 10: 160, 11: 123, 12: 340, 13: 679, 14: 38, 15: 85, 16: 38, 17: 216, 18: 61, 19: 62, 20: 49, 21: 17, 22: 228, 23: 24, 24: 5, 25: 16, 26: 3, 27: 2
5400-6000, 153815, 257423, 15, 170, 105, 101, 41, 0, 9.466642195099569, 0: 1485, 1: 1489, 2: 1121, 3: 811, 4: 945, 5: 211, 6: 455, 7: 325, 8: 107, 9: 132, 10: 62, 11: 48, 12: 285, 13: 17, 14: 175, 15: 315, 16: 162, 17: 44, 18: 132, 19: 360, 20: 23, 21: 153, 22: 311, 23: 286, 24: 46, 25: 302, 26: 20, 27: 71, 28: 57, 29: 272, 30: 187, 31: 16, 32: 86, 33: 33, 34: 32, 35: 15, 36: 62, 37: 168, 38: 60, 39: 8, 40: 6, 41: 2
6000-6600, 171623, 297532, 16, 166, 114, 95, 66, 0, 9.003889674681753, 0: 2353, 1: 2434, 2: 2316, 3: 1595, 4: 1977, 5: 1230, 6: 2081, 7: 353, 8: 677, 9: 722, 10: 480, 11: 302, 12: 557, 13: 597, 14: 118, 15: 302, 16: 231, 17: 383, 18: 136, 19: 188, 20: 189, 21: 550, 22: 224, 23: 195, 24: 157, 25: 25, 26: 206, 27: 429, 28: 249, 29: 86, 30: 318, 31: 22, 32: 71, 33: 59, 34: 55, 35: 9, 36: 44, 37: 192, 38: 5, 39: 2, 40: 111, 41: 14, 42: 15, 43: 15, 44: 27, 45: 2, 46: 3, 47: 2, 48: 6, 49: 12, 50: 168, 51: 2, 52: 3, 53: 6, 54: 10, 56: 7, 57: 33, 58: 2, 62: 2, 63: 48, 64: 12, 65: 1, 66: 4
6600-7200, 172952, 364763, 18, 208, 133, 102, 81, 0, 9.492560474669101, 0: 4213, 1: 3120, 2: 3031, 3: 920, 4: 285, 5: 1030, 6: 1517, 7: 532, 8: 205, 9: 835, 10: 744, 11: 233, 12: 100, 13: 328, 14: 73, 15: 468, 16: 75, 17: 279, 18: 112, 19: 153, 20: 106, 21: 67, 22: 262, 23: 87, 24: 86, 25: 250, 26: 18, 27: 139, 28: 430, 29: 81, 30: 18, 31: 11, 32: 44, 33: 286, 34: 26, 35: 47, 36: 207, 37: 84, 38: 63, 39: 94, 40: 12, 41: 41, 42: 19, 43: 322, 44: 10, 45: 59, 46: 54, 47: 37, 48: 54, 49: 110, 50: 6, 51: 32, 52: 3, 53: 32, 54: 7, 55: 96, 56: 12, 57: 41, 58: 15, 59: 42, 60: 13, 61: 46, 62: 5, 63: 2, 64: 53, 65: 34, 68: 1, 69: 32, 72: 5, 73: 40, 74: 5, 75: 1, 76: 5, 78: 4, 81: 1
7200-7800, 285981, 591274, 17, 307, 197, 148, 78, 0, 11.875199073403794, 0: 2527, 1: 1504, 2: 1399, 3: 1001, 4: 1001, 5: 257, 6: 488, 7: 55, 8: 191, 9: 662, 10: 174, 11: 632, 12: 236, 13: 37, 14: 251, 15: 178, 16: 14, 17: 8, 18: 7, 19: 58, 20: 570, 21: 104, 22: 13, 23: 190, 24: 161, 25: 128, 26: 21, 27: 192, 28: 58, 29: 3, 30: 38, 32: 57, 33: 1, 34: 1, 35: 233, 36: 75, 37: 3, 38: 3, 39: 8, 40: 194, 41: 7, 42: 2, 44: 34, 46: 1, 47: 10, 48: 2, 49: 46, 50: 6, 51: 76, 52: 6, 53: 9, 54: 51, 55: 5, 56: 5, 57: 119, 58: 4, 59: 18, 60: 95, 61: 3, 62: 190, 63: 7, 64: 22, 65: 36, 66: 88, 67: 11, 68: 3, 69: 4, 70: 46, 71: 63, 72: 7, 73: 2, 74: 97, 76: 1, 77: 2, 78: 3
7800-8400, 268814, 532200, 15, 276, 217, 145, 91, 0, 15.36639603067208, 0: 1782, 1: 1284, 2: 2549, 3: 2957, 4: 627, 5: 729, 6: 1190, 7: 565, 8: 1388, 9: 343, 10: 738, 11: 153, 12: 326, 13: 12, 14: 437, 15: 345, 16: 5, 17: 158, 18: 270, 19: 116, 20: 13, 21: 4, 22: 50, 23: 76, 24: 18, 25: 108, 26: 426, 27: 422, 28: 380, 29: 362, 30: 120, 31: 394, 32: 48, 33: 411, 34: 84, 35: 84, 36: 51, 37: 52, 38: 266, 39: 70, 40: 28, 41: 31, 42: 232, 43: 307, 44: 116, 45: 59, 46: 103, 47: 141, 48: 15, 49: 88, 50: 99, 51: 18, 52: 269, 53: 5, 54: 12, 55: 157, 56: 68, 57: 21, 58: 9, 59: 83, 60: 21, 61: 13, 62: 5, 63: 47, 64: 1, 67: 23, 68: 28, 69: 6, 70: 122, 71: 3, 72: 38, 73: 174, 74: 8, 75: 2, 76: 76, 77: 38, 78: 26, 79: 7, 80: 26, 81: 59, 82: 3, 83: 56, 84: 14, 85: 3, 86: 15, 87: 37, 88: 2, 89: 38, 90: 1, 91: 4
