Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 91242, 91503, 4, 189, 188, 187, 2, 0, 0.06700167504187604, 0: 558, 1: 38, 2: 1
600-1200, 90955, 91357, 2, 141, 140, 138, 3, 0, 0.10232158211521926, 0: 1051, 1: 106, 2: 5, 3: 1
1200-1800, 93075, 97406, 5, 106, 104, 101, 4, 0, 0.24584343609282994, 0: 9254, 1: 1813, 2: 430, 3: 38, 4: 13
1800-2400, 99179, 102832, 9, 91, 88, 86, 6, 0, 0.7147474210829238, 0: 12328, 1: 5985, 2: 2917, 3: 1144, 4: 176, 5: 33, 6: 4
2400-3000, 99873, 131802, 15, 99, 92, 76, 9, 0, 1.0444773329179, 0: 12201, 1: 5577, 2: 4560, 3: 2096, 4: 626, 5: 422, 6: 152, 7: 31, 8: 9, 9: 2
3000-3600, 111047, 145512, 15, 101, 85, 78, 10, 0, 1.2239421720733428, 0: 13644, 1: 6260, 2: 3464, 3: 1705, 4: 1714, 5: 596, 6: 544, 7: 220, 8: 164, 9: 34, 10: 15
3600-4200, 113610, 137669, 19, 78, 66, 63, 16, 0, 2.4869230342993296, 0: 10030, 1: 6957, 2: 6205, 3: 2614, 4: 2683, 5: 2704, 6: 1079, 7: 1726, 8: 509, 9: 746, 10: 569, 11: 98, 12: 103, 13: 48, 14: 16, 15: 4, 16: 3
4200-4800, 122411, 209227, 23, 109, 87, 64, 17, 0, 2.6490958157835003, 0: 11933, 1: 9283, 2: 4526, 3: 2542, 4: 2189, 5: 1980, 6: 1310, 7: 1633, 8: 1171, 9: 1079, 10: 707, 11: 827, 12: 321, 13: 66, 14: 64, 15: 16, 17: 2
4800-5400, 142302, 306617, 19, 144, 124, 72, 24, 0, 3.664621480842361, 0: 7721, 1: 6616, 2: 3952, 3: 2186, 4: 1573, 5: 1287, 6: 1331, 7: 1503, 8: 513, 9: 769, 10: 1046, 11: 247, 12: 525, 13: 403, 14: 474, 15: 152, 16: 235, 17: 383, 18: 150, 19: 55, 20: 6, 21: 98, 22: 52, 23: 14, 24: 2
5400-6000, 144150, 270483, 30, 134, 98, 73, 29, 0, 3.7023492845742445, 0: 8303, 1: 7659, 2: 4375, 3: 2711, 4: 1661, 5: 1901, 6: 2406, 7: 1753, 8: 456, 9: 585, 10: 708, 11: 706, 12: 380, 13: 282, 14: 635, 15: 151, 16: 89, 17: 58, 18: 154, 19: 139, 20: 132, 21: 56, 22: 118, 23: 116, 24: 15, 25: 8, 26: 3, 27: 147, 29: 6
6000-6600, 162927, 356121, 27, 163, 122, 75, 45, 0, 4.451092598688375, 0: 10224, 1: 9431, 2: 5943, 3: 2195, 4: 2758, 5: 1151, 6: 570, 7: 351, 8: 313, 9: 412, 10: 692, 11: 285, 12: 478, 13: 167, 14: 217, 15: 481, 16: 377, 17: 437, 18: 341, 19: 511, 20: 136, 21: 334, 22: 156, 23: 151, 24: 43, 25: 13, 26: 107, 27: 167, 28: 101, 29: 41, 30: 65, 31: 199, 32: 23, 33: 4, 34: 128, 35: 14, 36: 166, 37: 39, 38: 8, 39: 145, 40: 1, 41: 32, 42: 81, 44: 4, 45: 1
6600-7200, 167852, 587624, 28, 259, 202, 83, 43, 0, 5.805816428750313, 0: 6587, 1: 5722, 2: 3995, 3: 2319, 4: 1524, 5: 1303, 6: 1831, 7: 343, 8: 607, 9: 316, 10: 1214, 11: 110, 12: 956, 13: 284, 14: 113, 15: 184, 16: 578, 17: 675, 18: 453, 19: 191, 20: 182, 21: 165, 22: 163, 23: 277, 24: 876, 25: 356, 26: 112, 27: 12, 28: 135, 29: 158, 30: 7, 31: 27, 32: 51, 33: 3, 34: 3, 35: 18, 36: 1, 37: 4, 38: 41, 39: 40, 40: 1, 41: 1, 42: 3, 43: 3
7200-7800, 212254, 384192, 30, 167, 107, 96, 36, 0, 3.906048549556809, 0: 11411, 1: 7839, 2: 8073, 3: 2733, 4: 1920, 5: 918, 6: 240, 7: 260, 8: 479, 9: 168, 10: 187, 11: 509, 12: 190, 13: 527, 14: 417, 15: 631, 16: 308, 17: 200, 18: 278, 19: 210, 20: 493, 21: 178, 22: 208, 23: 284, 24: 168, 25: 160, 26: 254, 27: 172, 28: 130, 29: 58, 30: 15, 31: 25, 32: 10, 33: 41, 34: 7, 35: 6, 36: 5
7800-8400, 316879, 574988, 25, 229, 188, 122, 58, 0, 6.982212434355413, 0: 9942, 1: 8846, 2: 6432, 3: 3111, 4: 4614, 5: 1746, 6: 835, 7: 528, 8: 2023, 9: 129, 10: 247, 11: 194, 12: 62, 13: 527, 14: 37, 15: 678, 16: 1092, 17: 375, 18: 17, 19: 78, 20: 759, 21: 195, 22: 15, 23: 206, 24: 5, 25: 9, 26: 820, 27: 55, 28: 101, 29: 81, 30: 85, 31: 163, 32: 164, 33: 63, 34: 166, 35: 213, 36: 80, 37: 185, 38: 181, 39: 45, 40: 121, 41: 257, 42: 61, 43: 366, 44: 50, 45: 124, 46: 152, 47: 203, 48: 9, 49: 142, 50: 375, 52: 188, 53: 4, 54: 4, 55: 59, 58: 5
