Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90091, 90091, 1, 177, None, 176, 2, 0, 0.018018018018018018, 0: 437, 1: 6, 2: 1
600-1200, 90784, 91381, 2, 140, 139, 137, 1, 0, 0.0685124354763022, 0: 3970, 1: 292
1200-1800, 94828, 100261, 5, 104, 99, 97, 3, 0, 0.18457209071345804, 0: 15070, 1: 2801, 2: 212, 3: 40
1800-2400, 96717, 113614, 11, 94, 89, 79, 5, 0, 0.5381777249702958, 0: 19490, 1: 8355, 2: 3608, 3: 480, 4: 44, 5: 5
2400-3000, 101607, 113705, 18, 70, 63, 61, 6, 0, 0.7771182463211949, 0: 19159, 1: 9917, 2: 4286, 3: 2012, 4: 624, 5: 211, 6: 12
3000-3600, 109441, 153665, 19, 87, 75, 62, 10, 0, 1.1621690902311708, 0: 21818, 1: 9001, 2: 4127, 3: 2852, 4: 2913, 5: 1201, 6: 666, 7: 280, 8: 40, 9: 13, 10: 1
3600-4200, 112257, 151400, 17, 80, 65, 57, 13, 0, 1.8196663585545139, 0: 17112, 1: 7384, 2: 8209, 3: 4102, 4: 2787, 5: 2437, 6: 1457, 7: 1286, 8: 491, 9: 166, 10: 4, 11: 2, 13: 1
4200-4800, 127375, 192178, 22, 95, 67, 62, 16, 0, 1.6375620976939285, 0: 20606, 1: 11651, 2: 6915, 3: 4926, 4: 2993, 5: 1510, 6: 559, 7: 959, 8: 751, 9: 250, 10: 369, 11: 66, 12: 141, 13: 25, 14: 5, 15: 5, 16: 2
4800-5400, 127294, 194693, 20, 85, 70, 55, 18, 0, 2.9047078257278547, 0: 13870, 1: 8791, 2: 5843, 3: 4573, 4: 3512, 5: 3435, 6: 2238, 7: 1015, 8: 1364, 9: 670, 10: 930, 11: 490, 12: 656, 13: 236, 14: 288, 15: 217, 16: 282, 17: 8, 18: 12
5400-6000, 149597, 214672, 33, 95, 69, 67, 21, 0, 2.3225745531958726, 0: 22800, 1: 8447, 2: 9314, 3: 3234, 4: 3801, 5: 2213, 6: 2500, 7: 1597, 8: 998, 9: 608, 10: 742, 11: 446, 12: 808, 13: 243, 14: 257, 15: 32, 16: 200, 17: 1, 21: 6
6000-6600, 172993, 313914, 26, 125, 99, 71, 22, 0, 3.1972768653873147, 0: 12901, 1: 12354, 2: 7805, 3: 4090, 4: 2403, 5: 2267, 6: 663, 7: 412, 8: 590, 9: 681, 10: 845, 11: 575, 12: 712, 13: 561, 14: 550, 15: 358, 16: 649, 17: 583, 18: 280, 19: 290, 20: 284, 21: 6, 22: 10
6600-7200, 237727, 352517, 30, 129, 97, 89, 31, 0, 4.246475755924816, 0: 14098, 1: 9204, 2: 7256, 3: 4963, 4: 3987, 5: 3864, 6: 2810, 7: 1488, 8: 1477, 9: 3067, 10: 411, 11: 298, 12: 559, 13: 442, 14: 470, 15: 512, 16: 701, 17: 439, 18: 666, 19: 185, 20: 550, 21: 416, 22: 378, 23: 208, 24: 51, 25: 8, 26: 93, 27: 4, 28: 46, 29: 56, 30: 28, 31: 1
7200-7800, 180176, 368452, 33, 131, 92, 64, 33, 0, 3.5024557817335262, 0: 19817, 1: 14876, 2: 8556, 3: 4688, 4: 2503, 5: 6642, 6: 3031, 7: 2574, 8: 1443, 9: 1131, 10: 183, 11: 61, 12: 295, 13: 505, 14: 171, 15: 61, 16: 281, 17: 254, 18: 265, 19: 442, 20: 520, 21: 400, 22: 97, 23: 864, 24: 194, 25: 166, 26: 138, 27: 6, 28: 152, 29: 11, 30: 4, 31: 107, 32: 2, 33: 6
7800-8400, 220110, 384137, 35, 131, 91, 78, 27, 0, 4.252312592210955, 0: 10613, 1: 9182, 2: 5993, 3: 2163, 4: 2686, 5: 1427, 6: 915, 7: 697, 8: 348, 9: 745, 10: 1117, 11: 1621, 12: 868, 13: 645, 14: 334, 15: 516, 16: 136, 17: 372, 18: 651, 19: 366, 20: 187, 21: 339, 22: 262, 23: 321, 24: 164, 25: 9, 26: 21, 27: 3
