Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 93130, 96370, 6, 133, 131, 128, 2, 0, 0.1361963190184049, 0: 710, 1: 99, 2: 6
600-1200, 91200, 92537, 1, 130, None, 127, 2, 0, 0.364106988783434, 0: 744, 1: 408, 2: 7
1200-1800, 94911, 98124, 6, 96, 93, 90, 3, 0, 0.6117475525932098, 0: 2585, 1: 1566, 2: 579, 3: 71
1800-2400, 98461, 104805, 8, 77, 71, 70, 4, 0, 0.3856854386358537, 0: 3176, 1: 902, 2: 326, 3: 47, 4: 6
2400-3000, 103382, 114147, 9, 77, 68, 67, 4, 0, 0.430002707825616, 0: 5107, 1: 1476, 2: 721, 3: 70, 4: 12
3000-3600, 105784, 131177, 14, 81, 74, 65, 7, 0, 1.164651891649877, 0: 4946, 1: 1714, 2: 737, 3: 308, 4: 263, 5: 566, 6: 389, 7: 11
3600-4200, 107011, 136691, 11, 76, 64, 56, 8, 0, 1.0710675605982465, 0: 4872, 1: 1950, 2: 1353, 3: 899, 4: 377, 5: 56, 6: 75, 7: 111, 8: 2
4200-4800, 111804, 142860, 10, 76, 65, 60, 6, 0, 0.8939864483342744, 0: 3666, 1: 1665, 2: 1111, 3: 316, 4: 155, 5: 148, 6: 23
4800-5400, 128501, 153723, 15, 77, 72, 63, 12, 0, 1.6932984760568768, 0: 5461, 1: 2712, 2: 3288, 3: 2238, 4: 870, 5: 684, 6: 111, 7: 40, 8: 51, 9: 7, 10: 206, 11: 3, 12: 12
5400-6000, 125571, 160266, 12, 76, 62, 59, 14, 0, 1.7729667088074168, 0: 3509, 1: 1924, 2: 1436, 3: 626, 4: 823, 5: 636, 6: 335, 7: 79, 8: 47, 9: 46, 10: 20, 11: 8, 14: 3
6000-6600, 149469, 246939, 15, 104, 90, 60, 11, 0, 1.8624906646751307, 0: 3089, 1: 2691, 2: 1730, 3: 817, 4: 1548, 5: 450, 6: 160, 7: 32, 8: 77, 9: 76, 10: 39, 11: 3
6600-7200, 135223, 299031, 18, 123, 102, 61, 21, 0, 3.128877364832421, 0: 2303, 1: 1254, 2: 1806, 3: 1386, 4: 1022, 5: 883, 6: 443, 7: 340, 8: 224, 9: 120, 10: 418, 11: 41, 12: 15, 13: 4, 14: 124, 15: 4, 16: 6, 18: 2, 19: 9, 20: 7, 21: 2
7200-7800, 148357, 215586, 15, 89, 75, 57, 23, 0, 3.613369511593488, 0: 4269, 1: 3652, 2: 3088, 3: 2997, 4: 700, 5: 507, 6: 1390, 7: 579, 8: 465, 9: 883, 10: 223, 11: 96, 12: 214, 13: 449, 14: 139, 15: 183, 16: 67, 17: 65, 18: 13, 19: 52, 20: 9, 21: 6, 22: 210, 23: 14
7800-8400, 162226, 288760, 16, 115, 89, 65, 18, 0, 3.406738868832732, 0: 1368, 1: 1329, 2: 1126, 3: 516, 4: 1122, 5: 262, 6: 584, 7: 222, 8: 270, 9: 229, 10: 187, 11: 84, 12: 21, 13: 54, 14: 63, 15: 33, 16: 6, 17: 2, 18: 1
