Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 93158, 95750, 4, 133, 129, 128, 4, 0, 0.13884156729131175, 0: 1033, 1: 122, 2: 17, 3: 1, 4: 1
600-1200, 92877, 96735, 4, 116, 112, 109, 4, 0, 0.06999391357273281, 0: 1544, 1: 86, 2: 11, 3: 1, 4: 1
1200-1800, 93499, 99877, 8, 97, 92, 88, 4, 0, 0.3405224787363305, 0: 2507, 1: 498, 2: 243, 3: 39, 4: 5
1800-2400, 106547, 113021, 7, 90, 87, 84, 4, 0, 0.3277212216131558, 0: 3674, 1: 1240, 2: 160, 3: 22, 4: 12
2400-3000, 106500, 118619, 11, 75, 68, 65, 6, 0, 0.5349000844356882, 0: 4421, 1: 1935, 2: 546, 3: 100, 4: 61, 5: 28, 6: 15
3000-3600, 105033, 129247, 14, 80, 72, 66, 8, 0, 0.5769689737470167, 0: 5196, 1: 2038, 2: 790, 3: 260, 4: 59, 5: 27, 6: 6, 7: 2, 8: 2
3600-4200, 114729, 149888, 13, 79, 68, 62, 8, 0, 0.9700964630225081, 0: 4719, 1: 2353, 2: 863, 3: 904, 4: 326, 5: 79, 6: 53, 7: 21, 8: 12
4200-4800, 120064, 163825, 15, 84, 73, 64, 10, 0, 1.2655568767340468, 0: 2882, 1: 2013, 2: 1232, 3: 941, 4: 339, 5: 84, 6: 64, 7: 5, 8: 1, 9: 4, 10: 4
4800-5400, 121273, 158180, 17, 85, 70, 64, 13, 0, 1.794498193262618, 0: 3587, 1: 1510, 2: 1658, 3: 600, 4: 197, 5: 268, 6: 116, 7: 108, 8: 167, 9: 75, 10: 147, 11: 93, 12: 4, 13: 49
5400-6000, 139320, 253368, 14, 114, 100, 62, 11, 0, 1.4034408214736083, 0: 4504, 1: 2896, 2: 1362, 3: 1109, 4: 368, 5: 517, 6: 89, 7: 127, 8: 50, 9: 58, 10: 10, 11: 12
6000-6600, 175857, 224743, 13, 98, 84, 79, 17, 0, 2.3655751151492206, 0: 4610, 1: 2460, 2: 2580, 3: 2397, 4: 832, 5: 1295, 6: 615, 7: 300, 8: 322, 9: 186, 10: 123, 11: 48, 12: 31, 13: 25, 14: 6, 15: 9, 16: 6, 17: 4
6600-7200, 158410, 248183, 14, 99, 74, 62, 17, 0, 2.881690717429127, 0: 2108, 1: 1563, 2: 1654, 3: 1014, 4: 1302, 5: 803, 6: 481, 7: 97, 8: 211, 9: 121, 10: 102, 11: 249, 12: 25, 13: 8, 14: 9, 15: 3, 16: 12, 17: 9
7200-7800, 128735, 156751, 14, 65, 54, 53, 22, 0, 2.9035039152099977, 0: 1244, 1: 3116, 2: 2346, 3: 2225, 4: 1400, 5: 589, 6: 923, 7: 103, 8: 358, 9: 65, 10: 28, 11: 22, 12: 65, 13: 4, 14: 49, 15: 1, 16: 53, 17: 2, 18: 1, 19: 6, 21: 42, 22: 1
7800-8400, 206616, 320638, 14, 127, 93, 82, 19, 0, 3.414241001564945, 0: 2689, 1: 2169, 2: 1951, 3: 1056, 4: 846, 5: 968, 6: 750, 7: 709, 8: 641, 9: 387, 10: 141, 11: 64, 12: 57, 13: 60, 14: 42, 15: 169, 16: 8, 17: 47, 18: 25, 19: 1
