Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 92437, 94631, 3, 131, 129, 128, 2, 0, 0.17543859649122806, 0: 722, 1: 116, 2: 17
600-1200, 90639, 92040, 3, 139, 138, 136, 2, 0, 0.05904059040590406, 0: 1278, 1: 74, 2: 3
1200-1800, 92675, 95074, 6, 101, 96, 95, 5, 0, 0.4405458089668616, 0: 2591, 1: 679, 2: 117, 3: 159, 4: 33, 5: 12
1800-2400, 93797, 102939, 6, 95, 90, 87, 4, 0, 0.28224475359585005, 0: 3153, 1: 987, 2: 94, 3: 6, 4: 1
2400-3000, 94472, 103979, 7, 82, 76, 75, 6, 0, 0.3134360290971331, 0: 3470, 1: 1067, 2: 89, 3: 10, 4: 4, 5: 30, 6: 4
3000-3600, 99798, 119618, 13, 84, 75, 68, 6, 0, 0.5003682789098944, 0: 5313, 1: 1976, 2: 667, 3: 71, 4: 57, 5: 47, 6: 15
3600-4200, 103434, 117278, 13, 77, 69, 66, 6, 0, 0.6216392020815265, 0: 5894, 1: 1535, 2: 1320, 3: 378, 4: 64, 5: 29, 6: 4
4200-4800, 106390, 122541, 14, 70, 64, 58, 8, 0, 1.0505502063273728, 0: 5725, 1: 2351, 2: 1953, 3: 913, 4: 366, 5: 208, 6: 95, 7: 18, 8: 3
4800-5400, 114114, 147326, 13, 73, 63, 56, 13, 0, 1.333082392304475, 0: 4922, 1: 2631, 2: 2260, 3: 1087, 4: 340, 5: 266, 6: 369, 7: 47, 8: 24, 9: 3, 12: 5, 13: 1
5400-6000, 116616, 151320, 14, 77, 64, 59, 10, 0, 2.077104642014162, 0: 3789, 1: 3389, 2: 3254, 3: 1508, 4: 1536, 5: 559, 6: 445, 7: 555, 8: 190, 9: 25, 10: 2
6000-6600, 119136, 144870, 12, 73, 66, 59, 18, 0, 1.9791506331770796, 0: 4810, 1: 2803, 2: 2816, 3: 851, 4: 919, 5: 600, 6: 1012, 7: 166, 8: 21, 9: 138, 10: 16, 11: 55, 12: 8, 13: 25, 14: 26, 15: 7, 16: 16, 17: 3, 18: 1
6600-7200, 132718, 183889, 14, 81, 60, 55, 17, 0, 2.492746046268462, 0: 5393, 1: 1361, 2: 2862, 3: 1626, 4: 1142, 5: 738, 6: 528, 7: 233, 8: 701, 9: 304, 10: 167, 11: 61, 12: 67, 13: 78, 14: 4, 15: 28, 16: 8, 17: 1
7200-7800, 146591, 229446, 13, 102, 80, 66, 22, 0, 3.002811543868354, 0: 4794, 1: 1696, 2: 1137, 3: 1084, 4: 543, 5: 327, 6: 403, 7: 254, 8: 125, 9: 467, 10: 58, 11: 372, 12: 317, 13: 166, 14: 236, 15: 18, 16: 57, 17: 5, 18: 6, 19: 8, 20: 8, 21: 4, 22: 8
7800-8400, 135105, 186032, 12, 80, 60, 57, 13, 0, 3.49947127247092, 0: 3058, 1: 2796, 2: 1316, 3: 1175, 4: 664, 5: 1224, 6: 583, 7: 677, 8: 1508, 9: 647, 10: 225, 11: 221, 12: 77, 13: 14
