Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90043, 90978, 2, 192, 190, 189, 2, 0, 0.0988095238095238, 0: 760, 1: 77, 2: 3
600-1200, 91463, 92571, 4, 155, 153, 152, 3, 0, 0.5237608584568216, 0: 1378, 1: 280, 2: 152, 3: 147
1200-1800, 93684, 95958, 7, 119, 115, 113, 5, 0, 0.3116725793891148, 0: 8749, 1: 2250, 2: 351, 3: 184, 4: 17, 5: 6
1800-2400, 98761, 114041, 10, 113, 107, 97, 9, 0, 0.985805781547516, 0: 6011, 1: 2590, 2: 1347, 3: 838, 4: 495, 5: 129, 6: 71, 7: 51, 8: 14, 9: 8
2400-3000, 102793, 124208, 9, 108, 95, 87, 11, 0, 1.6759320405835385, 0: 6390, 1: 3428, 2: 2479, 3: 1415, 4: 1050, 5: 986, 6: 481, 7: 232, 8: 156, 9: 13, 10: 17, 11: 10
3000-3600, 115986, 141133, 12, 106, 91, 84, 18, 0, 2.323731760792319, 0: 4797, 1: 2377, 2: 1615, 3: 932, 4: 1021, 5: 800, 6: 616, 7: 230, 8: 188, 9: 167, 10: 129, 11: 101, 12: 76, 13: 49, 14: 50, 15: 42, 16: 1, 17: 8, 18: 28
3600-4200, 114772, 151543, 13, 105, 94, 81, 19, 0, 2.667124149368102, 0: 5640, 1: 2735, 2: 1868, 3: 1946, 4: 1536, 5: 865, 6: 786, 7: 629, 8: 361, 9: 329, 10: 383, 11: 183, 12: 50, 13: 102, 14: 30, 15: 21, 16: 13, 17: 3, 18: 2, 19: 5
4200-4800, 140123, 179994, 13, 116, 92, 90, 30, 0, 4.767434420985285, 0: 3816, 1: 3436, 2: 1413, 3: 1238, 4: 1444, 5: 1047, 6: 2092, 7: 495, 8: 383, 9: 468, 10: 356, 11: 336, 12: 202, 13: 298, 14: 153, 15: 37, 16: 477, 17: 113, 18: 484, 19: 45, 20: 28, 21: 139, 22: 94, 23: 5, 24: 9, 25: 60, 27: 83, 28: 1, 30: 4
4800-5400, 139245, 191740, 16, 134, 102, 98, 37, 0, 6.3020186335403725, 0: 2612, 1: 2208, 2: 1413, 3: 1183, 4: 1087, 5: 286, 6: 548, 7: 112, 8: 526, 9: 230, 10: 417, 11: 362, 12: 685, 13: 588, 14: 424, 15: 128, 16: 138, 17: 94, 18: 121, 19: 139, 20: 37, 21: 20, 22: 123, 23: 20, 24: 70, 25: 36, 26: 44, 27: 47, 28: 93, 29: 21, 30: 85, 31: 56, 32: 13, 33: 53, 34: 133, 35: 6, 36: 6, 37: 4
5400-6000, 173595, 298927, 17, 194, 150, 107, 39, 0, 7.9868931765764755, 0: 2954, 1: 2613, 2: 800, 3: 1322, 4: 1163, 5: 542, 6: 1419, 7: 283, 8: 731, 9: 576, 10: 199, 11: 272, 12: 334, 13: 744, 14: 347, 15: 100, 16: 305, 17: 243, 18: 78, 19: 398, 20: 213, 21: 47, 22: 157, 23: 113, 24: 319, 25: 310, 26: 284, 27: 217, 28: 74, 29: 226, 30: 4, 31: 12, 32: 105, 33: 75, 34: 6, 35: 150, 36: 8, 37: 22, 38: 8, 39: 4
6000-6600, 159430, 374730, 17, 210, 166, 88, 62, 0, 8.398552290406222, 0: 3530, 1: 3086, 2: 2467, 3: 559, 4: 1092, 5: 750, 6: 188, 7: 412, 8: 265, 9: 142, 10: 167, 11: 491, 12: 331, 13: 183, 14: 235, 15: 227, 16: 791, 17: 621, 18: 131, 19: 187, 20: 284, 21: 71, 22: 141, 23: 137, 24: 56, 25: 7, 26: 101, 27: 123, 28: 192, 29: 512, 30: 156, 31: 124, 32: 42, 33: 135, 34: 14, 35: 18, 36: 83, 37: 95, 38: 28, 39: 56, 40: 3, 41: 6, 42: 32, 43: 1, 45: 1, 46: 5, 47: 40, 49: 2, 50: 40, 52: 5, 54: 1, 55: 1, 56: 78, 57: 2, 58: 2, 59: 51, 60: 3, 61: 6, 62: 3
6600-7200, 174772, 251780, 17, 149, 114, 99, 79, 0, 10.112591889969172, 0: 3079, 1: 1890, 2: 1964, 3: 3590, 4: 129, 5: 558, 6: 2191, 7: 978, 8: 509, 9: 258, 10: 177, 11: 128, 12: 313, 13: 48, 14: 314, 15: 224, 16: 92, 17: 75, 18: 642, 19: 186, 20: 142, 21: 388, 22: 14, 23: 299, 24: 87, 25: 65, 26: 27, 27: 130, 28: 106, 29: 216, 30: 213, 31: 89, 32: 124, 33: 168, 34: 121, 35: 54, 36: 24, 37: 126, 38: 15, 39: 100, 40: 59, 41: 57, 42: 16, 43: 51, 44: 121, 45: 33, 46: 111, 47: 9, 48: 17, 49: 57, 50: 126, 51: 12, 52: 28, 53: 136, 54: 40, 55: 12, 56: 42, 57: 86, 58: 18, 59: 8, 60: 7, 61: 46, 62: 6, 63: 3, 65: 12, 66: 4, 67: 16, 68: 8, 69: 1, 70: 1, 71: 20, 72: 9, 73: 36, 75: 8, 77: 4, 78: 11, 79: 1
7200-7800, 257636, 381165, 16, 210, 168, 142, 77, 0, 18.066636504653566, 0: 1022, 1: 1775, 2: 1567, 3: 1255, 4: 127, 5: 590, 6: 781, 7: 373, 8: 56, 9: 24, 10: 849, 11: 144, 12: 506, 13: 103, 14: 44, 15: 153, 16: 534, 17: 190, 18: 67, 19: 190, 20: 100, 21: 295, 22: 30, 23: 17, 24: 118, 25: 165, 26: 334, 27: 178, 28: 39, 29: 114, 30: 42, 31: 2, 32: 127, 33: 106, 34: 85, 35: 21, 36: 309, 37: 313, 38: 107, 39: 42, 40: 18, 41: 32, 42: 35, 43: 74, 44: 177, 45: 142, 46: 12, 47: 10, 48: 65, 49: 20, 50: 56, 51: 99, 52: 47, 53: 11, 54: 117, 55: 109, 56: 198, 57: 40, 58: 14, 59: 130, 60: 269, 61: 137, 62: 81, 63: 64, 64: 115, 65: 10, 66: 4, 67: 3, 68: 48, 69: 90, 70: 116, 71: 208, 72: 1, 73: 3, 74: 4, 75: 7, 76: 8, 77: 4
7800-8400, 314481, 555106, 18, 296, 213, 166, 78, 0, 13.418531267928858, 0: 1278, 1: 1340, 2: 2093, 3: 2910, 4: 244, 5: 432, 6: 1014, 7: 25, 8: 389, 9: 14, 10: 72, 11: 28, 12: 132, 13: 1, 14: 75, 15: 4, 16: 39, 19: 76, 20: 7, 21: 38, 22: 41, 23: 88, 24: 96, 25: 59, 26: 56, 27: 57, 28: 809, 29: 25, 30: 10, 31: 70, 32: 139, 33: 278, 34: 57, 35: 308, 36: 71, 37: 42, 38: 37, 39: 22, 40: 5, 41: 107, 42: 5, 43: 61, 44: 9, 45: 106, 46: 3, 47: 66, 48: 4, 49: 36, 50: 1, 51: 63, 52: 3, 53: 8, 54: 48, 55: 1, 56: 68, 57: 44, 58: 5, 59: 180, 60: 3, 61: 49, 62: 57, 63: 6, 64: 7, 65: 189, 66: 3, 67: 45, 68: 6, 69: 65, 70: 4, 71: 36, 72: 10, 73: 3, 74: 141, 75: 11, 76: 6, 77: 3, 78: 1
