Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90814, 91427, 3, 171, 170, 169, 1, 0, 0.08174386920980926, 0: 337, 1: 30
600-1200, 90651, 92033, 4, 138, 136, 135, 2, 0, 0.051833122629582805, 0: 752, 1: 37, 2: 2
1200-1800, 94473, 96939, 3, 92, 89, 88, 5, 0, 0.28273771940901626, 0: 6267, 1: 1237, 2: 287, 3: 102, 4: 8, 5: 18
1800-2400, 98425, 114500, 10, 87, 82, 77, 6, 0, 0.5710271054301513, 0: 6393, 1: 3398, 2: 961, 3: 168, 4: 88, 5: 15, 6: 8
2400-3000, 105104, 126941, 11, 88, 81, 75, 10, 0, 1.1348343030609664, 0: 5184, 1: 3155, 2: 1679, 3: 1003, 4: 502, 5: 170, 6: 117, 7: 27, 8: 15, 9: 3, 10: 4
3000-3600, 109341, 161168, 12, 95, 83, 64, 12, 0, 2.187877284379393, 0: 4411, 1: 2376, 2: 1231, 3: 924, 4: 797, 5: 424, 6: 1084, 7: 347, 8: 118, 9: 239, 10: 78, 11: 36, 12: 28
3600-4200, 121268, 141409, 13, 73, 64, 62, 15, 0, 2.487266893924203, 0: 5065, 1: 2277, 2: 1848, 3: 1580, 4: 910, 5: 974, 6: 663, 7: 590, 8: 327, 9: 329, 10: 216, 11: 78, 12: 76, 13: 21, 14: 4, 15: 3
