Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90163, 90972, 3, 159, 158, 157, 2, 0, 0.03, 0: 98, 1: 1, 2: 1
600-1200, 92446, 94454, 2, 114, 113, 111, 1, 0, 0.014729950900163666, 0: 602, 1: 9
1200-1800, 95637, 99923, 7, 84, 82, 79, 2, 0, 0.06827016520894072, 0: 7674, 1: 554, 2: 4
1800-2400, 99898, 107000, 10, 66, 62, 61, 3, 0, 0.21567585840537015, 0: 16678, 1: 3634, 2: 353, 3: 42
2400-3000, 104034, 136513, 13, 75, 69, 56, 5, 0, 0.5722889011408456, 0: 14182, 1: 6218, 2: 2441, 3: 568, 4: 160, 5: 10
3000-3600, 106803, 144998, 14, 65, 55, 45, 7, 0, 0.9529134589859305, 0: 14134, 1: 7741, 2: 5223, 3: 2197, 4: 426, 5: 270, 6: 130, 7: 15
3600-4200, 111664, 154120, 14, 66, 56, 47, 8, 0, 1.302236282843895, 0: 17059, 1: 9864, 2: 5831, 3: 4279, 4: 2842, 5: 1166, 6: 215, 7: 144, 8: 8
4200-4800, 128487, 177271, 15, 66, 48, 47, 10, 0, 1.4909112335385795, 0: 13925, 1: 7809, 2: 4098, 3: 3035, 4: 2486, 5: 1161, 6: 490, 7: 812, 8: 47, 9: 53, 10: 27
4800-5400, 154411, 206273, 22, 72, 55, 53, 17, 0, 1.810889081957718, 0: 12612, 1: 6062, 2: 4402, 3: 2407, 4: 1609, 5: 519, 6: 1556, 7: 1018, 8: 254, 9: 213, 10: 90, 11: 207, 12: 113, 13: 6, 14: 4, 16: 4, 17: 1
5400-6000, 150057, 227783, 21, 72, 56, 50, 30, 0, 3.377432425227915, 0: 10210, 1: 6467, 2: 4283, 3: 3180, 4: 3011, 5: 3128, 6: 1373, 7: 1427, 8: 715, 9: 1333, 10: 443, 11: 218, 12: 263, 13: 206, 14: 87, 15: 128, 16: 91, 17: 125, 18: 111, 19: 72, 20: 29, 21: 76, 22: 96, 23: 42, 24: 37, 25: 150, 26: 55, 27: 74, 28: 6, 29: 75, 30: 3
6000-6600, 162348, 293197, 18, 89, 56, 48, 18, 0, 2.9104299904748947, 0: 11484, 1: 3728, 2: 4077, 3: 1866, 4: 1420, 5: 1757, 6: 884, 7: 618, 8: 336, 9: 508, 10: 206, 11: 383, 12: 429, 13: 119, 14: 778, 15: 158, 16: 482, 17: 156, 18: 7
6600-7200, 192109, 306347, 29, 85, 59, 53, 18, 0, 3.0227565053923025, 0: 10654, 1: 9460, 2: 4149, 3: 3236, 4: 1731, 5: 2716, 6: 3089, 7: 1320, 8: 863, 9: 580, 10: 327, 11: 466, 12: 302, 13: 498, 14: 377, 15: 202, 16: 256, 17: 198, 18: 4
7200-7800, 234292, 669844, 27, 177, 146, 66, 25, 0, 3.58555929490951, 0: 14982, 1: 8202, 2: 2495, 3: 2921, 4: 2428, 5: 2353, 6: 845, 7: 953, 8: 335, 9: 2001, 10: 674, 11: 324, 12: 411, 13: 616, 14: 96, 15: 568, 16: 174, 17: 175, 18: 698, 19: 183, 20: 825, 21: 142, 22: 28, 23: 5, 24: 54, 25: 3
7800-8400, 252342, 417704, 32, 111, 80, 68, 28, 0, 3.112912241475685, 0: 13851, 1: 7589, 2: 3470, 3: 2027, 4: 2031, 5: 1269, 6: 1261, 7: 883, 8: 465, 9: 906, 10: 286, 11: 688, 12: 190, 13: 719, 14: 279, 15: 290, 16: 144, 17: 397, 18: 204, 19: 30, 20: 293, 21: 40, 22: 208, 23: 1, 28: 48
