Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90653, 91272, 2, 178, 177, 176, 2, 0, 0.03167420814479638, 0: 429, 1: 12, 2: 1
600-1200, 91323, 91904, 4, 149, 148, 147, 2, 0, 0.05026809651474531, 0: 1421, 1: 67, 2: 4
1200-1800, 94902, 105674, 5, 128, 123, 114, 4, 0, 0.3008107088989442, 0: 8273, 1: 1700, 2: 443, 3: 163, 4: 29
1800-2400, 97845, 108629, 5, 92, 86, 81, 6, 0, 0.7993131948082184, 0: 8642, 1: 5308, 2: 2024, 3: 654, 4: 356, 5: 191, 6: 6
2400-3000, 103473, 119720, 15, 90, 76, 74, 8, 0, 1.0087346282036547, 0: 8375, 1: 4305, 2: 2236, 3: 1604, 4: 525, 5: 288, 6: 60, 7: 7, 8: 2
3000-3600, 109346, 145918, 13, 88, 79, 63, 12, 0, 1.9626374408426146, 0: 8252, 1: 7259, 2: 4010, 3: 2723, 4: 2185, 5: 1413, 6: 909, 7: 714, 8: 392, 9: 172, 10: 48, 11: 25, 12: 1
3600-4200, 121642, 153716, 17, 92, 78, 74, 18, 0, 2.0210415107628648, 0: 8554, 1: 4344, 2: 2725, 3: 1908, 4: 1884, 5: 889, 6: 602, 7: 764, 8: 409, 9: 423, 10: 127, 11: 30, 12: 37, 13: 6, 15: 2, 17: 12, 18: 1
4200-4800, 137292, 177013, 10, 98, 76, 73, 22, 0, 3.5200228628585717, 0: 7675, 1: 6140, 2: 3005, 3: 1367, 4: 1576, 5: 1323, 6: 1341, 7: 884, 8: 601, 9: 1270, 10: 637, 11: 283, 12: 494, 13: 160, 14: 81, 15: 173, 16: 199, 17: 296, 18: 48, 19: 218, 20: 214, 21: 4, 22: 4
4800-5400, 154967, 237206, 19, 126, 103, 82, 22, 0, 4.311362018105991, 0: 6349, 1: 4545, 2: 3287, 3: 3002, 4: 1074, 5: 2558, 6: 1015, 7: 1244, 8: 1053, 9: 1146, 10: 666, 11: 830, 12: 617, 13: 584, 14: 183, 15: 247, 16: 295, 17: 253, 18: 94, 19: 423, 20: 3, 21: 5, 22: 20
5400-6000, 155669, 227035, 18, 118, 87, 79, 38, 0, 3.29500338917401, 0: 6470, 1: 3438, 2: 4794, 3: 958, 4: 639, 5: 437, 6: 331, 7: 695, 8: 330, 9: 121, 10: 328, 11: 327, 12: 320, 13: 292, 14: 63, 15: 591, 16: 72, 17: 90, 18: 8, 19: 35, 20: 77, 21: 2, 22: 2, 23: 19, 24: 22, 25: 7, 28: 19, 32: 35, 33: 1, 34: 42, 35: 2, 36: 86, 38: 1
6000-6600, 171744, 348982, 23, 162, 134, 79, 38, 0, 4.039255074283323, 0: 6185, 1: 5006, 2: 3094, 3: 1781, 4: 1677, 5: 1220, 6: 892, 7: 277, 8: 672, 9: 47, 10: 155, 11: 255, 12: 360, 13: 227, 14: 87, 15: 114, 16: 286, 17: 99, 18: 396, 19: 273, 20: 124, 21: 54, 22: 45, 23: 46, 24: 5, 25: 17, 26: 126, 27: 103, 28: 27, 29: 64, 30: 6, 31: 5, 32: 43, 33: 57, 34: 17, 35: 3, 36: 47, 37: 2, 38: 1
6600-7200, 173700, 258884, 23, 116, 84, 80, 40, 0, 4.450753702975488, 0: 9212, 1: 6238, 2: 5185, 3: 1115, 4: 5481, 5: 1010, 6: 1704, 7: 1174, 8: 1072, 9: 1084, 10: 333, 11: 453, 12: 542, 13: 498, 14: 101, 15: 162, 16: 114, 17: 65, 18: 439, 19: 238, 20: 818, 21: 192, 22: 100, 23: 120, 24: 38, 25: 11, 26: 128, 27: 186, 28: 15, 29: 29, 30: 120, 31: 4, 32: 21, 33: 34, 34: 58, 35: 2, 38: 42, 39: 1, 40: 6
7200-7800, 210739, 476610, 23, 206, 138, 93, 61, 0, 7.775447915015063, 0: 4967, 1: 4443, 2: 1900, 3: 1548, 4: 1878, 5: 1515, 6: 761, 7: 449, 8: 137, 9: 237, 10: 274, 11: 245, 12: 633, 13: 258, 14: 139, 15: 1824, 16: 132, 17: 103, 18: 639, 19: 338, 20: 44, 21: 345, 22: 219, 23: 67, 24: 84, 25: 183, 26: 121, 27: 126, 28: 124, 29: 28, 30: 146, 31: 84, 32: 16, 33: 122, 34: 78, 35: 5, 36: 190, 37: 8, 38: 34, 39: 7, 40: 101, 41: 97, 42: 4, 43: 334, 44: 13, 45: 69, 47: 17, 48: 1, 49: 17, 50: 1, 51: 1, 53: 2, 54: 49, 55: 4, 56: 6, 57: 54, 58: 1, 60: 3, 61: 3
7800-8400, 208393, 385296, 18, 159, 97, 90, 61, 0, 7.7016358997448595, 0: 4570, 1: 3567, 2: 2883, 3: 1779, 4: 2200, 5: 1701, 6: 981, 7: 1085, 8: 244, 9: 606, 10: 430, 11: 250, 12: 581, 13: 671, 14: 268, 15: 149, 16: 64, 17: 288, 18: 262, 19: 1136, 20: 108, 21: 174, 22: 525, 23: 100, 24: 376, 25: 110, 26: 42, 27: 143, 28: 146, 29: 108, 30: 118, 31: 165, 32: 60, 33: 73, 34: 25, 35: 8, 36: 6, 37: 12, 38: 4, 39: 10, 42: 44, 43: 1, 44: 1, 46: 38, 47: 6, 48: 44, 49: 4, 50: 58, 51: 87, 52: 1, 53: 140, 54: 1, 55: 42, 56: 6, 57: 85, 58: 10, 59: 48, 60: 4, 61: 4
