Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90821, 91450, 3, 166, 165, 164, 1, 0, 0.005194805194805195, 0: 383, 1: 2
600-1200, 90950, 91758, 6, 137, 136, 135, 1, 0, 0.018075491759702286, 0: 1847, 1: 34
1200-1800, 93236, 98233, 8, 93, 89, 87, 3, 0, 0.1931202957876667, 0: 12956, 1: 1595, 2: 455, 3: 140
1800-2400, 97907, 105711, 12, 80, 77, 71, 4, 0, 0.34454638124362896, 0: 19491, 1: 6530, 2: 1408, 3: 38, 4: 1
2400-3000, 105682, 129113, 15, 81, 73, 67, 6, 0, 0.6985456504174522, 0: 20541, 1: 10359, 2: 3826, 3: 1761, 4: 574, 5: 67, 6: 2
3000-3600, 105824, 136375, 11, 72, 62, 55, 8, 0, 1.1122285599919943, 0: 17251, 1: 10946, 2: 5287, 3: 3987, 4: 1811, 5: 425, 6: 249, 7: 14, 8: 2
3600-4200, 113402, 214662, 19, 108, 100, 57, 12, 0, 1.5032698438649554, 0: 19956, 1: 10555, 2: 7526, 3: 4338, 4: 2657, 5: 1369, 6: 1175, 7: 682, 8: 459, 9: 200, 10: 3, 11: 6, 12: 6
4200-4800, 123458, 206274, 20, 94, 80, 58, 12, 0, 1.8802903485127913, 0: 16964, 1: 7050, 2: 5861, 3: 3054, 4: 2762, 5: 2667, 6: 2263, 7: 575, 8: 477, 9: 463, 10: 118, 11: 38, 12: 2
4800-5400, 142380, 280629, 16, 116, 95, 61, 16, 0, 2.152951512362465, 0: 20784, 1: 7332, 2: 5683, 3: 3980, 4: 1956, 5: 1418, 6: 1151, 7: 1086, 8: 1176, 9: 1028, 10: 927, 11: 873, 12: 101, 13: 243, 14: 63, 15: 2, 16: 3
5400-6000, 148978, 230623, 28, 89, 71, 57, 18, 0, 3.180181659006347, 0: 11148, 1: 6931, 2: 4412, 3: 2474, 4: 1959, 5: 702, 6: 1305, 7: 1655, 8: 1257, 9: 1648, 10: 525, 11: 568, 12: 521, 13: 991, 14: 207, 15: 157, 16: 47, 17: 32, 18: 13
6000-6600, 169490, 295798, 27, 111, 85, 60, 20, 0, 2.8194713588093947, 0: 15857, 1: 10879, 2: 8795, 3: 3855, 4: 1987, 5: 1742, 6: 1228, 7: 801, 8: 1524, 9: 382, 10: 213, 11: 458, 12: 1176, 13: 1412, 14: 354, 15: 189, 16: 296, 17: 208, 18: 218, 19: 24, 20: 6
6600-7200, 185808, 337065, 33, 117, 81, 68, 22, 0, 2.58300293439061, 0: 15438, 1: 11628, 2: 5680, 3: 2411, 4: 1395, 5: 2382, 6: 189, 7: 553, 8: 268, 9: 913, 10: 324, 11: 352, 12: 839, 13: 529, 14: 456, 15: 308, 16: 193, 17: 379, 18: 210, 19: 121, 20: 21, 21: 43, 22: 11
7200-7800, 209655, 332984, 31, 120, 86, 76, 26, 0, 3.8386822635472906, 0: 12328, 1: 6482, 2: 7083, 3: 2801, 4: 1461, 5: 1166, 6: 802, 7: 521, 8: 452, 9: 555, 10: 867, 11: 504, 12: 313, 13: 767, 14: 646, 15: 99, 16: 1031, 17: 219, 18: 693, 19: 467, 20: 320, 21: 239, 22: 97, 23: 89, 24: 4, 25: 1, 26: 1
7800-8400, 237630, 385543, 28, 123, 86, 76, 41, 0, 4.856270721390191, 0: 13536, 1: 5935, 2: 4466, 3: 3083, 4: 1485, 5: 2683, 6: 2364, 7: 1279, 8: 789, 9: 725, 10: 294, 11: 830, 12: 1570, 13: 173, 14: 13, 15: 241, 16: 141, 17: 410, 18: 421, 19: 336, 20: 190, 21: 434, 22: 679, 23: 560, 24: 189, 25: 76, 26: 99, 27: 154, 28: 93, 29: 127, 30: 31, 31: 24, 32: 43, 33: 97, 34: 7, 35: 4, 37: 56, 38: 6, 39: 2, 40: 84, 41: 6
