Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 92453, 95439, 4, 118, 114, 112, 3, 0, 0.13231064237775647, 0: 927, 1: 95, 2: 20, 3: 1
600-1200, 92041, 94261, 6, 111, 109, 107, 3, 0, 0.20743494423791822, 0: 2182, 1: 463, 2: 40, 3: 5
1200-1800, 94883, 99310, 7, 91, 87, 85, 3, 0, 0.17945619335347432, 0: 2820, 1: 396, 2: 84, 3: 10
1800-2400, 95656, 101775, 8, 81, 76, 74, 5, 0, 0.25418003715588583, 0: 4652, 1: 1069, 2: 175, 3: 18, 4: 3, 5: 4
2400-3000, 104441, 121967, 10, 80, 69, 65, 7, 0, 0.7422035055770544, 0: 5281, 1: 1611, 2: 943, 3: 803, 4: 135, 5: 6, 6: 4, 7: 3
3000-3600, 109899, 127429, 12, 76, 69, 63, 7, 0, 0.9454231433506045, 0: 4386, 1: 1930, 2: 1503, 3: 463, 4: 231, 5: 94, 6: 54, 7: 24
3600-4200, 136843, 166420, 10, 96, 87, 79, 7, 0, 0.9427842018321069, 0: 3028, 1: 2104, 2: 874, 3: 369, 4: 158, 5: 78, 6: 39, 7: 9
4200-4800, 117352, 182480, 14, 94, 81, 60, 10, 0, 1.4946727549467276, 0: 3245, 1: 2448, 2: 2098, 3: 1084, 4: 558, 5: 194, 6: 78, 7: 55, 8: 83, 9: 5, 10: 7
4800-5400, 141893, 159809, 9, 82, 70, 69, 18, 0, 1.8565790653870302, 0: 3611, 1: 2196, 2: 2032, 3: 1254, 4: 810, 5: 733, 6: 228, 7: 123, 8: 80, 9: 27, 10: 18, 11: 14, 12: 12, 14: 1, 16: 4, 17: 4, 18: 2
5400-6000, 116429, 158565, 8, 68, 57, 52, 13, 0, 2.069407770652584, 0: 2877, 1: 3094, 2: 1348, 3: 836, 4: 708, 5: 667, 6: 390, 7: 558, 8: 19, 9: 52, 10: 17, 11: 16, 12: 19, 13: 3
6000-6600, 130514, 177848, 17, 87, 73, 60, 14, 0, 3.398623817343029, 0: 1894, 1: 2382, 2: 1708, 3: 729, 4: 2285, 5: 451, 6: 1799, 7: 288, 8: 621, 9: 219, 10: 295, 11: 63, 12: 30, 13: 17, 14: 8
6600-7200, 154969, 324144, 19, 135, 85, 64, 18, 0, 3.7055595900911804, 0: 1695, 1: 2314, 2: 1511, 3: 1163, 4: 2380, 5: 245, 6: 677, 7: 707, 8: 290, 9: 593, 10: 64, 11: 266, 12: 394, 13: 27, 14: 15, 15: 28, 16: 4, 17: 14, 18: 6
7200-7800, 133899, 212012, 15, 87, 68, 53, 17, 0, 3.4801231084893565, 0: 2618, 1: 1338, 2: 1363, 3: 1747, 4: 1037, 5: 426, 6: 778, 7: 1107, 8: 408, 9: 222, 10: 167, 11: 257, 12: 101, 13: 83, 14: 30, 15: 9, 17: 6
7800-8400, 200679, 384203, 18, 150, 117, 77, 19, 0, 3.823063756953359, 0: 2260, 1: 2508, 2: 2189, 3: 1091, 4: 1427, 5: 478, 6: 1425, 7: 365, 8: 597, 9: 369, 10: 423, 11: 139, 12: 187, 13: 227, 14: 87, 15: 123, 16: 69, 17: 33, 18: 9, 19: 16
