Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90193, 90193, 1, 163, None, 162, 2, 0, 0.24210526315789474, 0: 362, 1: 111, 2: 2
600-1200, 90940, 92850, 4, 127, 126, 124, 2, 0, 0.16897506925207756, 0: 933, 1: 117, 2: 33
1200-1800, 93678, 98719, 7, 97, 95, 92, 3, 0, 0.24403140522352187, 0: 4963, 1: 1065, 2: 181, 3: 32
1800-2400, 99682, 107400, 5, 90, 84, 81, 6, 0, 0.48559131736526945, 0: 7318, 1: 2175, 2: 727, 3: 336, 4: 113, 5: 13, 6: 6
2400-3000, 103877, 138867, 9, 92, 86, 68, 8, 0, 1.1566097819874255, 0: 5644, 1: 2646, 2: 1835, 3: 1123, 4: 640, 5: 270, 6: 67, 7: 8, 8: 14
3000-3600, 113653, 138560, 14, 84, 74, 71, 10, 0, 1.3221279373368147, 0: 5317, 1: 2656, 2: 1993, 3: 1173, 4: 282, 5: 370, 6: 249, 7: 181, 8: 18, 9: 10, 10: 7
3600-4200, 117630, 180316, 11, 100, 85, 68, 16, 0, 3.2284502446982057, 0: 4594, 1: 3138, 2: 1192, 3: 1127, 4: 722, 5: 695, 6: 812, 7: 550, 8: 557, 9: 436, 10: 423, 11: 343, 12: 560, 13: 99, 14: 67, 16: 10
4200-4800, 123645, 161454, 13, 85, 68, 63, 23, 0, 3.655163329820864, 0: 3969, 1: 2936, 2: 834, 3: 1588, 4: 795, 5: 1163, 6: 893, 7: 702, 8: 153, 9: 443, 10: 431, 11: 397, 12: 79, 13: 227, 14: 193, 15: 108, 16: 111, 17: 30, 18: 93, 19: 20, 20: 1, 21: 4, 22: 10, 23: 4
4800-5400, 159207, 211266, 14, 98, 77, 73, 32, 0, 3.18073735352958, 0: 6246, 1: 2596, 2: 2814, 3: 809, 4: 722, 5: 635, 6: 625, 7: 392, 8: 542, 9: 479, 10: 455, 11: 167, 12: 201, 13: 271, 14: 54, 15: 60, 16: 1, 17: 27, 18: 5, 19: 50, 20: 14, 21: 68, 22: 22, 23: 48, 24: 47, 25: 58, 26: 39, 27: 17, 28: 5, 30: 4, 31: 12, 32: 10
5400-6000, 174760, 228123, 13, 105, 84, 80, 25, 0, 6.075145963358164, 0: 3501, 1: 2074, 2: 1520, 3: 1409, 4: 1759, 5: 1050, 6: 389, 7: 1403, 8: 997, 9: 312, 10: 298, 11: 670, 12: 812, 13: 841, 14: 1080, 15: 364, 16: 505, 17: 414, 18: 157, 19: 11, 20: 146, 21: 62, 22: 45, 23: 22, 24: 18, 25: 9
6000-6600, 157450, 290601, 18, 121, 92, 66, 57, 0, 7.080168464607655, 0: 1605, 1: 2278, 2: 1162, 3: 1046, 4: 1154, 5: 906, 6: 956, 7: 362, 8: 293, 9: 623, 10: 545, 11: 320, 12: 201, 13: 349, 14: 259, 15: 8, 16: 83, 17: 136, 18: 57, 19: 82, 20: 44, 21: 16, 22: 52, 23: 67, 24: 159, 25: 46, 26: 31, 27: 26, 28: 38, 29: 42, 30: 15, 31: 23, 32: 37, 33: 49, 34: 3, 35: 4, 36: 55, 37: 43, 38: 8, 39: 68, 40: 7, 41: 24, 42: 44, 43: 38, 45: 6, 46: 36, 47: 1, 48: 3, 49: 2, 50: 43, 51: 1, 52: 5, 53: 23, 54: 4, 56: 42, 57: 4
6600-7200, 260430, 365850, 16, 148, 121, 102, 43, 0, 4.921923704913166, 0: 3499, 1: 4130, 2: 3205, 3: 2138, 4: 1554, 5: 225, 6: 523, 7: 472, 8: 292, 9: 411, 10: 278, 11: 414, 12: 624, 13: 144, 14: 498, 15: 276, 16: 33, 17: 68, 18: 262, 19: 326, 20: 213, 21: 10, 22: 58, 23: 43, 24: 12, 25: 28, 26: 14, 27: 132, 28: 68, 29: 27, 30: 16, 31: 34, 32: 88, 33: 20, 34: 2, 37: 23, 38: 8, 40: 38, 42: 1, 43: 4
7200-7800, 235215, 441957, 14, 176, 135, 95, 39, 0, 10.416217447422367, 0: 1318, 1: 1177, 2: 791, 3: 362, 4: 595, 5: 1003, 6: 945, 7: 490, 8: 947, 9: 174, 10: 129, 11: 194, 12: 22, 13: 583, 14: 380, 15: 28, 16: 351, 17: 98, 18: 281, 19: 316, 20: 170, 21: 662, 22: 683, 23: 206, 24: 428, 25: 105, 26: 17, 27: 115, 28: 129, 29: 40, 30: 128, 31: 11, 32: 152, 33: 3, 34: 21, 35: 10, 36: 97, 37: 6, 38: 1, 39: 3
7800-8400, 335677, 835356, 15, 313, 257, 123, 69, 0, 12.43952236010302, 0: 3750, 1: 2290, 2: 2160, 3: 1238, 4: 1959, 5: 1010, 6: 604, 7: 675, 8: 465, 9: 420, 10: 235, 11: 410, 12: 154, 13: 305, 14: 509, 15: 49, 16: 100, 17: 95, 18: 307, 19: 51, 20: 90, 21: 594, 22: 16, 23: 104, 24: 24, 25: 101, 26: 40, 27: 40, 28: 29, 29: 112, 30: 68, 31: 56, 32: 96, 33: 36, 34: 130, 35: 66, 36: 382, 37: 268, 38: 55, 39: 13, 40: 28, 41: 11, 42: 15, 43: 53, 44: 34, 45: 27, 46: 62, 47: 2, 48: 57, 49: 1, 50: 115, 51: 49, 52: 12, 53: 83, 54: 15, 55: 106, 56: 151, 57: 178, 58: 8, 59: 280, 60: 117, 61: 3, 62: 367, 63: 216, 64: 134, 65: 29, 66: 11, 67: 12, 69: 73
