Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 91573, 93135, 4, 133, 132, 130, 2, 0, 0.03353057199211045, 0: 981, 1: 32, 2: 1
600-1200, 92053, 93274, 3, 139, 138, 134, 2, 0, 0.07152682255845942, 0: 676, 1: 50, 2: 1
1200-1800, 91925, 96289, 4, 99, 96, 94, 3, 0, 0.12679738562091503, 0: 2738, 1: 268, 2: 42, 3: 12
1800-2400, 95601, 99690, 9, 87, 84, 83, 3, 0, 0.20209447415329768, 0: 3768, 1: 534, 2: 185, 3: 1
2400-3000, 98154, 104554, 8, 79, 74, 71, 5, 0, 0.48628884826325414, 0: 4079, 1: 1199, 2: 532, 3: 173, 4: 26, 5: 8
3000-3600, 102320, 115552, 11, 80, 73, 68, 7, 0, 0.9680170575692963, 0: 5251, 1: 3012, 2: 1320, 3: 659, 4: 225, 5: 103, 6: 121, 7: 96
3600-4200, 105775, 126091, 10, 77, 70, 62, 6, 0, 0.7259307500271356, 0: 4719, 1: 3016, 2: 897, 3: 462, 4: 105, 5: 12, 6: 2
4200-4800, 109905, 127716, 13, 67, 59, 56, 10, 0, 1.0031650339110776, 0: 5836, 1: 4136, 2: 1764, 3: 929, 4: 341, 5: 150, 6: 68, 7: 40, 9: 1, 10: 5
4800-5400, 107693, 123666, 15, 72, 65, 62, 8, 0, 1.1545760908123448, 0: 5422, 1: 2289, 2: 1583, 3: 926, 4: 675, 5: 218, 6: 149, 7: 10, 8: 4
5400-6000, 116769, 147999, 15, 84, 72, 64, 13, 0, 2.169417609715705, 0: 5256, 1: 3800, 2: 2082, 3: 2718, 4: 1692, 5: 764, 6: 1010, 7: 242, 8: 347, 9: 78, 10: 63, 11: 36, 12: 16, 13: 11
6000-6600, 119045, 182599, 13, 86, 67, 56, 13, 0, 2.102548276166123, 0: 3689, 1: 2853, 2: 1305, 3: 826, 4: 653, 5: 851, 6: 247, 7: 370, 8: 264, 9: 102, 10: 88, 11: 71, 12: 12, 13: 10
6600-7200, 118811, 168547, 13, 84, 64, 58, 15, 0, 2.9657511344638166, 0: 3976, 1: 4637, 2: 3047, 3: 1497, 4: 2251, 5: 1720, 6: 1781, 7: 923, 8: 173, 9: 178, 10: 84, 11: 203, 12: 55, 13: 362, 14: 30, 15: 18
7200-7800, 162863, 199392, 12, 83, 71, 68, 26, 0, 4.699147381242387, 0: 1746, 1: 1625, 2: 1569, 3: 939, 4: 575, 5: 654, 6: 677, 7: 355, 8: 245, 9: 160, 10: 117, 11: 384, 12: 30, 13: 5, 14: 8, 15: 26, 16: 11, 17: 56, 22: 2, 23: 337, 24: 324, 25: 3, 26: 4
7800-8400, 142493, 230057, 17, 102, 85, 63, 20, 0, 3.6256987193094177, 0: 1901, 1: 2436, 2: 2369, 3: 1977, 4: 1112, 5: 874, 6: 547, 7: 672, 8: 823, 9: 561, 10: 525, 11: 144, 12: 51, 13: 39, 14: 4, 15: 10, 16: 6, 17: 37, 18: 40, 19: 4, 20: 1
