Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90707, 90707, 1, 154, None, 153, 1, 0, 0.014035087719298246, 0: 281, 1: 4
600-1200, 91225, 91819, 2, 115, 114, 113, 1, 0, 0.003745318352059925, 0: 266, 1: 1
1200-1800, 96307, 101452, 6, 85, 82, 80, 3, 0, 0.05349344978165939, 0: 7830, 1: 388, 2: 25, 3: 1
1800-2400, 96768, 105661, 8, 65, 60, 56, 3, 0, 0.23772418596552325, 0: 18213, 1: 4075, 2: 666, 3: 18
2400-3000, 103936, 115415, 12, 59, 53, 51, 5, 0, 0.6226667516085876, 0: 18760, 1: 7566, 2: 3697, 3: 904, 4: 459, 5: 8
3000-3600, 106477, 131167, 16, 60, 50, 47, 6, 0, 1.0556317044100119, 0: 14919, 1: 9645, 2: 4091, 3: 2694, 4: 1607, 5: 534, 6: 70
3600-4200, 116407, 162168, 17, 59, 45, 44, 10, 0, 1.2602920551109644, 0: 17564, 1: 7422, 2: 4439, 3: 2759, 4: 1468, 5: 1648, 6: 526, 7: 334, 8: 189, 9: 7, 10: 7
4200-4800, 123744, 181662, 21, 69, 59, 47, 10, 0, 1.3077082948457417, 0: 19147, 1: 11238, 2: 5130, 3: 2882, 4: 1362, 5: 1729, 6: 971, 7: 212, 8: 620, 9: 8, 10: 5
4800-5400, 135357, 213638, 21, 69, 57, 43, 12, 0, 2.3692611573777493, 0: 14529, 1: 7254, 2: 3895, 3: 2060, 4: 998, 5: 2223, 6: 1425, 7: 542, 8: 1630, 9: 2266, 10: 412, 11: 227, 12: 3
5400-6000, 169548, 273663, 20, 84, 57, 52, 17, 0, 2.1005594405594405, 0: 18158, 1: 7405, 2: 2704, 3: 5408, 4: 2634, 5: 1574, 6: 611, 7: 854, 8: 1226, 9: 1071, 10: 617, 11: 358, 12: 199, 13: 62, 14: 13, 15: 3, 17: 3
6000-6600, 153183, 295978, 26, 81, 65, 41, 17, 0, 1.7450401461404477, 0: 17670, 1: 12360, 2: 6279, 3: 2942, 4: 2867, 5: 1288, 6: 647, 7: 722, 8: 688, 9: 1054, 10: 133, 11: 190, 12: 93, 13: 62, 14: 23, 15: 52, 16: 5, 17: 3
6600-7200, 165691, 337778, 19, 96, 75, 49, 29, 0, 4.117050930227533, 0: 14237, 1: 6435, 2: 6261, 3: 2070, 4: 3599, 5: 689, 6: 966, 7: 1234, 8: 2054, 9: 845, 10: 754, 11: 1851, 12: 963, 13: 1091, 14: 997, 15: 473, 16: 171, 17: 83, 18: 274, 19: 644, 20: 308, 21: 8, 22: 24, 23: 22, 24: 46, 25: 109, 26: 66, 27: 2, 28: 2, 29: 1
7200-7800, 220208, 339903, 30, 82, 60, 53, 31, 0, 4.092076096752978, 0: 14019, 1: 5480, 2: 3053, 3: 3650, 4: 2134, 5: 1508, 6: 511, 7: 1324, 8: 476, 9: 1552, 10: 1251, 11: 975, 12: 62, 13: 2630, 14: 371, 15: 408, 16: 624, 17: 209, 18: 315, 19: 202, 20: 20, 21: 160, 22: 48, 23: 31, 24: 1, 26: 4, 31: 35
7800-8400, 316474, 508480, 27, 126, 95, 79, 28, 0, 5.095172983153169, 0: 13590, 1: 5486, 2: 2622, 3: 1755, 4: 2130, 5: 481, 6: 1006, 7: 441, 8: 319, 9: 623, 10: 776, 11: 726, 12: 1053, 13: 1564, 14: 1218, 15: 895, 16: 1193, 17: 839, 18: 546, 19: 646, 20: 212, 21: 424, 22: 15, 24: 72, 26: 39, 27: 88, 28: 2
