Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90782, 91466, 3, 165, 164, 163, 1, 0, 0.061946902654867256, 0: 106, 1: 7
600-1200, 91320, 91871, 3, 121, 120, 119, 2, 0, 0.05101214574898785, 0: 1173, 1: 61, 2: 1
1200-1800, 94407, 97478, 5, 81, 78, 76, 2, 0, 0.0906536346976176, 0: 7479, 1: 670, 2: 36
1800-2400, 96027, 102643, 8, 65, 60, 59, 4, 0, 0.42117735096033926, 0: 10602, 1: 4238, 2: 1095, 3: 78, 4: 23
2400-3000, 102723, 122906, 9, 66, 61, 55, 7, 0, 0.8577438521923928, 0: 11178, 1: 6603, 2: 3320, 3: 1418, 4: 418, 5: 113, 6: 6, 7: 1
3000-3600, 106931, 131531, 12, 67, 60, 55, 7, 0, 1.0910737685963154, 0: 12430, 1: 5725, 2: 3252, 3: 2945, 4: 887, 5: 575, 6: 102, 7: 30
3600-4200, 114002, 150303, 15, 64, 52, 48, 10, 0, 1.2834090759401964, 0: 13596, 1: 8073, 2: 2717, 3: 2532, 4: 1472, 5: 789, 6: 521, 7: 454, 8: 179, 9: 30, 10: 3
4200-4800, 127919, 158182, 14, 65, 54, 52, 12, 0, 1.429802916199327, 0: 12327, 1: 9639, 2: 3078, 3: 2013, 4: 1493, 5: 947, 6: 545, 7: 724, 8: 237, 9: 184, 10: 13, 11: 4, 12: 1
4800-5400, 146536, 251500, 16, 94, 64, 54, 21, 0, 2.255244448345475, 0: 15898, 1: 5465, 2: 3149, 3: 1786, 4: 1090, 5: 1430, 6: 928, 7: 965, 8: 787, 9: 593, 10: 786, 11: 279, 12: 223, 13: 605, 14: 13, 15: 106, 16: 60, 17: 1, 18: 13, 21: 2
5400-6000, 164615, 286236, 23, 98, 59, 55, 30, 0, 3.6261018773972142, 0: 12257, 1: 4039, 2: 3191, 3: 1455, 4: 685, 5: 706, 6: 638, 7: 1106, 8: 465, 9: 1036, 10: 717, 11: 780, 12: 276, 13: 214, 14: 439, 15: 178, 16: 264, 17: 156, 18: 188, 19: 103, 20: 164, 21: 125, 22: 97, 23: 51, 24: 135, 25: 67, 26: 110, 27: 8, 28: 65, 29: 5, 30: 2
6000-6600, 159341, 326713, 22, 104, 72, 52, 27, 0, 3.888083044982699, 0: 10716, 1: 7872, 2: 2559, 3: 3123, 4: 1728, 5: 1017, 6: 516, 7: 748, 8: 1369, 9: 774, 10: 1053, 11: 1023, 12: 671, 13: 883, 14: 222, 15: 199, 16: 228, 17: 266, 18: 172, 19: 114, 20: 346, 21: 100, 22: 116, 23: 138, 24: 56, 25: 98, 26: 14, 27: 4
6600-7200, 198439, 284106, 24, 88, 64, 61, 29, 0, 3.7414116603554737, 0: 11639, 1: 4390, 2: 2435, 3: 2001, 4: 1172, 5: 913, 6: 598, 7: 262, 8: 873, 9: 202, 10: 645, 11: 696, 12: 271, 13: 892, 14: 168, 15: 374, 16: 622, 17: 158, 18: 62, 19: 42, 20: 430, 21: 38, 22: 126, 23: 185, 24: 46, 25: 8, 26: 29, 27: 31, 28: 1, 29: 4
7200-7800, 231087, 362197, 23, 105, 72, 67, 52, 0, 7.500621511062897, 0: 13789, 1: 6251, 2: 4521, 3: 3010, 4: 2135, 5: 482, 6: 513, 7: 246, 8: 1027, 9: 78, 10: 939, 11: 518, 12: 188, 13: 1202, 14: 52, 15: 84, 16: 1010, 17: 207, 18: 5, 19: 467, 20: 149, 21: 465, 22: 247, 23: 259, 24: 867, 25: 327, 26: 810, 27: 736, 28: 504, 29: 208, 30: 434, 31: 300, 32: 231, 33: 251, 34: 114, 35: 49, 36: 419, 37: 73, 38: 417, 39: 28, 40: 6, 41: 475, 42: 17, 43: 15, 44: 12, 45: 23, 46: 7, 47: 52, 48: 2, 49: 20, 50: 1, 51: 4, 52: 1
7800-8400, 210005, 681176, 27, 192, 159, 61, 31, 0, 3.2900105018616936, 0: 10876, 1: 7246, 2: 3800, 3: 1326, 4: 1628, 5: 345, 6: 568, 7: 511, 8: 739, 9: 218, 10: 183, 11: 823, 12: 325, 13: 100, 14: 749, 15: 1023, 16: 24, 17: 121, 18: 58, 19: 283, 20: 70, 21: 245, 22: 10, 23: 6, 24: 96, 25: 1, 26: 3, 27: 2, 28: 4, 30: 30, 31: 10
