Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 91638, 92747, 5, 116, 113, 112, 3, 0, 0.2208092485549133, 0: 1369, 1: 341, 2: 19, 3: 1
600-1200, 91213, 93214, 5, 122, 118, 117, 2, 0, 0.08114961961115807, 0: 2196, 1: 148, 2: 22
1200-1800, 96366, 106938, 8, 89, 82, 80, 4, 0, 0.28176519567027475, 0: 4721, 1: 962, 2: 253, 3: 52, 4: 17
1800-2400, 101665, 110003, 11, 80, 74, 73, 6, 0, 0.746761468783481, 0: 5600, 1: 2744, 2: 1210, 3: 416, 4: 233, 5: 61, 6: 3
2400-3000, 103818, 125599, 12, 67, 59, 54, 9, 0, 1.0937659683188554, 0: 5283, 1: 3541, 2: 1171, 3: 665, 4: 621, 5: 343, 6: 76, 7: 31, 8: 6, 9: 5
3000-3600, 118978, 142402, 12, 73, 66, 59, 15, 0, 2.001439263097294, 0: 4910, 1: 4769, 2: 2185, 3: 1522, 4: 1682, 5: 973, 6: 637, 7: 375, 8: 147, 9: 53, 10: 31, 11: 23, 12: 33, 13: 18, 14: 6, 15: 6
3600-4200, 121596, 180388, 16, 93, 80, 64, 20, 0, 2.465430613544689, 0: 4818, 1: 3316, 2: 1017, 3: 1032, 4: 1368, 5: 345, 6: 421, 7: 412, 8: 715, 9: 107, 10: 134, 11: 107, 12: 65, 13: 180, 14: 9, 15: 58, 16: 11, 17: 4, 18: 7, 20: 5
4200-4800, 150175, 236617, 13, 113, 92, 76, 27, 0, 4.668201163901676, 0: 3296, 1: 5330, 2: 2223, 3: 2577, 4: 2070, 5: 693, 6: 508, 7: 644, 8: 672, 9: 759, 10: 738, 11: 505, 12: 1037, 13: 174, 14: 725, 15: 294, 16: 39, 17: 130, 18: 36, 19: 12, 20: 120, 21: 106, 22: 10, 23: 251, 24: 7, 25: 55, 26: 3, 27: 12
4800-5400, 183707, 300264, 19, 130, 106, 81, 26, 0, 4.7499088589135985, 0: 3338, 1: 2768, 2: 1189, 3: 3127, 4: 1049, 5: 580, 6: 149, 7: 227, 8: 406, 9: 638, 10: 198, 11: 132, 12: 573, 13: 392, 14: 314, 15: 282, 16: 131, 17: 112, 18: 331, 19: 35, 20: 243, 21: 25, 22: 110, 23: 11, 24: 85, 25: 11, 26: 2
5400-6000, 163249, 298250, 17, 125, 76, 67, 32, 0, 4.924246430460074, 0: 5001, 1: 4432, 2: 2847, 3: 1375, 4: 1427, 5: 977, 6: 887, 7: 261, 8: 302, 9: 284, 10: 1245, 11: 245, 12: 194, 13: 550, 14: 878, 15: 154, 16: 23, 17: 89, 18: 107, 19: 380, 20: 210, 21: 78, 22: 100, 23: 77, 24: 9, 25: 385, 26: 43, 27: 52, 28: 6, 29: 52, 30: 7, 31: 14, 32: 1
6000-6600, 160822, 229450, 17, 99, 69, 67, 46, 0, 7.74976167778837, 0: 3695, 1: 1242, 2: 471, 3: 826, 4: 183, 5: 290, 6: 172, 7: 103, 8: 808, 9: 687, 10: 713, 11: 348, 12: 342, 13: 305, 14: 104, 15: 132, 16: 54, 17: 69, 18: 160, 19: 107, 20: 243, 21: 21, 22: 138, 23: 177, 24: 138, 25: 188, 26: 232, 27: 29, 28: 40, 29: 97, 30: 92, 31: 93, 32: 126, 33: 7, 34: 1, 35: 11, 36: 98, 37: 8, 38: 6, 39: 6, 40: 4, 41: 1, 42: 2, 43: 10, 44: 3, 45: 5, 46: 1
6600-7200, 223896, 363894, 19, 137, 93, 88, 32, 0, 5.119827677906605, 0: 6055, 1: 2932, 2: 1212, 3: 1486, 4: 964, 5: 382, 6: 714, 7: 283, 8: 699, 9: 430, 10: 171, 11: 406, 12: 153, 13: 97, 14: 298, 15: 29, 16: 95, 17: 560, 18: 238, 19: 165, 20: 618, 21: 36, 22: 55, 23: 51, 24: 214, 25: 96, 26: 293, 27: 39, 28: 11, 29: 9, 30: 1, 31: 8, 32: 2
7200-7800, 252736, 402844, 19, 142, 98, 94, 78, 0, 7.79097198593626, 0: 1102, 1: 2949, 2: 3307, 3: 347, 4: 806, 5: 1473, 6: 820, 7: 1392, 8: 909, 9: 231, 10: 562, 11: 252, 12: 229, 13: 154, 14: 23, 15: 106, 16: 565, 17: 180, 18: 106, 19: 500, 20: 19, 21: 87, 22: 417, 23: 66, 24: 30, 25: 6, 26: 28, 27: 8, 28: 26, 29: 78, 30: 227, 31: 7, 32: 13, 33: 59, 34: 7, 36: 7, 37: 86, 38: 8, 39: 5, 40: 74, 41: 2, 42: 103, 43: 11, 44: 1, 45: 83, 46: 2, 47: 2, 48: 7, 49: 3, 50: 2, 51: 1, 53: 1, 64: 24, 66: 35, 67: 7, 68: 10, 69: 45, 70: 3, 72: 6, 73: 5, 74: 5, 75: 1, 76: 2, 77: 1, 78: 1
7800-8400, 346958, 655247, 17, 239, 150, 125, 63, 0, 9.334996338337605, 0: 2740, 1: 1145, 2: 3866, 3: 1502, 4: 937, 5: 1028, 6: 2085, 7: 846, 8: 190, 9: 164, 10: 129, 11: 629, 12: 697, 13: 226, 14: 482, 15: 76, 16: 622, 17: 695, 18: 139, 19: 179, 20: 49, 21: 245, 22: 59, 23: 46, 24: 63, 25: 628, 26: 844, 27: 12, 28: 42, 29: 381, 30: 54, 31: 91, 32: 20, 33: 199, 34: 6, 35: 9, 36: 157, 37: 12, 38: 58, 39: 9, 40: 13, 41: 4, 42: 67, 43: 2, 44: 13, 45: 48, 46: 3, 47: 10, 48: 36, 49: 83, 50: 4, 51: 1, 53: 39, 54: 5, 55: 130, 56: 6, 57: 1, 58: 1, 59: 9, 60: 1, 61: 4, 62: 5, 63: 2
