Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 91348, 93688, 3, 121, 119, 117, 2, 0, 0.1219946571682992, 0: 997, 1: 115, 2: 11
600-1200, 91646, 92616, 2, 116, 114, 113, 3, 0, 0.12463556851311954, 0: 1241, 1: 95, 2: 32, 3: 4
1200-1800, 94001, 109494, 7, 90, 85, 78, 3, 0, 0.2194752774974773, 0: 4748, 1: 1101, 2: 87, 3: 10
1800-2400, 102134, 108673, 8, 74, 70, 67, 8, 0, 0.9180256577516851, 0: 4525, 1: 2670, 2: 881, 3: 716, 4: 235, 5: 132, 6: 15, 7: 18, 8: 6
2400-3000, 107028, 123674, 9, 76, 67, 65, 9, 0, 1.1688055281342546, 0: 6444, 1: 4117, 2: 2102, 3: 1476, 4: 523, 5: 407, 6: 48, 7: 29, 8: 48, 9: 1
3000-3600, 114022, 140691, 11, 79, 66, 61, 13, 0, 2.12, 0: 4588, 1: 2035, 2: 1624, 3: 1101, 4: 1106, 5: 762, 6: 382, 7: 368, 8: 236, 9: 165, 10: 68, 11: 33, 12: 20, 13: 12
3600-4200, 127986, 162333, 15, 75, 63, 59, 15, 0, 2.328979382763478, 0: 4955, 1: 3153, 2: 2095, 3: 1472, 4: 855, 5: 645, 6: 1108, 7: 511, 8: 324, 9: 216, 10: 118, 11: 37, 12: 91, 13: 11, 14: 18, 15: 9
4200-4800, 159840, 232372, 13, 106, 87, 75, 15, 0, 2.69582781918228, 0: 2724, 1: 2203, 2: 2575, 3: 1403, 4: 3567, 5: 734, 6: 369, 7: 293, 8: 120, 9: 81, 10: 103, 11: 51, 12: 92, 13: 34, 14: 7, 15: 1
4800-5400, 141631, 187898, 15, 92, 74, 69, 34, 0, 6.312154418417613, 0: 1823, 1: 732, 2: 1119, 3: 1973, 4: 443, 5: 587, 6: 302, 7: 134, 8: 273, 9: 81, 10: 135, 11: 288, 12: 181, 13: 158, 14: 138, 15: 203, 16: 27, 17: 245, 18: 221, 19: 18, 20: 321, 21: 15, 22: 28, 23: 25, 24: 104, 25: 1, 26: 104, 27: 42, 28: 81, 29: 30, 30: 103, 31: 9, 32: 2, 34: 1
5400-6000, 175575, 288334, 12, 112, 90, 65, 39, 0, 5.823707738156408, 0: 3184, 1: 1956, 2: 2469, 3: 1625, 4: 2040, 5: 584, 6: 1779, 7: 717, 8: 615, 9: 919, 10: 627, 11: 160, 12: 125, 13: 490, 14: 504, 15: 45, 16: 163, 17: 92, 18: 103, 19: 144, 20: 256, 21: 115, 22: 15, 23: 51, 24: 118, 25: 61, 26: 103, 27: 4, 28: 72, 31: 100, 32: 20, 33: 94, 34: 2, 35: 30, 38: 62, 39: 18
6000-6600, 206200, 344873, 15, 134, 100, 80, 52, 0, 6.922273781902552, 0: 4834, 1: 2393, 2: 1534, 3: 526, 4: 332, 5: 328, 6: 598, 7: 211, 8: 218, 9: 196, 10: 516, 11: 229, 12: 117, 13: 349, 14: 242, 15: 60, 16: 144, 17: 347, 18: 395, 19: 192, 20: 133, 21: 252, 22: 105, 23: 66, 24: 16, 25: 121, 26: 100, 27: 41, 28: 35, 29: 120, 30: 236, 31: 50, 32: 7, 33: 7, 34: 10, 35: 67, 36: 19, 37: 46, 38: 2, 39: 65, 41: 2, 42: 3, 43: 3, 44: 113, 45: 9, 46: 6, 47: 6, 48: 99, 49: 4, 50: 1, 51: 8, 52: 3
6600-7200, 249109, 762210, 18, 281, 209, 92, 41, 0, 10.516833689899785, 0: 1983, 1: 1209, 2: 2274, 3: 986, 4: 948, 5: 563, 6: 522, 7: 293, 8: 61, 9: 1180, 10: 638, 11: 174, 12: 358, 13: 1683, 14: 74, 15: 42, 16: 335, 17: 44, 18: 333, 19: 396, 20: 131, 21: 146, 22: 212, 23: 294, 24: 756, 25: 555, 26: 64, 27: 165, 28: 19, 29: 208, 30: 14, 31: 186, 32: 37, 33: 254, 34: 392, 35: 7, 36: 166, 37: 15, 38: 15, 39: 18, 40: 8, 41: 4
7200-7800, 288188, 543748, 18, 186, 106, 100, 85, 0, 16.30495401957876, 0: 2727, 1: 2198, 2: 2984, 3: 1129, 4: 819, 5: 818, 6: 140, 7: 583, 8: 628, 9: 1033, 10: 970, 11: 233, 12: 27, 13: 88, 14: 60, 15: 25, 16: 45, 17: 17, 18: 2, 19: 9, 20: 7, 21: 47, 22: 77, 23: 173, 24: 119, 25: 66, 26: 185, 27: 4, 28: 96, 29: 268, 30: 53, 31: 35, 32: 16, 33: 77, 34: 285, 35: 189, 36: 30, 37: 147, 38: 152, 39: 212, 40: 55, 41: 37, 42: 49, 43: 56, 44: 340, 45: 399, 46: 14, 47: 39, 48: 23, 49: 13, 50: 175, 51: 173, 52: 14, 53: 10, 54: 1, 55: 182, 56: 188, 57: 4, 58: 8, 59: 58, 60: 13, 61: 4, 62: 7, 63: 69, 64: 64, 65: 3, 66: 116, 67: 93, 68: 68, 69: 49, 70: 27, 71: 251, 72: 12, 73: 51, 74: 198, 75: 117, 76: 71, 77: 41, 78: 74, 79: 80, 80: 23, 81: 4, 82: 158, 83: 10, 85: 12
7800-8400, 277023, 576364, 19, 201, 163, 100, 74, 0, 18.675822784810126, 0: 1705, 1: 1475, 2: 2199, 3: 556, 4: 747, 5: 226, 6: 863, 7: 408, 8: 290, 9: 159, 10: 584, 11: 1314, 12: 179, 13: 396, 14: 893, 15: 1433, 16: 1186, 17: 713, 18: 144, 19: 82, 20: 475, 21: 90, 22: 199, 23: 26, 24: 249, 25: 192, 26: 582, 27: 42, 28: 87, 29: 69, 30: 238, 31: 533, 32: 78, 33: 183, 34: 357, 35: 476, 36: 326, 37: 207, 38: 40, 39: 216, 40: 26, 41: 153, 42: 61, 43: 6, 44: 354, 45: 107, 46: 386, 47: 44, 48: 72, 49: 40, 50: 76, 51: 16, 52: 322, 53: 348, 54: 420, 55: 13, 56: 43, 57: 179, 58: 124, 59: 6, 60: 13, 61: 21, 62: 21, 63: 129, 64: 225, 65: 24, 66: 12, 67: 5, 68: 14, 69: 175, 70: 10, 71: 22, 72: 4, 73: 3, 74: 9
