Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 92077, 94477, 5, 116, 114, 112, 3, 0, 0.466704610130905, 0: 1276, 1: 148, 2: 327, 3: 6
600-1200, 91522, 93186, 5, 124, 121, 120, 3, 0, 0.09359605911330049, 0: 1498, 1: 102, 2: 22, 3: 2
1200-1800, 93783, 97988, 4, 90, 87, 83, 3, 0, 0.5641416063951276, 0: 1548, 1: 678, 2: 399, 3: 2
1800-2400, 96283, 104646, 12, 84, 79, 76, 4, 0, 0.24912607783733395, 0: 3440, 1: 681, 2: 135, 3: 22, 4: 13
2400-3000, 107735, 119083, 10, 78, 72, 69, 5, 0, 0.4234628248006174, 0: 2748, 1: 799, 2: 221, 3: 79, 4: 32, 5: 8
3000-3600, 109382, 126955, 11, 73, 64, 63, 9, 0, 0.6985016286644952, 0: 4774, 1: 1548, 2: 584, 3: 571, 4: 121, 5: 52, 6: 6, 7: 6, 8: 7, 9: 6
3600-4200, 105749, 137745, 8, 81, 66, 64, 9, 0, 0.8814835278679467, 0: 7020, 1: 4176, 2: 2417, 3: 320, 4: 161, 5: 224, 6: 125, 7: 21, 8: 3, 9: 12
4200-4800, 133832, 148892, 13, 82, 76, 74, 10, 0, 1.1997343201442263, 0: 4101, 1: 3393, 2: 1335, 3: 957, 4: 359, 5: 221, 6: 110, 7: 9, 8: 43, 9: 8, 10: 3
4800-5400, 114978, 200015, 14, 104, 90, 63, 15, 0, 1.696902950206915, 0: 5550, 1: 3620, 2: 1854, 3: 1520, 4: 559, 5: 789, 6: 541, 7: 419, 8: 76, 9: 32, 10: 1, 11: 4, 12: 5, 13: 5, 14: 5, 15: 2
5400-6000, 126635, 180851, 14, 76, 64, 52, 17, 0, 1.8298839655289407, 0: 4954, 1: 3312, 2: 2629, 3: 763, 4: 1514, 5: 329, 6: 777, 7: 292, 8: 68, 9: 16, 10: 21, 11: 32, 12: 1, 13: 3, 14: 13, 15: 1, 16: 1, 17: 11
6000-6600, 138005, 227087, 14, 96, 72, 61, 14, 0, 2.075292470752925, 0: 3339, 1: 1734, 2: 1741, 3: 1195, 4: 485, 5: 401, 6: 368, 7: 368, 8: 175, 9: 153, 10: 22, 11: 16, 12: 2, 14: 2
6600-7200, 177232, 260742, 17, 113, 92, 78, 17, 0, 3.1834332833583208, 0: 2399, 1: 1716, 2: 2840, 3: 1777, 4: 902, 5: 1104, 6: 1012, 7: 482, 8: 300, 9: 197, 10: 141, 11: 280, 12: 94, 13: 29, 14: 42, 15: 4, 16: 7, 17: 14
7200-7800, 145975, 210907, 15, 88, 64, 60, 18, 0, 3.164773720076883, 0: 1940, 1: 2357, 2: 2316, 3: 1383, 4: 642, 5: 294, 6: 642, 7: 735, 8: 108, 9: 57, 10: 701, 11: 49, 12: 66, 13: 34, 14: 62, 16: 27, 17: 3, 18: 30
7800-8400, 197433, 290479, 18, 111, 79, 76, 25, 0, 6.122834193918531, 0: 2756, 1: 1788, 2: 1041, 3: 2030, 4: 699, 5: 1679, 6: 1028, 7: 760, 8: 682, 9: 217, 10: 550, 11: 778, 12: 480, 13: 111, 14: 481, 15: 1404, 16: 131, 17: 37, 18: 363, 19: 19, 20: 366, 21: 9, 22: 6, 23: 8, 24: 2, 25: 5
