Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90602.66666666667, 90909.83333333333, 1.5, 158.66666666666669, 52.66666666666667, 157.0, 1.0, 0.0, 0.04136649877265925
600-1200, 91608.66666666666, 92620.83333333334, 3.3333333333333335, 123.0, 122.0, 120.5, 1.0, 0.0, 0.06101484020212594
1200-1800, 101524.66666666667, 116667.16666666666, 5.833333333333333, 96.33333333333333, 93.83333333333333, 83.33333333333333, 11.833333333333332, 0.0, 1.306206046454304
1800-2400, 108816.33333333333, 123926.33333333334, 9.666666666666666, 78.5, 74.16666666666667, 67.5, 10.333333333333332, 0.0, 0.8031416201741416
2400-3000, 112431.16666666666, 145116.0, 10.166666666666668, 75.83333333333334, 68.83333333333334, 58.16666666666667, 15.5, 0.0, 1.7514195849736267
3000-3600, 115475.33333333333, 153627.5, 14.166666666666666, 71.83333333333334, 62.666666666666664, 52.5, 16.333333333333332, 0.0, 1.731678731095691
3600-4200, 125964.83333333333, 162320.66666666666, 15.833333333333334, 67.0, 57.5, 50.5, 14.166666666666666, 0.0, 1.5691808579978277
4200-4800, 142275.0, 204666.5, 16.5, 77.83333333333333, 65.0, 54.33333333333333, 22.0, 0.0, 3.07966253640242
4800-5400, 174297.0, 236969.8333333333, 19.5, 81.0, 63.666666666666664, 57.833333333333336, 25.833333333333332, 0.0, 3.5782186742968203
5400-6000, 200952.0, 332646.0, 20.833333333333332, 106.16666666666667, 84.5, 63.49999999999999, 40.16666666666667, 0.0, 8.162760891839701
6000-6600, 219379.8333333333, 373391.8333333334, 24.166666666666668, 117.0, 94.0, 68.33333333333333, 48.0, 0.0, 10.367303120762438
6600-7200, 217676.66666666666, 446647.8333333333, 23.166666666666668, 125.5, 96.83333333333333, 60.66666666666667, 61.666666666666664, 0.0, 14.518289516695722
7200-7800, 248906.33333333334, 534761.0, 27.833333333333336, 140.16666666666666, 107.66666666666666, 67.33333333333333, 70.66666666666666, 0.0, 17.19235982227642
7800-8400, 321846.0, 669587.0, 28.666666666666668, 169.16666666666666, 130.0, 82.16666666666666, 84.0, 0.0, 21.16951540396782
