Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90697.85714285714, 91437.14285714286, 2.428571428571429, 164.71428571428572, 116.57142857142857, 162.42857142857142, 1.4285714285714286, 0.0, 0.07739677100343112
600-1200, 93621.14285714286, 94794.85714285714, 2.857142857142857, 132.85714285714286, 131.85714285714286, 130.0, 3.571428571428571, 0.0, 0.21840034818016651
1200-1800, 97169.57142857142, 104383.28571428572, 7.0, 92.42857142857143, 89.57142857142858, 85.71428571428571, 5.000000000000001, 0.0, 0.30927419823814495
1800-2400, 111371.85714285714, 120213.57142857143, 8.714285714285715, 83.14285714285714, 79.14285714285714, 75.0, 8.571428571428571, 0.0, 0.6766412259754819
2400-3000, 119295.00000000001, 141983.85714285713, 10.000000000000002, 85.0, 77.57142857142857, 70.28571428571428, 14.142857142857142, 0.0, 1.5074179952247735
3000-3600, 139500.2857142857, 162961.14285714284, 10.285714285714285, 84.28571428571429, 76.57142857142858, 70.85714285714286, 19.0, 0.0, 2.0424140776501596
3600-4200, 143862.14285714287, 194729.42857142855, 13.0, 92.71428571428572, 81.28571428571429, 67.71428571428571, 26.571428571428573, 0.0, 3.6470308571696375
4200-4800, 150989.14285714284, 223367.0, 14.0, 97.14285714285714, 81.57142857142857, 64.57142857142857, 30.571428571428573, 0.0, 4.479332284296524
4800-5400, 169269.2857142857, 261084.85714285716, 16.714285714285715, 106.0, 80.71428571428571, 68.0, 34.57142857142857, 0.0, 5.424065462157426
5400-6000, 208809.57142857145, 312858.0, 19.142857142857142, 118.28571428571428, 97.71428571428571, 80.14285714285714, 35.85714285714286, 0.0, 5.415961895329774
6000-6600, 234879.71428571426, 365683.28571428574, 17.57142857142857, 131.42857142857144, 99.14285714285714, 83.85714285714285, 44.0, 0.0, 8.318873145858792
6600-7200, 241586.57142857142, 416557.8571428571, 20.0, 138.99999999999997, 110.42857142857142, 83.42857142857143, 53.714285714285715, 0.0, 10.3762145884158
7200-7800, 312161.1428571429, 537172.5714285715, 20.571428571428573, 178.85714285714286, 135.71428571428572, 107.14285714285715, 67.85714285714285, 0.0, 12.805569609125262
7800-8400, 327878.5714285714, 583010.5714285715, 21.28571428571429, 181.14285714285714, 135.42857142857144, 102.14285714285714, 76.14285714285714, 0.0, 14.417458028933487
