Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90411.5, 90918.33333333333, 1.8333333333333333, 197.5, 67.16666666666666, 195.83333333333331, 2.0, 0.0, 0.26804857089448053
600-1200, 92045.66666666667, 93174.66666666666, 2.8333333333333335, 159.16666666666666, 132.0, 156.0, 2.5, 0.0, 0.29811760459701586
1200-1800, 97897.66666666667, 103935.0, 5.666666666666666, 125.33333333333334, 122.5, 116.33333333333334, 7.833333333333334, 0.0, 0.56293211029407
1800-2400, 107174.0, 120117.33333333333, 9.0, 120.5, 115.0, 105.83333333333334, 13.833333333333334, 0.0, 0.94089501589849
2400-3000, 112235.33333333333, 135033.3333333333, 9.333333333333334, 115.5, 107.16666666666667, 95.33333333333333, 17.166666666666668, 0.0, 1.4628722706129946
3000-3600, 128835.16666666667, 157053.33333333334, 12.333333333333332, 122.0, 106.33333333333334, 100.5, 19.0, 0.0, 1.7418278131929747
3600-4200, 149778.0, 200387.83333333334, 11.666666666666668, 140.33333333333331, 121.66666666666667, 104.16666666666667, 35.166666666666664, 0.0, 5.351102405944618
4200-4800, 172132.3333333333, 260464.0, 13.333333333333334, 174.16666666666669, 151.0, 112.83333333333333, 61.333333333333336, 0.0, 9.41629165336287
4800-5400, 195953.16666666666, 272111.0, 14.333333333333332, 175.5, 150.33333333333334, 127.16666666666666, 43.83333333333333, 0.0, 7.098227249227855
5400-6000, 205757.3333333333, 286304.8333333333, 15.166666666666668, 177.66666666666666, 142.66666666666669, 127.33333333333333, 45.66666666666667, 0.0, 5.800310234395836
6000-6600, 263478.6666666667, 405514.1666666667, 16.166666666666668, 236.66666666666669, 191.83333333333334, 150.66666666666666, 81.5, 0.0, 14.451061353190363
6600-7200, 335480.1666666667, 576877.0, 15.666666666666666, 312.5, 253.33333333333331, 185.5, 127.83333333333334, 0.0, 25.647666607800602
7200-7800, 368755.8333333334, 572346.8333333334, 17.166666666666668, 299.6666666666667, 242.0, 194.83333333333331, 100.16666666666666, 0.0, 19.561797099634305
7800-8400, 407285.1666666667, 636899.6666666667, 17.0, 332.66666666666663, 270.83333333333337, 213.5, 116.33333333333333, 0.0, 21.54250364312787
