Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90719.66666666666, 91129.33333333334, 3.166666666666667, 171.83333333333334, 84.33333333333334, 170.0, 1.1666666666666665, 0.0, 0.12105509800202906
600-1200, 91706.0, 92866.16666666667, 4.666666666666666, 142.5, 141.16666666666666, 139.83333333333331, 1.5, 0.0, 0.15909477547683748
1200-1800, 95258.33333333333, 99436.16666666667, 6.833333333333333, 99.33333333333333, 96.5, 93.83333333333333, 3.166666666666667, 0.0, 0.2479072856884147
1800-2400, 103055.16666666667, 116865.0, 8.5, 90.83333333333333, 85.33333333333334, 79.66666666666666, 9.666666666666668, 0.0, 0.6962321685240012
2400-3000, 107751.0, 129304.66666666667, 13.333333333333334, 84.0, 75.0, 69.5, 13.333333333333332, 0.0, 1.153678914121155
3000-3600, 124653.5, 151549.66666666666, 15.833333333333334, 88.0, 78.66666666666667, 71.16666666666667, 17.0, 0.0, 1.923009287843879
3600-4200, 129225.5, 184874.83333333334, 18.333333333333332, 95.83333333333334, 80.33333333333334, 66.33333333333334, 27.0, 0.0, 3.7809724684867003
4200-4800, 149229.33333333334, 238726.1666666667, 19.5, 112.5, 95.83333333333334, 69.66666666666667, 43.5, 0.0, 8.116007206305596
4800-5400, 155911.6666666667, 316109.1666666666, 21.833333333333332, 135.16666666666666, 112.16666666666667, 66.66666666666666, 67.16666666666667, 0.0, 15.831528945228333
5400-6000, 174477.66666666666, 282756.1666666667, 27.333333333333332, 118.5, 90.66666666666667, 73.5, 41.833333333333336, 0.0, 7.0277650491916965
6000-6600, 199058.5, 330099.6666666666, 26.0, 126.83333333333333, 93.83333333333333, 74.66666666666667, 48.166666666666664, 0.0, 9.226078423271172
6600-7200, 239056.66666666666, 385278.8333333333, 28.166666666666668, 141.5, 104.33333333333333, 87.5, 55.16666666666667, 0.0, 9.272562158604426
7200-7800, 264941.5, 467700.3333333334, 28.666666666666668, 160.16666666666666, 116.83333333333333, 92.83333333333334, 66.16666666666667, 0.0, 12.559403404684026
7800-8400, 312948.5, 696945.1666666666, 30.0, 228.83333333333334, 188.83333333333334, 101.83333333333333, 127.0, 0.0, 34.93794264860625
