Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90540.0, 91055.33333333333, 1.5, 159.0, 52.5, 157.16666666666666, 1.0, 0.0, 0.04356910128047928
600-1200, 92289.16666666667, 93281.33333333334, 2.5, 121.83333333333334, 120.83333333333334, 119.33333333333333, 1.0, 0.0, 0.06250657749171153
1200-1800, 97860.66666666667, 115540.66666666666, 5.0, 93.16666666666667, 91.0, 78.0, 13.0, 0.0, 1.8220456764919915
1800-2400, 99969.66666666666, 129458.83333333334, 9.0, 79.16666666666667, 74.33333333333333, 60.33333333333333, 16.166666666666664, 0.0, 2.3210410213215975
2400-3000, 128617.0, 149041.33333333334, 11.666666666666666, 74.33333333333333, 68.16666666666666, 62.833333333333336, 11.833333333333332, 0.0, 1.372746874800589
3000-3600, 125382.5, 154326.8333333333, 14.0, 69.33333333333333, 60.166666666666664, 54.5, 14.833333333333334, 0.0, 1.7586932990897322
3600-4200, 120488.16666666667, 179409.5, 16.166666666666668, 69.0, 57.5, 46.33333333333333, 19.833333333333336, 0.0, 2.7314848546628605
4200-4800, 136060.1666666667, 217271.83333333334, 18.5, 78.16666666666666, 65.16666666666666, 48.333333333333336, 26.666666666666664, 0.0, 4.418726654389898
4800-5400, 149212.8333333333, 245469.3333333333, 20.833333333333336, 79.5, 63.333333333333336, 47.66666666666667, 28.666666666666668, 0.0, 4.693363721471561
5400-6000, 180970.83333333334, 305969.6666666667, 23.833333333333332, 92.33333333333333, 73.5, 55.833333333333336, 33.166666666666664, 0.0, 6.710347481974855
6000-6600, 197657.16666666666, 397977.5, 24.666666666666664, 111.83333333333333, 90.0, 57.166666666666664, 53.833333333333336, 0.0, 12.216568106532232
6600-7200, 219724.3333333333, 366797.8333333333, 25.5, 98.83333333333333, 76.0, 59.333333333333336, 36.0, 0.0, 6.360153277627983
7200-7800, 253770.16666666666, 432986.3333333333, 26.666666666666668, 111.83333333333334, 84.66666666666666, 66.16666666666666, 45.33333333333333, 0.0, 8.603015976804087
7800-8400, 281540.5, 610726.1666666666, 30.666666666666668, 148.83333333333331, 112.66666666666667, 69.66666666666667, 75.66666666666667, 0.0, 18.976427232913398
