Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90540.0, 91317.66666666667, 3.5, 183.83333333333331, 153.0, 181.83333333333331, 1.8333333333333335, 0.0, 0.19106048666332945
600-1200, 91792.5, 93432.33333333334, 4.833333333333333, 150.66666666666666, 148.83333333333334, 147.0, 2.166666666666667, 0.0, 0.20408499494010576
1200-1800, 96573.0, 104108.66666666666, 9.0, 108.0, 105.33333333333333, 99.33333333333334, 6.500000000000001, 0.0, 0.5264876892486705
1800-2400, 106309.16666666666, 114579.16666666666, 11.833333333333334, 96.16666666666667, 91.33333333333333, 88.0, 7.5, 0.0, 0.579826968472904
2400-3000, 109146.83333333334, 131863.16666666666, 13.166666666666668, 94.16666666666667, 85.33333333333333, 75.0, 16.166666666666664, 0.0, 1.551368350151529
3000-3600, 119507.16666666667, 162820.0, 17.333333333333336, 100.0, 87.66666666666666, 72.16666666666666, 24.333333333333332, 0.0, 3.269941394885489
3600-4200, 127472.66666666667, 176236.33333333334, 20.5, 98.5, 85.16666666666666, 71.83333333333333, 23.333333333333332, 0.0, 3.2411651609104184
4200-4800, 151114.5, 223889.33333333334, 23.166666666666668, 117.16666666666667, 98.5, 78.5, 41.833333333333336, 0.0, 6.821819408569711
4800-5400, 171798.6666666667, 275835.1666666667, 23.166666666666668, 129.66666666666666, 102.83333333333334, 80.5, 52.666666666666664, 0.0, 9.677392355605692
5400-6000, 185628.83333333334, 276087.8333333333, 26.833333333333336, 123.5, 94.83333333333333, 82.83333333333333, 41.833333333333336, 0.0, 6.579988386729834
6000-6600, 196962.66666666666, 346861.0, 26.833333333333332, 151.5, 122.33333333333334, 87.5, 60.0, 0.0, 11.657541883050389
6600-7200, 239001.83333333334, 385321.6666666667, 33.166666666666664, 153.33333333333334, 116.66666666666667, 94.16666666666667, 59.0, 0.0, 11.025275418354259
7200-7800, 251950.6666666667, 476394.3333333334, 32.0, 184.5, 141.0, 98.83333333333334, 81.83333333333333, 0.0, 17.301764279111037
7800-8400, 307759.0, 563830.5, 35.66666666666667, 210.33333333333334, 156.33333333333331, 117.66666666666667, 93.5, 0.0, 19.293089877965826
