Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90730, 90730, 1, 162, None, 161, 1, 0, 0.02054794520547945, 0: 143, 1: 3
600-1200, 90663, 91555, 3, 126, 125, 124, 1, 0, 0.11384615384615385, 0: 288, 1: 37
1200-1800, 93025, 103430, 9, 85, 82, 75, 2, 0, 0.11924846625766872, 0: 9232, 1: 1156, 2: 44
1800-2400, 96185, 104002, 7, 68, 64, 62, 4, 0, 0.2997907644396866, 0: 15414, 1: 4284, 2: 700, 3: 135, 4: 18
2400-3000, 103937, 129258, 9, 75, 66, 60, 6, 0, 0.5907213914784458, 0: 18843, 1: 8455, 2: 3850, 3: 593, 4: 178, 5: 45, 6: 2
3000-3600, 107244, 124023, 15, 62, 53, 52, 8, 0, 1.1619755380089798, 0: 15158, 1: 5934, 2: 5550, 3: 3137, 4: 1877, 5: 338, 6: 227, 7: 71, 8: 3
3600-4200, 115218, 265414, 21, 103, 90, 43, 10, 0, 1.272238909426987, 0: 14590, 1: 9002, 2: 4685, 3: 2735, 4: 1243, 5: 1813, 6: 478, 7: 64, 8: 9, 9: 2, 10: 3
4200-4800, 123629, 171460, 19, 66, 50, 47, 10, 0, 1.8248496324348407, 0: 12569, 1: 7145, 2: 6663, 3: 2798, 4: 2611, 5: 1257, 6: 1409, 7: 563, 8: 598, 9: 229, 10: 70
4800-5400, 148357, 200491, 19, 66, 53, 48, 17, 0, 1.7836298560493247, 0: 20108, 1: 4768, 2: 4070, 3: 1643, 4: 2027, 5: 1457, 6: 609, 7: 1127, 8: 592, 9: 811, 10: 729, 11: 100, 12: 141, 14: 69, 15: 1, 16: 24, 17: 1
5400-6000, 153608, 295038, 16, 93, 69, 45, 14, 0, 2.07589143161256, 0: 12644, 1: 8875, 2: 5006, 3: 2353, 4: 2539, 5: 2025, 6: 1296, 7: 772, 8: 821, 9: 808, 10: 229, 11: 113, 12: 57, 13: 40, 14: 2
6000-6600, 165750, 405022, 22, 115, 86, 46, 25, 0, 2.653981733696523, 0: 13150, 1: 13830, 2: 5702, 3: 3829, 4: 2522, 5: 1932, 6: 3426, 7: 1794, 8: 1229, 9: 341, 10: 338, 11: 285, 12: 439, 13: 409, 14: 6, 15: 105, 16: 71, 17: 91, 18: 93, 19: 74, 20: 93, 21: 100, 22: 55, 23: 6, 24: 6, 25: 2
6600-7200, 175447, 293109, 25, 88, 66, 52, 31, 0, 4.7863904104879555, 0: 13942, 1: 6433, 2: 5763, 3: 3239, 4: 890, 5: 1075, 6: 1668, 7: 1085, 8: 474, 9: 376, 10: 1297, 11: 485, 12: 673, 13: 659, 14: 698, 15: 1206, 16: 358, 17: 131, 18: 199, 19: 358, 20: 165, 21: 130, 22: 275, 23: 336, 24: 84, 25: 324, 26: 432, 27: 360, 28: 84, 30: 324, 31: 108
7200-7800, 238245, 532588, 20, 144, 114, 64, 34, 0, 4.647737539041326, 0: 12513, 1: 5064, 2: 4304, 3: 1145, 4: 1362, 5: 2009, 6: 731, 7: 1228, 8: 437, 9: 3155, 10: 940, 11: 695, 12: 468, 13: 725, 14: 807, 15: 235, 16: 849, 17: 959, 18: 169, 19: 225, 20: 246, 21: 76, 22: 2, 25: 4, 26: 54, 28: 104, 29: 50, 30: 1, 31: 80, 34: 104
7800-8400, 269551, 386161, 35, 110, 79, 76, 44, 0, 4.529009760105818, 0: 14548, 1: 8063, 2: 5867, 3: 2646, 4: 1591, 5: 3133, 6: 2769, 7: 1449, 8: 1179, 9: 1653, 10: 1090, 11: 257, 12: 538, 13: 350, 14: 321, 15: 707, 16: 152, 17: 397, 18: 271, 19: 566, 20: 105, 21: 203, 22: 156, 23: 669, 24: 99, 25: 27, 26: 274, 27: 350, 28: 34, 29: 48, 30: 27, 31: 92, 33: 90, 35: 36, 36: 2, 37: 1, 39: 134, 43: 1, 44: 2
