Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 91962, 93930, 5, 123, 121, 120, 2, 0, 0.12249443207126949, 0: 801, 1: 84, 2: 13
600-1200, 92583, 94231, 5, 137, 134, 133, 2, 0, 0.2266244057052298, 0: 1466, 1: 425, 2: 2
1200-1800, 93981, 95692, 6, 100, 98, 97, 4, 0, 0.14521739130434783, 0: 1004, 1: 132, 2: 9, 3: 3, 4: 2
1800-2400, 96782, 100599, 8, 93, 90, 89, 4, 0, 0.6089489012443738, 0: 2473, 1: 342, 2: 938, 3: 14, 4: 10
2400-3000, 98545, 108104, 6, 74, 70, 66, 5, 0, 0.31808977387782655, 0: 4551, 1: 953, 2: 353, 3: 53, 4: 13, 5: 3
3000-3600, 103427, 117824, 10, 78, 75, 68, 9, 0, 0.6196035510154445, 0: 5154, 1: 2004, 2: 524, 3: 318, 4: 123, 5: 53, 6: 20, 7: 11, 8: 9, 9: 7
3600-4200, 104562, 119643, 11, 78, 68, 64, 6, 0, 0.9271879483500718, 0: 3997, 1: 2265, 2: 1091, 3: 796, 4: 163, 5: 44, 6: 8
4200-4800, 100865, 135293, 10, 71, 63, 50, 9, 0, 1.2135375232033943, 0: 4248, 1: 6977, 2: 2009, 3: 933, 4: 377, 5: 333, 6: 149, 7: 34, 8: 10, 9: 14
4800-5400, 114676, 141769, 14, 81, 70, 64, 8, 0, 1.3143499437991757, 0: 5724, 1: 3261, 2: 1909, 3: 1026, 4: 417, 5: 382, 6: 581, 7: 41, 8: 4
5400-6000, 118990, 141869, 14, 72, 63, 60, 12, 0, 1.736515809051457, 0: 3418, 1: 3227, 2: 2935, 3: 1540, 4: 1007, 5: 290, 6: 306, 7: 118, 8: 33, 9: 20, 10: 6, 11: 1, 12: 3
6000-6600, 111355, 142531, 14, 72, 62, 56, 14, 0, 2.046838666814306, 0: 3544, 1: 1567, 2: 782, 3: 1062, 4: 642, 5: 546, 6: 380, 7: 83, 8: 144, 9: 142, 10: 2, 11: 111, 12: 11, 13: 4, 14: 11
6600-7200, 128617, 210275, 12, 100, 84, 58, 14, 0, 3.2344993368700266, 0: 2383, 1: 1483, 2: 1476, 3: 2164, 4: 1140, 5: 578, 6: 999, 7: 1148, 8: 212, 9: 137, 10: 263, 11: 3, 12: 3, 13: 64, 14: 11
7200-7800, 170666, 228352, 13, 110, 94, 78, 22, 0, 3.1170550847457625, 0: 2264, 1: 2510, 2: 1667, 3: 1273, 4: 1081, 5: 586, 6: 545, 7: 242, 8: 315, 9: 78, 10: 115, 11: 144, 12: 96, 13: 220, 14: 26, 15: 4, 16: 5, 17: 62, 18: 3, 20: 87, 21: 1, 22: 4
7800-8400, 175211, 259617, 16, 109, 90, 73, 30, 0, 4.620005614297745, 0: 1960, 1: 1620, 2: 1265, 3: 978, 4: 329, 5: 690, 6: 1439, 7: 329, 8: 589, 9: 396, 10: 117, 11: 131, 12: 17, 13: 77, 14: 82, 15: 41, 16: 162, 17: 6, 18: 161, 19: 9, 20: 33, 21: 3, 23: 154, 24: 9, 25: 29, 26: 3, 28: 24, 29: 7, 30: 27
