Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90693, 92019, 4, 114, 112, 111, 2, 0, 0.29791132282887506, 0: 1924, 1: 797, 2: 8
600-1200, 93157, 94353, 3, 122, 121, 120, 2, 0, 0.18149466192170818, 0: 719, 1: 95, 2: 29
1200-1800, 93093, 97518, 7, 85, 81, 79, 4, 0, 0.21718227424749165, 0: 3952, 1: 690, 2: 92, 3: 35, 4: 15
1800-2400, 96757, 118397, 8, 76, 68, 61, 6, 0, 0.8490433971068595, 0: 4565, 1: 2245, 2: 829, 3: 519, 4: 256, 5: 154, 6: 4
2400-3000, 111856, 138716, 11, 83, 78, 67, 9, 0, 1.1150115960362639, 0: 4704, 1: 2069, 2: 956, 3: 871, 4: 598, 5: 166, 6: 102, 7: 12, 8: 7, 9: 1
3000-3600, 117846, 147723, 10, 73, 63, 61, 12, 0, 2.082437275985663, 0: 6485, 1: 2610, 2: 1937, 3: 1930, 4: 1661, 5: 891, 6: 610, 7: 743, 8: 244, 9: 50, 10: 122, 11: 14, 12: 1
3600-4200, 146702, 253299, 17, 124, 97, 74, 29, 0, 4.1844591402928675, 0: 4272, 1: 2962, 2: 1358, 3: 760, 4: 633, 5: 2366, 6: 790, 7: 545, 8: 731, 9: 181, 10: 487, 11: 254, 12: 116, 13: 495, 14: 10, 15: 299, 16: 144, 17: 339, 18: 12, 19: 4, 20: 57, 21: 1, 22: 4, 24: 112, 25: 3, 29: 1
4200-4800, 140555, 189082, 13, 90, 67, 64, 28, 0, 5.412401856839933, 0: 2522, 1: 1875, 2: 1997, 3: 1533, 4: 1759, 5: 605, 6: 1286, 7: 736, 8: 620, 9: 1176, 10: 1035, 11: 542, 12: 293, 13: 286, 14: 266, 15: 156, 16: 33, 17: 77, 18: 142, 19: 64, 20: 51, 21: 46, 22: 106, 23: 80, 24: 56, 25: 30, 26: 54, 27: 19, 28: 4
4800-5400, 185052, 236023, 15, 107, 89, 83, 23, 0, 2.5239014968614195, 0: 6483, 1: 3228, 2: 1488, 3: 1419, 4: 552, 5: 826, 6: 316, 7: 220, 8: 927, 9: 234, 10: 144, 11: 80, 12: 68, 13: 207, 14: 42, 15: 40, 16: 173, 17: 10, 18: 60, 19: 20, 20: 17, 21: 7, 22: 2, 23: 5
5400-6000, 158808, 227036, 15, 98, 70, 66, 36, 0, 6.430878641890342, 0: 3077, 1: 2526, 2: 848, 3: 2371, 4: 3003, 5: 765, 6: 1146, 7: 777, 8: 1590, 9: 466, 10: 353, 11: 474, 12: 783, 13: 343, 14: 662, 15: 501, 16: 368, 17: 193, 18: 62, 19: 245, 20: 358, 21: 98, 22: 152, 23: 186, 24: 31, 25: 14, 26: 5, 27: 145, 28: 147, 29: 2, 30: 33, 31: 40, 32: 10, 33: 2, 34: 3, 35: 9, 36: 7
6000-6600, 268487, 525208, 13, 201, 159, 110, 54, 0, 10.368792242139289, 0: 2810, 1: 1463, 2: 1017, 3: 442, 4: 1400, 5: 1750, 6: 1178, 7: 133, 8: 119, 9: 766, 10: 134, 11: 276, 12: 609, 13: 317, 14: 662, 15: 135, 16: 155, 17: 302, 18: 213, 19: 195, 20: 275, 21: 319, 22: 215, 23: 120, 24: 21, 25: 32, 26: 137, 27: 51, 28: 66, 29: 30, 30: 25, 31: 62, 32: 103, 33: 11, 34: 26, 35: 45, 36: 71, 37: 144, 38: 16, 39: 27, 40: 2, 41: 153, 42: 295, 43: 17, 44: 22, 45: 56, 46: 114, 47: 13, 48: 44, 49: 170, 50: 236, 51: 2, 52: 5, 53: 6, 54: 8
6600-7200, 368481, 659058, 18, 252, 202, 142, 52, 0, 7.028288381148714, 0: 5067, 1: 3128, 2: 1246, 3: 1755, 4: 901, 5: 443, 6: 131, 7: 459, 8: 77, 9: 70, 10: 307, 11: 48, 12: 96, 13: 67, 14: 238, 15: 145, 16: 173, 17: 300, 18: 35, 19: 36, 20: 475, 21: 76, 22: 27, 23: 18, 24: 109, 25: 53, 26: 76, 27: 227, 28: 275, 29: 173, 30: 19, 31: 167, 32: 324, 33: 34, 34: 106, 35: 160, 36: 106, 37: 6, 38: 4, 41: 135, 42: 5, 43: 134, 44: 13, 46: 11, 47: 3, 48: 2, 52: 3
7200-7800, 225331, 443677, 19, 152, 87, 81, 54, 0, 14.274043053412681, 0: 1333, 1: 1107, 2: 1671, 3: 715, 4: 606, 5: 236, 6: 223, 7: 430, 8: 283, 9: 220, 10: 86, 11: 78, 12: 78, 13: 84, 14: 1430, 15: 103, 16: 209, 17: 190, 18: 189, 19: 110, 20: 181, 21: 62, 22: 317, 23: 164, 24: 473, 25: 374, 26: 321, 27: 35, 28: 87, 29: 18, 30: 113, 31: 59, 32: 2, 33: 137, 34: 47, 35: 3, 36: 503, 37: 21, 38: 328, 39: 15, 40: 4, 41: 21, 42: 99, 43: 16, 44: 78, 45: 13, 46: 26, 47: 16, 48: 375, 49: 18, 50: 246, 51: 11, 52: 27, 53: 2, 54: 18
7800-8400, 300199, 789138, 18, 273, 226, 108, 70, 0, 16.750089573629523, 0: 1646, 1: 510, 2: 661, 3: 1128, 4: 2179, 5: 1066, 6: 297, 7: 84, 8: 45, 9: 300, 10: 446, 11: 329, 12: 459, 13: 121, 14: 180, 15: 413, 16: 34, 17: 354, 18: 646, 19: 554, 20: 421, 21: 57, 22: 176, 23: 26, 24: 185, 25: 58, 26: 80, 27: 49, 28: 55, 29: 127, 30: 66, 31: 237, 32: 174, 33: 404, 34: 439, 35: 188, 36: 4, 37: 280, 38: 65, 39: 9, 40: 75, 41: 132, 42: 134, 43: 66, 44: 172, 45: 72, 46: 11, 47: 109, 48: 143, 49: 59, 50: 176, 51: 90, 52: 14, 53: 100, 54: 297, 55: 28, 56: 17, 57: 76, 58: 16, 59: 73, 60: 144, 61: 14, 62: 26, 63: 10, 64: 38, 65: 49, 66: 8, 67: 10, 68: 8, 69: 17, 70: 10
