Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90274, 90649, 3, 170, 169, 168, 1, 0, 0.05116279069767442, 0: 204, 1: 11
600-1200, 91280, 92019, 3, 129, 128, 127, 2, 0, 0.31741573033707865, 0: 983, 1: 430, 2: 11
1200-1800, 93691, 99971, 7, 97, 94, 91, 3, 0, 0.26717791411042946, 0: 4928, 1: 1444, 2: 146, 3: 2
1800-2400, 97394, 107723, 5, 85, 78, 73, 6, 0, 0.6530612244897959, 0: 6786, 1: 3511, 2: 1016, 3: 162, 4: 415, 5: 15, 6: 2
2400-3000, 108788, 122690, 10, 85, 77, 75, 7, 0, 1.199059100264628, 0: 6065, 1: 3010, 2: 1868, 3: 1631, 4: 628, 5: 257, 6: 139, 7: 6
3000-3600, 110456, 143459, 9, 80, 66, 61, 16, 0, 1.90925492816572, 0: 5844, 1: 3521, 2: 1842, 3: 986, 4: 364, 5: 693, 6: 444, 7: 286, 8: 515, 9: 316, 10: 24, 11: 44, 12: 10, 13: 62, 14: 4, 15: 8, 16: 2
3600-4200, 114182, 173532, 9, 97, 84, 63, 13, 0, 2.3665129682997117, 0: 6024, 1: 2404, 2: 2171, 3: 1609, 4: 1898, 5: 1043, 6: 336, 7: 1036, 8: 437, 9: 215, 10: 33, 11: 87, 12: 48, 13: 9
4200-4800, 136517, 173068, 14, 93, 73, 71, 16, 0, 2.1987560843699296, 0: 6805, 1: 3507, 2: 2616, 3: 1439, 4: 1109, 5: 647, 6: 474, 7: 414, 8: 509, 9: 254, 10: 404, 11: 147, 12: 58, 13: 63, 14: 16, 15: 16, 16: 12
4800-5400, 139936, 264996, 13, 120, 91, 66, 22, 0, 3.4547151747247486, 0: 4178, 1: 6512, 2: 1640, 3: 1443, 4: 1515, 5: 629, 6: 811, 7: 386, 8: 249, 9: 909, 10: 694, 11: 687, 12: 674, 13: 119, 14: 225, 15: 58, 16: 15, 17: 70, 18: 3, 19: 14, 20: 49, 22: 10
5400-6000, 154325, 239494, 15, 109, 79, 74, 36, 0, 7.08419211791893, 0: 3210, 1: 2084, 2: 1269, 3: 1828, 4: 246, 5: 847, 6: 370, 7: 537, 8: 1008, 9: 564, 10: 236, 11: 348, 12: 385, 13: 83, 14: 151, 15: 184, 16: 93, 17: 106, 18: 396, 19: 108, 20: 381, 21: 34, 22: 292, 23: 34, 24: 96, 25: 114, 26: 181, 27: 430, 28: 70, 29: 31, 30: 3, 32: 87, 33: 80, 34: 12, 35: 109, 36: 4
6000-6600, 166376, 333265, 17, 146, 110, 68, 38, 0, 4.742186771154025, 0: 3349, 1: 4760, 2: 3773, 3: 1337, 4: 1281, 5: 303, 6: 1347, 7: 1025, 8: 530, 9: 613, 10: 247, 11: 116, 12: 184, 13: 534, 14: 434, 15: 147, 16: 165, 17: 25, 18: 182, 19: 207, 20: 101, 21: 106, 22: 139, 23: 54, 24: 96, 25: 143, 26: 14, 27: 5, 28: 4, 29: 28, 30: 1, 31: 3, 32: 61, 33: 9, 34: 61, 36: 52, 38: 2
6600-7200, 258676, 478577, 14, 191, 151, 106, 58, 0, 7.978576963398514, 0: 4894, 1: 2226, 2: 1279, 3: 782, 4: 3054, 5: 742, 6: 2014, 7: 760, 8: 178, 9: 64, 10: 289, 11: 461, 12: 895, 13: 152, 14: 69, 15: 579, 16: 265, 17: 61, 18: 565, 19: 80, 20: 203, 21: 332, 22: 194, 23: 85, 24: 65, 25: 191, 26: 10, 27: 43, 28: 85, 29: 11, 30: 4, 31: 5, 32: 20, 33: 2, 34: 72, 35: 10, 36: 37, 37: 12, 38: 22, 39: 198, 40: 93, 41: 92, 42: 18, 43: 38, 44: 39, 45: 165, 46: 13, 47: 9, 48: 155, 49: 50, 50: 57, 51: 15, 52: 61, 53: 60, 54: 2, 55: 27, 56: 28, 57: 4, 58: 3
7200-7800, 217978, 544293, 15, 221, 177, 90, 47, 0, 9.202266399648318, 0: 2746, 1: 3305, 2: 2823, 3: 343, 4: 724, 5: 392, 6: 552, 7: 157, 8: 230, 9: 1521, 10: 1330, 11: 765, 12: 265, 13: 93, 14: 337, 15: 874, 16: 128, 17: 141, 18: 186, 19: 170, 20: 100, 21: 318, 22: 292, 23: 139, 24: 307, 25: 150, 26: 427, 27: 76, 28: 155, 29: 50, 30: 77, 31: 142, 32: 147, 33: 20, 34: 15, 35: 265, 36: 106, 37: 91, 38: 21, 39: 13, 40: 92, 41: 289, 42: 28, 43: 5, 44: 7, 45: 9, 46: 26, 47: 24
7800-8400, 253330, 416156, 16, 174, 113, 103, 48, 0, 6.792575096899225, 0: 6699, 1: 1249, 2: 922, 3: 298, 4: 547, 5: 104, 6: 481, 7: 149, 8: 614, 9: 2103, 10: 158, 11: 512, 12: 6, 13: 69, 14: 10, 15: 82, 16: 684, 17: 45, 18: 43, 19: 132, 20: 230, 21: 12, 22: 22, 23: 38, 24: 66, 25: 100, 26: 19, 27: 19, 28: 163, 29: 5, 30: 7, 31: 35, 32: 1, 33: 98, 34: 8, 35: 5, 36: 180, 37: 7, 38: 4, 39: 118, 40: 56, 41: 49, 42: 4, 43: 28, 44: 90, 45: 30, 46: 208, 48: 3
