Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 92435, 93955, 3, 115, 114, 112, 2, 0, 0.09492047203694202, 0: 1803, 1: 107, 2: 39
600-1200, 91380, 92762, 4, 127, 125, 124, 1, 0, 0.05374592833876222, 0: 581, 1: 33
1200-1800, 93041, 95813, 5, 118, 116, 114, 2, 0, 0.12336160370084812, 0: 2287, 1: 294, 2: 13
1800-2400, 95172, 99120, 6, 89, 86, 85, 3, 0, 0.3239171374764595, 0: 3892, 1: 1154, 2: 226, 3: 38
2400-3000, 97904, 105377, 7, 75, 72, 69, 6, 0, 0.5640943365955399, 0: 4112, 1: 1228, 2: 551, 3: 211, 4: 108, 5: 17, 6: 6
3000-3600, 99627, 106587, 11, 71, 65, 64, 6, 0, 0.6396238114923523, 0: 5887, 1: 2199, 2: 889, 3: 626, 4: 53, 5: 10, 6: 12
3600-4200, 111008, 140099, 13, 80, 75, 63, 7, 0, 0.6751827956989247, 0: 6045, 1: 4115, 2: 959, 3: 248, 4: 226, 5: 28, 7: 4
4200-4800, 109299, 125279, 14, 76, 67, 65, 8, 0, 0.8309527315564718, 0: 6920, 1: 3791, 2: 1821, 3: 636, 4: 249, 5: 76, 6: 60, 7: 23, 8: 6
4800-5400, 111704, 145484, 14, 72, 62, 55, 9, 0, 1.6637045440221845, 0: 6299, 1: 3429, 2: 2090, 3: 1447, 4: 832, 5: 556, 6: 245, 7: 896, 8: 59, 9: 14
5400-6000, 124397, 150630, 12, 80, 68, 65, 15, 0, 1.9219803907934079, 0: 4619, 1: 3574, 2: 2258, 3: 1258, 4: 946, 5: 590, 6: 470, 7: 164, 8: 85, 9: 209, 10: 70, 11: 19, 12: 6, 13: 54, 14: 55, 15: 4
6000-6600, 119448, 188593, 13, 89, 77, 55, 9, 0, 1.8023748159057438, 0: 3715, 1: 2460, 2: 1188, 3: 1350, 4: 977, 5: 507, 6: 502, 7: 105, 8: 35, 9: 25
6600-7200, 129826, 189290, 16, 97, 68, 62, 15, 0, 2.7049829675988275, 0: 3782, 1: 2061, 2: 1961, 3: 1321, 4: 811, 5: 519, 6: 708, 7: 354, 8: 183, 9: 113, 10: 197, 11: 359, 12: 133, 13: 65, 14: 47, 15: 9
7200-7800, 111816, 168862, 14, 80, 59, 51, 23, 0, 2.469025249559601, 0: 5330, 1: 4461, 2: 3167, 3: 3437, 4: 1100, 5: 566, 6: 403, 7: 660, 8: 223, 9: 412, 10: 93, 11: 140, 12: 46, 13: 23, 14: 52, 15: 135, 16: 2, 17: 26, 18: 93, 19: 15, 20: 25, 21: 16, 22: 5, 23: 6
7800-8400, 142338, 185775, 14, 83, 70, 66, 21, 0, 2.639188069594035, 0: 2962, 1: 3399, 2: 2168, 3: 1909, 4: 1053, 5: 984, 6: 546, 7: 646, 8: 365, 9: 136, 10: 127, 11: 35, 12: 84, 13: 34, 14: 4, 15: 18, 16: 4, 18: 3, 19: 2, 20: 2, 21: 3
