Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 91479, 92031, 1, 189, None, 187, 2, 0, 0.20811488488716662
600-1200, 91951, 93844, 5, 147, 145, 144, 2, 0, 0.20313588850174216
1200-1800, 95855, 102149, 6, 124, 121, 116, 6, 0, 0.4350580781414995
1800-2400, 105443, 111321, 8, 99, 93, 90, 6, 0, 0.49653259361997226
2400-3000, 113536, 127882, 9, 103, 93, 89, 10, 0, 0.7827426810477658
3000-3600, 114351, 217475, 11, 168, 157, 89, 76, 0, 17.053003533568905
3600-4200, 133661, 205326, 15, 141, 120, 88, 49, 0, 6.412759415833974
4200-4800, 134403, 201338, 14, 127, 96, 89, 35, 0, 4.7441643323996265
4800-5400, 170587, 255097, 20, 143, 116, 96, 42, 0, 6.29572338489536
5400-6000, 197348, 335048, 16, 184, 143, 113, 69, 0, 12.770670826833074
6000-6600, 246221, 313426, 21, 182, 147, 139, 38, 0, 4.747875354107649
6600-7200, 254696, 596435, 21, 280, 246, 128, 148, 0, 37.64712643678161
7200-7800, 280843, 464045, 21, 239, 188, 136, 100, 0, 14.503579952267303
7800-8400, 387338, 708073, 25, 330, 221, 181, 152, 0, 32.03764420157863
