Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 91554, 92014, 2, 161, 160, 159, 1, 0, 0.044731878199946104
600-1200, 91982, 92548, 3, 126, 125, 124, 1, 0, 0.060372129849564526
1200-1800, 96138, 101681, 6, 88, 86, 81, 7, 0, 0.35930877078578416
1800-2400, 98711, 110759, 7, 76, 72, 67, 7, 0, 0.4170984455958549
2400-3000, 108901, 123328, 12, 69, 65, 62, 5, 0, 0.40490196078431373
3000-3600, 114389, 156367, 15, 77, 69, 56, 18, 0, 1.706811451135242
3600-4200, 122150, 212125, 14, 85, 75, 48, 34, 0, 6.002264492753623
4200-4800, 126623, 356643, 18, 127, 115, 51, 74, 0, 17.56667722521381
4800-5400, 163299, 322653, 17, 108, 70, 52, 53, 0, 12.451282051282051
5400-6000, 153156, 207794, 18, 77, 61, 56, 18, 0, 1.7654402102496716
6000-6600, 199999, 312194, 27, 97, 73, 63, 32, 0, 4.910647405029428
6600-7200, 196395, 304896, 23, 85, 56, 54, 26, 0, 3.4582829504232167
7200-7800, 271346, 593121, 25, 151, 124, 69, 77, 0, 19.357648725212464
7800-8400, 306042, 679856, 28, 165, 137, 77, 86, 0, 22.119800332778702
