Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90024, 90647, 1, 166, None, 164, 1, 0, 0.09034411324663368
600-1200, 90980, 91408, 5, 129, 128, 127, 1, 0, 0.1326929918178584
1200-1800, 95470, 97978, 5, 96, 93, 92, 2, 0, 0.2179902755267423
1800-2400, 104319, 126053, 14, 96, 91, 78, 15, 0, 1.2335981170932626
2400-3000, 108039, 127292, 14, 78, 73, 65, 11, 0, 0.8613822725497853
3000-3600, 114223, 157405, 10, 82, 64, 60, 19, 0, 2.0161836657884833
3600-4200, 153539, 233920, 23, 112, 102, 75, 34, 0, 5.476071316859556
4200-4800, 136861, 246222, 19, 116, 101, 59, 53, 0, 9.014837819185646
4800-5400, 140227, 271537, 26, 106, 79, 55, 47, 0, 9.280952380952382
5400-6000, 156185, 241941, 26, 98, 68, 60, 35, 0, 4.5601420328450954
6000-6600, 195718, 292982, 30, 109, 89, 75, 31, 0, 4.040568799665412
6600-7200, 192751, 410102, 36, 135, 111, 65, 67, 0, 13.121860149355058
7200-7800, 243292, 407341, 33, 131, 97, 80, 46, 0, 8.075337331334334
7800-8400, 264900, 623071, 36, 185, 149, 88, 94, 0, 23.780541131456683
