Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 91327, 92188, 6, 167, 166, 165, 1, 0, 0.08052081548740792
600-1200, 92162, 92444, 2, 153, 152, 151, 2, 0, 0.2168141592920354
1200-1800, 96401, 99870, 7, 109, 104, 103, 3, 0, 0.30657221566312476
1800-2400, 120133, 144190, 6, 114, 108, 94, 17, 0, 1.663868904876099
2400-3000, 124951, 135727, 8, 92, 82, 81, 11, 0, 1.0299097065462754
3000-3600, 144195, 205357, 14, 118, 108, 81, 44, 0, 6.451420714940421
3600-4200, 138882, 184072, 23, 97, 80, 74, 20, 0, 2.847141939627489
4200-4800, 136638, 194545, 16, 102, 86, 69, 29, 0, 3.2739541160593792
4800-5400, 151304, 271970, 21, 128, 111, 69, 55, 0, 10.170434782608696
5400-6000, 161559, 275676, 18, 128, 103, 75, 50, 0, 8.693738375697459
6000-6600, 179039, 344342, 28, 148, 117, 75, 70, 0, 12.154166666666667
6600-7200, 236612, 350407, 25, 143, 109, 91, 47, 0, 7.569471624266145
7200-7800, 244560, 383446, 32, 140, 94, 83, 54, 0, 7.657498362802881
7800-8400, 305220, 495603, 28, 180, 136, 107, 70, 0, 11.206976744186047
