Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90146, 90993, 3, 157, 156, 155, 1, 0, 0.03259275967068907
600-1200, 91436, 91949, 2, 127, 126, 125, 2, 0, 0.07292853654566173
1200-1800, 100887, 114833, 8, 93, 91, 80, 10, 0, 0.6233671988388969
1800-2400, 103986, 129310, 6, 87, 79, 68, 16, 0, 1.8411799761620977
2400-3000, 103950, 123034, 10, 62, 55, 52, 7, 0, 0.6137566137566137
3000-3600, 127837, 164488, 9, 72, 58, 56, 14, 0, 1.9465384615384616
3600-4200, 131490, 175542, 18, 73, 62, 53, 17, 0, 1.9697859840537137
4200-4800, 133400, 184319, 25, 71, 60, 51, 17, 0, 2.2808251289263946
4800-5400, 157235, 208371, 27, 72, 56, 54, 15, 0, 1.8447174447174448
5400-6000, 181831, 266491, 22, 78, 66, 53, 22, 0, 3.4728577837595336
6000-6600, 162689, 254675, 25, 79, 55, 52, 23, 0, 2.9071537290715375
6600-7200, 202591, 364509, 25, 100, 80, 57, 40, 0, 7.088175538399025
7200-7800, 247605, 420351, 28, 105, 75, 62, 41, 0, 7.968737939019683
7800-8400, 256818, 533918, 27, 131, 108, 64, 65, 0, 13.916917922948073
