Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90140, 90140, 1, 177, None, 176, 2, 0, 0.15794327876412267
600-1200, 91302, 92389, 5, 142, 141, 140, 2, 0, 0.23846437799926173
1200-1800, 98460, 101033, 5, 121, 118, 116, 3, 0, 0.3462117410938284
1800-2400, 97867, 118828, 5, 100, 97, 84, 14, 0, 1.187375415282392
2400-3000, 115410, 132349, 16, 92, 86, 80, 9, 0, 0.7316087308003234
3000-3600, 112545, 169941, 8, 116, 105, 78, 34, 0, 5.356404136833731
3600-4200, 138493, 223431, 17, 132, 103, 76, 53, 0, 8.90377498149519
4200-4800, 145528, 204783, 17, 107, 93, 77, 25, 0, 2.65266106442577
4800-5400, 150755, 269732, 18, 142, 113, 82, 56, 0, 10.949958982772765
5400-6000, 203025, 290391, 18, 146, 105, 101, 40, 0, 5.354487760652765
6000-6600, 216698, 418641, 22, 188, 156, 100, 85, 0, 17.85285505124451
6600-7200, 216112, 423207, 24, 191, 146, 101, 86, 0, 16.530973451327434
7200-7800, 279356, 443669, 23, 210, 165, 136, 66, 0, 9.459897610921502
7800-8400, 343819, 517751, 26, 221, 172, 153, 63, 0, 9.15124698310539
