Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90483, 90778, 2, 161, 160, 159, 1, 0, 0.05873207807911556
600-1200, 91285, 92531, 2, 131, 130, 128, 1, 0, 0.06319427301900765
1200-1800, 96686, 113761, 5, 99, 94, 84, 13, 0, 1.0508841573439192
1800-2400, 97473, 124043, 10, 80, 75, 64, 14, 0, 1.2942050520059436
2400-3000, 110257, 126799, 10, 67, 61, 57, 8, 0, 0.48406374501992033
3000-3600, 111173, 129322, 11, 66, 56, 53, 7, 0, 0.40189125295508277
3600-4200, 127867, 175834, 17, 74, 63, 55, 15, 0, 2.053168244719592
4200-4800, 135664, 211979, 15, 82, 66, 54, 25, 0, 3.790214477211796
4800-5400, 157893, 235934, 16, 84, 64, 54, 27, 0, 3.6938493434692465
5400-6000, 186186, 255891, 21, 87, 67, 64, 19, 0, 2.1875
6000-6600, 195171, 401159, 23, 126, 110, 66, 62, 0, 13.852048962213944
6600-7200, 294117, 415894, 18, 131, 110, 93, 37, 0, 5.923212192262603
7200-7800, 268227, 687756, 25, 192, 160, 77, 112, 0, 31.55741042345277
7800-8400, 316498, 502931, 23, 144, 114, 89, 51, 0, 8.15711009174312
