Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90080, 90080, 1, 172, None, 171, 1, 0, 0.13383561643835618
600-1200, 91350, 92151, 3, 151, 150, 149, 2, 0, 0.1461880088823094
1200-1800, 106404, 110921, 10, 102, 99, 97, 7, 0, 0.34782608695652173
1800-2400, 131067, 140233, 13, 103, 97, 96, 26, 0, 2.1630114566284777
2400-3000, 108176, 129493, 12, 88, 78, 72, 13, 0, 1.1590186278964107
3000-3600, 112421, 146819, 12, 84, 72, 60, 20, 0, 1.9696969696969697
3600-4200, 137501, 162183, 18, 86, 76, 73, 11, 0, 1.0220548682087143
4200-4800, 203532, 274930, 29, 125, 112, 92, 36, 0, 6.40158670192671
4800-5400, 145351, 217002, 20, 97, 75, 66, 27, 0, 3.429353778751369
5400-6000, 165894, 275369, 25, 110, 85, 67, 40, 0, 6.561037639877925
6000-6600, 196299, 376236, 23, 142, 114, 72, 66, 0, 12.585649108253836
6600-7200, 211311, 423724, 27, 151, 116, 77, 69, 0, 14.340641494112871
7200-7800, 300111, 405956, 33, 142, 107, 104, 35, 0, 5.181940700808625
7800-8400, 278686, 508809, 34, 166, 120, 92, 74, 0, 16.32610544217687
