Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 91336, 91910, 1, 165, None, 163, 1, 0, 0.07167791482429602
600-1200, 90837, 92132, 4, 128, 126, 125, 1, 0, 0.12353801169590643
1200-1800, 100476, 105258, 3, 93, 89, 87, 3, 0, 0.19679144385026737
1800-2400, 101004, 151504, 7, 101, 83, 69, 29, 0, 4.345686160972785
2400-3000, 130990, 150293, 10, 93, 88, 79, 22, 0, 2.5096913137114143
3000-3600, 112357, 136872, 10, 73, 64, 62, 8, 0, 0.7776617954070981
3600-4200, 123241, 174203, 13, 83, 72, 58, 22, 0, 2.525540275049116
4200-4800, 153734, 209495, 16, 86, 73, 60, 23, 0, 3.5325865580448066
4800-5400, 176038, 231394, 18, 93, 75, 71, 18, 0, 2.1905737704918034
5400-6000, 204060, 280927, 14, 110, 93, 79, 32, 0, 3.7962413452027697
6000-6600, 224663, 284064, 20, 107, 84, 81, 23, 0, 2.2403951701427003
6600-7200, 257678, 350628, 19, 121, 98, 90, 28, 0, 3.8421052631578947
7200-7800, 354192, 623716, 25, 197, 133, 114, 80, 0, 17.117838541666668
7800-8400, 436958, 576378, 22, 182, 142, 137, 60, 0, 8.722265321955003
