Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 92548, 95077, 6, 116, 113, 112, 3, 0, 0.11617312072892938, 0: 789, 1: 77, 2: 11, 3: 1
600-1200, 92559, 94571, 6, 121, 119, 118, 2, 0, 0.11417492460146489, 0: 2060, 1: 257, 2: 4
1200-1800, 95557, 99098, 9, 94, 90, 89, 6, 0, 0.4916998671978752, 0: 1993, 1: 609, 2: 387, 3: 4, 4: 13, 5: 2, 6: 4
1800-2400, 96852, 111120, 12, 86, 79, 75, 5, 0, 0.3771626297577855, 0: 3622, 1: 1236, 2: 312, 3: 28, 4: 2, 5: 2
2400-3000, 105943, 117728, 12, 77, 71, 67, 6, 0, 0.48984547461368655, 0: 2818, 1: 1407, 2: 183, 3: 69, 4: 31, 5: 17, 6: 5
3000-3600, 102837, 114810, 12, 64, 57, 56, 8, 0, 0.6302172670097198, 0: 4548, 1: 1398, 2: 657, 3: 111, 4: 159, 5: 35, 6: 65, 7: 21, 8: 2
3600-4200, 106423, 121448, 9, 70, 65, 58, 9, 0, 1.177097594367299, 0: 4858, 1: 2371, 2: 1136, 3: 801, 4: 510, 5: 439, 6: 50, 7: 37, 8: 19, 9: 5
4200-4800, 115284, 131146, 13, 66, 58, 56, 11, 0, 1.4505825473567409, 0: 5560, 1: 2860, 2: 1466, 3: 987, 4: 623, 5: 403, 6: 524, 7: 11, 8: 6, 9: 9, 10: 156, 11: 12
4800-5400, 138779, 191493, 17, 86, 64, 59, 13, 0, 1.7620990836197021, 0: 3810, 1: 4086, 2: 2977, 3: 1027, 4: 658, 5: 656, 6: 310, 7: 124, 8: 149, 9: 111, 10: 24, 11: 16, 12: 15, 13: 5
5400-6000, 114789, 222130, 14, 101, 82, 54, 12, 0, 1.3792832167832167, 0: 4156, 1: 3471, 2: 1616, 3: 1019, 4: 486, 5: 362, 6: 196, 7: 63, 8: 22, 9: 31, 10: 6, 11: 11, 12: 1
6000-6600, 130816, 163858, 13, 70, 58, 54, 13, 0, 2.3777303174449083, 0: 2529, 1: 1806, 2: 1806, 3: 1447, 4: 902, 5: 956, 6: 337, 7: 215, 8: 35, 9: 183, 10: 65, 11: 3, 12: 12, 13: 5
6600-7200, 174024, 246880, 14, 106, 83, 73, 24, 0, 3.5638143305039383, 0: 2654, 1: 935, 2: 1227, 3: 2281, 4: 2472, 5: 962, 6: 776, 7: 576, 8: 298, 9: 179, 10: 226, 11: 55, 12: 219, 13: 22, 14: 29, 15: 11, 16: 106, 17: 20, 18: 3, 19: 7, 21: 10, 22: 3, 23: 2, 24: 4
7200-7800, 150730, 254131, 17, 109, 87, 63, 17, 0, 3.636747509744478, 0: 2923, 1: 1114, 2: 906, 3: 948, 4: 180, 5: 406, 6: 379, 7: 399, 8: 392, 9: 741, 10: 150, 11: 162, 12: 183, 13: 280, 14: 36, 15: 23, 16: 8, 17: 6
7800-8400, 153694, 419405, 16, 161, 124, 61, 23, 0, 3.790725256478681, 0: 3661, 1: 3163, 2: 2584, 3: 1401, 4: 1002, 5: 264, 6: 923, 7: 421, 8: 947, 9: 290, 10: 437, 11: 531, 12: 224, 13: 573, 14: 157, 15: 62, 16: 88, 17: 36, 18: 66, 19: 10, 20: 2, 22: 7, 23: 14
