Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90040, 90040, 1, 186, None, 185, 2, 0, 0.08333333333333333, 0: 496, 1: 43, 2: 1
600-1200, 90910, 91844, 3, 144, 143, 141, 2, 0, 0.15251299826689774, 0: 2447, 1: 436, 2: 2
1200-1800, 95375, 97593, 5, 103, 99, 98, 3, 0, 0.16369739220242707, 0: 9929, 1: 1480, 2: 208, 3: 2
1800-2400, 97850, 110078, 11, 94, 89, 84, 7, 0, 0.5044463393836034, 0: 15830, 1: 6045, 2: 2098, 3: 488, 4: 125, 5: 30, 6: 9, 7: 2
2400-3000, 102795, 122465, 12, 90, 84, 78, 9, 0, 1.104101229471417, 0: 16071, 1: 8230, 2: 3635, 3: 2303, 4: 1905, 5: 915, 6: 307, 7: 45, 8: 14, 9: 4
3000-3600, 108714, 130657, 23, 84, 72, 67, 11, 0, 1.5793648600093972, 0: 14305, 1: 8049, 2: 4323, 3: 3606, 4: 2676, 5: 1473, 6: 950, 7: 621, 8: 108, 9: 52, 10: 16, 11: 2
3600-4200, 114197, 192883, 14, 114, 101, 69, 11, 0, 1.933778364383979, 0: 13212, 1: 8235, 2: 6001, 3: 4032, 4: 2245, 5: 1806, 6: 2303, 7: 878, 8: 402, 9: 185, 10: 90, 11: 9
4200-4800, 127695, 242593, 19, 124, 106, 63, 17, 0, 1.6884688424678709, 0: 18328, 1: 11066, 2: 4990, 3: 3984, 4: 1386, 5: 1522, 6: 1384, 7: 1074, 8: 613, 9: 329, 10: 334, 11: 119, 12: 99, 13: 42, 15: 15, 17: 1
4800-5400, 140696, 273240, 25, 128, 110, 65, 18, 0, 2.4067421027817066, 0: 16491, 1: 6401, 2: 5185, 3: 4078, 4: 2193, 5: 1499, 6: 1813, 7: 782, 8: 1264, 9: 593, 10: 552, 11: 513, 12: 478, 13: 172, 14: 308, 15: 62, 17: 4, 18: 32
5400-6000, 151297, 237971, 29, 113, 86, 74, 28, 0, 3.341470193153921, 0: 14195, 1: 9247, 2: 4868, 3: 1993, 4: 2409, 5: 1514, 6: 935, 7: 839, 8: 1556, 9: 560, 10: 948, 11: 578, 12: 586, 13: 847, 14: 381, 15: 185, 16: 175, 17: 79, 18: 177, 19: 177, 20: 433, 21: 156, 22: 49, 23: 73, 24: 4, 25: 6, 26: 112, 27: 82, 28: 14
6000-6600, 161878, 224064, 35, 92, 70, 67, 30, 0, 4.914949485958432, 0: 12875, 1: 7150, 2: 4535, 3: 3945, 4: 3319, 5: 533, 6: 1431, 7: 574, 8: 1280, 9: 645, 10: 507, 11: 414, 12: 458, 13: 669, 14: 681, 15: 424, 16: 673, 17: 541, 18: 339, 19: 1403, 20: 741, 21: 401, 22: 764, 23: 101, 24: 78, 25: 351, 26: 99, 27: 5, 30: 2
6600-7200, 216168, 358074, 26, 146, 113, 90, 39, 0, 3.63332241511082, 0: 15679, 1: 8041, 2: 7989, 3: 2164, 4: 1984, 5: 1108, 6: 1286, 7: 888, 8: 467, 9: 641, 10: 386, 11: 187, 12: 534, 13: 527, 14: 404, 15: 233, 16: 418, 17: 189, 18: 310, 19: 345, 20: 454, 21: 346, 22: 206, 23: 122, 24: 142, 25: 106, 26: 153, 27: 161, 28: 26, 29: 29, 30: 55, 32: 13, 33: 112, 34: 4, 35: 40, 36: 41, 37: 1, 38: 2, 39: 2
7200-7800, 216800, 627689, 34, 249, 178, 91, 39, 0, 3.761350612712686, 0: 8736, 1: 7112, 2: 5576, 3: 1791, 4: 2418, 5: 1048, 6: 819, 7: 1567, 8: 1175, 9: 29, 10: 91, 11: 413, 12: 485, 13: 331, 14: 331, 15: 308, 16: 107, 17: 289, 18: 68, 19: 191, 20: 351, 21: 99, 22: 85, 23: 132, 24: 17, 25: 227, 26: 60, 27: 5, 28: 4, 29: 43, 30: 1, 31: 2, 33: 5, 36: 1, 37: 101, 38: 7, 39: 4
7800-8400, 225858, 484870, 31, 195, 153, 90, 46, 0, 5.638025781932104, 0: 8476, 1: 8707, 2: 3249, 3: 1880, 4: 3151, 5: 2030, 6: 1123, 7: 1015, 8: 1676, 9: 750, 10: 304, 11: 276, 12: 500, 13: 480, 14: 737, 15: 168, 16: 57, 17: 154, 18: 533, 19: 80, 20: 337, 21: 227, 22: 526, 23: 423, 24: 172, 25: 206, 26: 95, 27: 307, 28: 209, 29: 312, 30: 65, 31: 10, 32: 21, 33: 145, 34: 5, 35: 212, 36: 63, 37: 25, 38: 16, 39: 49, 40: 6, 41: 11, 43: 76, 44: 76, 45: 1, 46: 1
