Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90005, 91983, 1, 169, None, 164, 3, 0, 0.1080770995869665
600-1200, 93267, 95597, 4, 126, 125, 122, 2, 0, 0.1227015558698727
1200-1800, 104446, 117937, 7, 106, 104, 94, 10, 0, 0.6403464085583291
1800-2400, 103766, 112914, 8, 77, 75, 69, 5, 0, 0.3109567901234568
2400-3000, 118273, 141335, 8, 77, 69, 64, 15, 0, 1.334136546184739
3000-3600, 114787, 132509, 10, 70, 62, 60, 7, 0, 0.45435016111707843
3600-4200, 124981, 209229, 14, 102, 91, 61, 38, 0, 6.020341741253051
4200-4800, 138790, 281506, 15, 123, 108, 64, 55, 0, 11.308779761904763
4800-5400, 162752, 336269, 16, 136, 106, 65, 67, 0, 13.7994227994228
5400-6000, 180760, 330382, 19, 121, 100, 65, 52, 0, 7.433930093776641
6000-6600, 204904, 276720, 17, 95, 70, 68, 22, 0, 2.706875753920386
6600-7200, 239085, 330756, 21, 114, 86, 82, 30, 0, 3.7476139978791094
7200-7800, 306772, 582183, 22, 194, 143, 110, 82, 0, 17.783621837549934
7800-8400, 360687, 735883, 24, 230, 177, 113, 114, 0, 26.21042713567839
