Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90796, 92125, 3, 208, 207, 205, 2, 0, 0.31547619047619047
600-1200, 92644, 94033, 4, 159, 158, 156, 3, 0, 0.33409350057012543
1200-1800, 98567, 106062, 7, 139, 136, 132, 5, 0, 0.4539969834087481
1800-2400, 102425, 110994, 7, 132, 125, 123, 7, 0, 0.5608180839612487
2400-3000, 110074, 140666, 15, 121, 113, 92, 24, 0, 2.7389162561576357
3000-3600, 122764, 143296, 15, 128, 113, 110, 13, 0, 1.0895061728395061
3600-4200, 161004, 206231, 14, 165, 132, 130, 32, 0, 3.2601839684625493
4200-4800, 148729, 197957, 16, 157, 138, 119, 34, 0, 3.3535031847133756
4800-5400, 183043, 293817, 16, 209, 178, 130, 75, 0, 11.284960422163588
5400-6000, 213717, 319953, 19, 209, 173, 141, 65, 0, 9.660550458715596
6000-6600, 300031, 579049, 17, 370, 327, 181, 205, 0, 50.56219392752204
6600-7200, 345019, 676733, 16, 408, 356, 209, 193, 0, 40.79365079365079
7200-7800, 348492, 448816, 19, 294, 233, 223, 62, 0, 9.04354136429608
7800-8400, 344150, 534991, 18, 320, 256, 200, 113, 0, 21.220088626292466
