Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90762, 92105, 2, 159, 158, 156, 1, 0, 0.03892889288928893
600-1200, 91860, 92411, 2, 115, 114, 112, 1, 0, 0.03231076420402977
1200-1800, 94299, 99983, 4, 76, 75, 71, 3, 0, 0.07852329329036038
1800-2400, 102800, 112453, 8, 69, 65, 63, 4, 0, 0.2714072970960536
2400-3000, 103842, 127381, 10, 69, 62, 55, 10, 0, 0.9511904761904761
3000-3600, 125549, 144610, 14, 67, 60, 55, 9, 0, 0.7415929203539823
3600-4200, 122678, 216006, 12, 86, 76, 50, 33, 0, 5.691234347048301
4200-4800, 135710, 214277, 21, 77, 62, 47, 27, 0, 3.641635377555277
4800-5400, 153922, 207487, 21, 68, 52, 51, 14, 0, 1.5287698412698412
5400-6000, 170006, 283356, 25, 87, 66, 52, 32, 0, 4.491490244914902
6000-6600, 193396, 355589, 24, 99, 79, 54, 41, 0, 7.889164305949008
6600-7200, 232873, 413681, 26, 110, 90, 67, 40, 0, 6.979700854700854
7200-7800, 246234, 433410, 28, 108, 86, 62, 41, 0, 7.870086110071134
7800-8400, 258865, 478976, 30, 114, 75, 66, 44, 0, 7.918367346938775
