Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 92040, 92738, 1, 172, None, 169, 1, 0, 0.10688665710186514
600-1200, 93724, 94991, 4, 132, 130, 129, 2, 0, 0.1670547147846333
1200-1800, 97351, 99691, 7, 103, 101, 100, 3, 0, 0.21217547000895254
1800-2400, 107679, 117819, 8, 95, 89, 84, 8, 0, 0.4512338425381904
2400-3000, 123114, 137467, 10, 91, 86, 82, 8, 0, 0.6693333333333333
3000-3600, 111834, 175979, 9, 99, 88, 65, 32, 0, 3.769017980636238
3600-4200, 132926, 212560, 11, 114, 99, 71, 41, 0, 7.208391608391608
4200-4800, 166638, 225016, 13, 121, 103, 93, 23, 0, 2.6753846153846155
4800-5400, 186391, 309755, 16, 146, 121, 93, 55, 0, 8.378681626928472
5400-6000, 204185, 363693, 16, 165, 144, 96, 66, 0, 12.590909090909092
6000-6600, 289880, 462869, 18, 194, 148, 129, 60, 0, 10.469489414694895
6600-7200, 309962, 450283, 14, 187, 139, 128, 54, 0, 7.059065934065934
7200-7800, 376082, 577487, 14, 228, 180, 142, 82, 0, 14.633858267716535
7800-8400, 306606, 705674, 16, 269, 222, 129, 134, 0, 30.347144456886898
