Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90283, 91525, 1, 178, None, 174, 2, 0, 0.15905301767255753
600-1200, 91908, 94661, 6, 144, 142, 141, 3, 0, 0.2515286729466204
1200-1800, 93879, 97917, 7, 96, 94, 91, 2, 0, 0.3057894736842105
1800-2400, 96374, 105433, 15, 88, 83, 80, 5, 0, 0.37961335676625657
2400-3000, 107793, 138973, 13, 86, 72, 65, 18, 0, 1.832696980215203
3000-3600, 116027, 142618, 16, 82, 73, 67, 12, 0, 1.0956777171632397
3600-4200, 133342, 316375, 20, 161, 148, 67, 90, 0, 21.87278911564626
4200-4800, 132908, 192705, 25, 98, 80, 67, 28, 0, 3.7906588824020018
4800-5400, 147880, 205813, 31, 92, 76, 65, 24, 0, 3.100863243980009
5400-6000, 162935, 243474, 38, 108, 79, 72, 32, 0, 4.551662971175166
6000-6600, 173785, 290755, 29, 127, 87, 73, 51, 0, 8.37978681405448
6600-7200, 277881, 432360, 34, 158, 114, 105, 54, 0, 10.920162805259862
7200-7800, 268202, 425114, 37, 158, 126, 98, 56, 0, 9.70280568063734
7800-8400, 297754, 674564, 37, 231, 168, 108, 124, 0, 34.620957938244594
