Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90122, 91244, 6, 176, 175, 174, 1, 0, 0.19198664440734559, 0: 484, 1: 115
600-1200, 90946, 93132, 6, 140, 138, 137, 2, 0, 0.1749271137026239, 0: 895, 1: 88, 2: 46
1200-1800, 93760, 96174, 6, 99, 96, 95, 3, 0, 0.19911617234639245, 0: 9632, 1: 1936, 2: 190, 3: 9
1800-2400, 97534, 107032, 15, 84, 78, 77, 6, 0, 0.6540560370523226, 0: 11893, 1: 6642, 2: 2381, 3: 777, 4: 56, 5: 44, 6: 14
2400-3000, 100350, 113295, 12, 82, 70, 68, 6, 0, 0.8092159663233857, 0: 14281, 1: 6622, 2: 3103, 3: 1797, 4: 713, 5: 81, 6: 9
3000-3600, 111121, 138953, 17, 84, 74, 67, 13, 0, 1.55192750287687, 0: 9376, 1: 8619, 2: 3379, 3: 2935, 4: 764, 5: 1799, 6: 311, 7: 192, 8: 270, 9: 125, 10: 10, 11: 16, 12: 4, 13: 8
3600-4200, 127568, 153854, 12, 91, 75, 71, 14, 0, 2.035391025334036, 0: 7274, 1: 2805, 2: 3892, 3: 2047, 4: 1840, 5: 1084, 6: 1043, 7: 642, 8: 161, 9: 26, 10: 46, 11: 6, 12: 7, 13: 5, 14: 3
4200-4800, 123171, 222076, 21, 112, 90, 67, 20, 0, 1.69999102575608, 0: 13789, 1: 8398, 2: 3477, 3: 2071, 4: 1837, 5: 1552, 6: 385, 7: 446, 8: 397, 9: 498, 10: 105, 11: 121, 12: 164, 13: 101, 14: 10, 15: 34, 16: 6, 17: 30, 18: 6, 20: 2
4800-5400, 153790, 202092, 28, 100, 83, 78, 18, 0, 2.691803383542806, 0: 10487, 1: 8005, 2: 2670, 3: 1687, 4: 2455, 5: 685, 6: 774, 7: 494, 8: 543, 9: 644, 10: 615, 11: 695, 12: 529, 13: 355, 14: 112, 15: 393, 16: 95, 17: 22, 18: 9
5400-6000, 149624, 243232, 18, 115, 86, 71, 26, 0, 3.4550300227980606, 0: 10100, 1: 5123, 2: 1680, 3: 2964, 4: 1868, 5: 2664, 6: 985, 7: 956, 8: 999, 9: 971, 10: 585, 11: 197, 12: 215, 13: 260, 14: 265, 15: 347, 16: 371, 17: 134, 18: 145, 19: 116, 20: 60, 21: 109, 22: 2, 23: 4, 24: 21, 25: 1, 26: 1
6000-6600, 199865, 281502, 20, 122, 90, 82, 43, 0, 3.892357336956522, 0: 8419, 1: 5554, 2: 4934, 3: 1903, 4: 1546, 5: 920, 6: 1141, 7: 238, 8: 265, 9: 410, 10: 377, 11: 586, 12: 559, 13: 336, 14: 345, 15: 485, 16: 103, 17: 344, 18: 91, 19: 190, 20: 90, 21: 6, 22: 52, 23: 5, 25: 69, 27: 2, 29: 13, 31: 2, 32: 51, 33: 27, 34: 30, 36: 139, 37: 2, 38: 77, 39: 7, 40: 74, 42: 34, 43: 14
6600-7200, 195954, 513198, 29, 200, 164, 77, 26, 0, 4.558869990081187, 0: 8449, 1: 5536, 2: 1671, 3: 1439, 4: 1981, 5: 1186, 6: 968, 7: 301, 8: 401, 9: 918, 10: 311, 11: 242, 12: 351, 13: 137, 14: 282, 15: 80, 16: 434, 17: 106, 18: 129, 19: 419, 20: 652, 21: 185, 22: 10, 23: 424, 24: 405, 25: 200, 26: 4
7200-7800, 227047, 382618, 26, 148, 107, 86, 40, 0, 6.33136601618277, 0: 6548, 1: 4335, 2: 3285, 3: 2333, 4: 3363, 5: 1808, 6: 2142, 7: 764, 8: 406, 9: 334, 10: 97, 11: 102, 12: 83, 13: 410, 14: 243, 15: 44, 16: 299, 17: 792, 18: 318, 19: 7, 20: 395, 21: 126, 22: 368, 23: 210, 24: 401, 25: 447, 26: 127, 27: 432, 28: 73, 29: 683, 30: 288, 31: 36, 32: 129, 33: 2, 34: 24, 35: 1, 36: 36, 37: 3, 38: 18, 39: 2, 40: 1
7800-8400, 321912, 487214, 26, 191, 136, 125, 44, 0, 6.593187019541107, 0: 9252, 1: 5175, 2: 3802, 3: 1559, 4: 1363, 5: 1316, 6: 919, 7: 360, 8: 1337, 9: 1502, 10: 482, 11: 153, 12: 102, 13: 538, 14: 82, 15: 71, 16: 330, 17: 380, 18: 386, 19: 323, 20: 328, 21: 426, 22: 395, 23: 684, 24: 242, 25: 382, 26: 660, 27: 437, 28: 66, 29: 151, 30: 146, 31: 153, 32: 58, 34: 116, 35: 1, 36: 93, 37: 37, 38: 3, 39: 103, 40: 82, 41: 7, 42: 74, 43: 3, 44: 3
