Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90296, 90600, 1, 199, None, 197, 4, 0, 0.288135593220339, 0: 680, 1: 162, 2: 38, 3: 3, 4: 2
600-1200, 91118, 91473, 4, 162, 161, 159, 2, 0, 0.11176905995558846, 0: 1216, 1: 119, 2: 16
1200-1800, 93227, 96605, 5, 116, 112, 110, 5, 0, 0.42337625583698885, 0: 5135, 1: 1124, 2: 575, 3: 218, 4: 11, 5: 4
1800-2400, 100115, 109319, 7, 104, 99, 94, 12, 0, 1.128763806929944, 0: 6173, 1: 3316, 2: 1854, 3: 792, 4: 405, 5: 424, 6: 123, 7: 47, 8: 58, 9: 19, 10: 2, 11: 2, 12: 3
2400-3000, 100555, 114219, 11, 93, 86, 77, 14, 0, 1.807531137236643, 0: 5952, 1: 4012, 2: 2630, 3: 1234, 4: 1437, 5: 886, 6: 300, 7: 312, 8: 144, 9: 81, 10: 137, 11: 23, 12: 26, 13: 7, 14: 1
3000-3600, 114063, 151079, 14, 123, 106, 91, 15, 0, 2.2612901311494866, 0: 5887, 1: 3294, 2: 2166, 3: 1488, 4: 1115, 5: 1034, 6: 161, 7: 558, 8: 115, 9: 347, 10: 198, 11: 416, 12: 35, 13: 27, 14: 7, 15: 3
3600-4200, 118930, 156150, 17, 131, 119, 100, 24, 0, 3.5422936616507066, 0: 4883, 1: 3292, 2: 1581, 3: 1432, 4: 1082, 5: 898, 6: 645, 7: 771, 8: 286, 9: 663, 10: 635, 11: 226, 12: 63, 13: 619, 14: 140, 15: 174, 16: 14, 17: 74, 18: 11, 21: 50, 23: 3, 24: 2
4200-4800, 124339, 161941, 16, 126, 111, 93, 31, 0, 3.234344458119163, 0: 3208, 1: 2977, 2: 1539, 3: 866, 4: 2678, 5: 407, 6: 192, 7: 361, 8: 103, 9: 357, 10: 95, 11: 302, 12: 262, 13: 105, 14: 67, 15: 20, 16: 66, 17: 53, 18: 21, 19: 9, 20: 27, 21: 5, 22: 9, 24: 18, 25: 9, 26: 30, 27: 10, 28: 12, 29: 3, 31: 2
4800-5400, 143627, 200276, 15, 129, 104, 92, 37, 0, 6.086691898527005, 0: 3512, 1: 2930, 2: 1125, 3: 1306, 4: 800, 5: 1150, 6: 1422, 7: 1690, 8: 273, 9: 134, 10: 1643, 11: 210, 12: 465, 13: 100, 14: 359, 15: 249, 16: 169, 17: 743, 18: 249, 19: 261, 20: 252, 21: 37, 22: 43, 23: 58, 24: 185, 25: 25, 26: 10, 27: 56, 28: 8, 29: 8, 30: 3, 31: 3, 33: 63, 36: 9, 37: 2
5400-6000, 157817, 265982, 10, 169, 131, 98, 29, 0, 5.949879256813365, 0: 4527, 1: 2506, 2: 1631, 3: 1434, 4: 1421, 5: 1510, 6: 856, 7: 357, 8: 478, 9: 561, 10: 314, 11: 186, 12: 1158, 13: 466, 14: 96, 15: 414, 16: 410, 17: 295, 18: 30, 19: 170, 20: 647, 21: 42, 22: 72, 23: 80, 24: 275, 25: 256, 26: 49, 27: 44, 28: 4, 29: 2
6000-6600, 165172, 433739, 16, 237, 169, 93, 39, 0, 6.4079431877958966, 0: 1616, 1: 3252, 2: 1334, 3: 744, 4: 217, 5: 372, 6: 162, 7: 305, 8: 114, 9: 99, 10: 269, 11: 869, 12: 166, 13: 25, 14: 48, 15: 219, 16: 8, 17: 177, 18: 92, 19: 92, 20: 197, 21: 11, 22: 68, 23: 32, 24: 58, 25: 107, 26: 263, 27: 68, 28: 105, 29: 17, 30: 89, 31: 50, 32: 69, 33: 28, 34: 10, 35: 7, 36: 27, 37: 14, 38: 3, 39: 3
6600-7200, 189091, 331024, 16, 187, 148, 109, 34, 0, 8.36914867814698, 0: 1695, 1: 2148, 2: 1093, 3: 1357, 4: 665, 5: 476, 6: 821, 7: 2527, 8: 561, 9: 289, 10: 143, 11: 241, 12: 217, 13: 450, 14: 144, 15: 37, 16: 218, 17: 182, 18: 432, 19: 465, 20: 326, 21: 218, 22: 349, 23: 172, 24: 168, 25: 107, 26: 400, 27: 13, 28: 450, 29: 81, 30: 34, 31: 7, 32: 2, 34: 4
7200-7800, 282483, 490717, 19, 272, 221, 156, 66, 0, 11.65724184620286, 0: 2803, 1: 2603, 2: 3558, 3: 1649, 4: 3469, 5: 216, 6: 521, 7: 879, 8: 110, 9: 99, 10: 202, 11: 763, 12: 894, 13: 102, 14: 29, 15: 141, 16: 93, 17: 894, 18: 73, 19: 110, 20: 9, 21: 63, 22: 27, 23: 205, 24: 504, 25: 215, 26: 131, 27: 40, 28: 348, 29: 439, 30: 802, 31: 277, 32: 292, 33: 369, 34: 228, 35: 6, 36: 9, 37: 16, 38: 115, 39: 62, 40: 84, 41: 63, 42: 152, 43: 104, 44: 86, 45: 18, 46: 163, 47: 125, 48: 16, 49: 182, 50: 45, 51: 52, 52: 4, 53: 217, 54: 108, 55: 7, 56: 52, 57: 179, 58: 6, 59: 6, 60: 11, 61: 3, 62: 47, 63: 2, 65: 7, 66: 7
7800-8400, 268821, 377541, 17, 208, 157, 149, 80, 0, 19.29612210488952, 0: 1226, 1: 1374, 2: 1342, 3: 485, 4: 404, 5: 185, 6: 278, 7: 116, 8: 54, 9: 114, 10: 76, 11: 69, 12: 122, 13: 153, 14: 72, 15: 157, 16: 43, 17: 9, 18: 13, 19: 8, 20: 465, 21: 4, 22: 13, 23: 2, 24: 605, 25: 181, 26: 11, 27: 18, 28: 139, 29: 45, 30: 231, 31: 12, 32: 21, 33: 10, 34: 76, 35: 12, 36: 112, 37: 323, 38: 143, 39: 15, 40: 36, 41: 268, 42: 27, 43: 43, 44: 212, 45: 446, 46: 26, 47: 66, 48: 104, 49: 191, 50: 62, 51: 15, 52: 117, 53: 177, 54: 6, 55: 49, 56: 18, 57: 217, 58: 8, 59: 38, 60: 206, 61: 12, 62: 31, 63: 29, 64: 7, 66: 2, 67: 23, 69: 6, 70: 22, 71: 1, 72: 19, 73: 2, 74: 5, 76: 1, 77: 32, 78: 2, 79: 3, 80: 2
