Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90680, 92099, 1, 193, None, 189, 1, 0, 0.14666666666666667, 0: 320, 1: 55
600-1200, 91299, 93759, 6, 142, 140, 139, 2, 0, 0.057065217391304345, 0: 698, 1: 34, 2: 4
1200-1800, 92568, 101375, 11, 105, 102, 94, 3, 0, 0.2346143509809191, 0: 11616, 1: 3049, 2: 214, 3: 5
1800-2400, 98699, 108974, 16, 92, 88, 83, 6, 0, 0.5932693124840656, 0: 13694, 1: 6732, 2: 2308, 3: 636, 4: 124, 5: 30, 6: 10
2400-3000, 103055, 122319, 14, 86, 79, 71, 8, 0, 0.8822045111856479, 0: 17440, 1: 6700, 2: 4566, 3: 2843, 4: 639, 5: 135, 6: 143, 7: 29, 8: 2
3000-3600, 109288, 143343, 17, 83, 69, 62, 10, 0, 1.4112290502793297, 0: 15704, 1: 6933, 2: 5119, 3: 3607, 4: 1738, 5: 1275, 6: 1084, 7: 152, 8: 64, 9: 117, 10: 7
3600-4200, 119016, 217958, 17, 123, 105, 64, 16, 0, 2.210466608950055, 0: 10154, 1: 6789, 2: 4928, 3: 4092, 4: 2505, 5: 1829, 6: 787, 7: 622, 8: 590, 9: 472, 10: 315, 11: 329, 12: 32, 13: 6, 14: 24, 15: 21, 16: 2
4200-4800, 132676, 207750, 25, 107, 86, 63, 19, 0, 2.084390683309741, 0: 12803, 1: 8414, 2: 5248, 3: 5145, 4: 2166, 5: 1205, 6: 1067, 7: 794, 8: 749, 9: 370, 10: 349, 11: 121, 12: 142, 13: 46, 14: 130, 15: 27, 16: 25, 17: 49, 18: 3, 19: 2
4800-5400, 144187, 238481, 19, 109, 92, 67, 27, 0, 3.4067395561357703, 0: 14045, 1: 9928, 2: 5978, 3: 3576, 4: 2867, 5: 1196, 6: 2529, 7: 888, 8: 1495, 9: 1048, 10: 545, 11: 702, 12: 1287, 13: 919, 14: 597, 15: 301, 16: 323, 17: 349, 18: 65, 19: 129, 20: 40, 21: 1, 22: 22, 23: 66, 24: 44, 25: 63, 26: 9, 27: 12
5400-6000, 163527, 299593, 25, 131, 103, 71, 26, 0, 3.9656802470147827, 0: 9360, 1: 9210, 2: 3057, 3: 3475, 4: 979, 5: 1143, 6: 961, 7: 493, 8: 648, 9: 897, 10: 724, 11: 1448, 12: 934, 13: 484, 14: 808, 15: 575, 16: 135, 17: 508, 18: 114, 19: 103, 20: 87, 21: 201, 22: 81, 23: 8, 24: 160, 25: 3, 26: 1
6000-6600, 174865, 402184, 23, 171, 127, 80, 32, 0, 4.056295912601243, 0: 10013, 1: 8831, 2: 5122, 3: 2146, 4: 4221, 5: 2058, 6: 1573, 7: 1715, 8: 613, 9: 536, 10: 471, 11: 850, 12: 240, 13: 292, 14: 507, 15: 1188, 16: 251, 17: 350, 18: 97, 19: 162, 20: 491, 21: 16, 22: 71, 23: 348, 24: 93, 25: 15, 26: 79, 28: 3, 29: 108, 31: 6, 32: 6
6600-7200, 172041, 395804, 29, 159, 102, 73, 31, 0, 4.020566499224154, 0: 9830, 1: 9398, 2: 4162, 3: 2855, 4: 1116, 5: 1461, 6: 1319, 7: 921, 8: 629, 9: 406, 10: 533, 11: 689, 12: 890, 13: 798, 14: 166, 15: 282, 16: 356, 17: 282, 18: 267, 19: 402, 20: 310, 21: 423, 22: 21, 23: 173, 24: 86, 25: 43, 26: 3, 27: 91, 28: 106, 30: 1, 31: 4
7200-7800, 239262, 534669, 29, 207, 152, 94, 44, 0, 6.050967468994233, 0: 10637, 1: 7153, 2: 4605, 3: 3338, 4: 4004, 5: 2011, 6: 1427, 7: 392, 8: 605, 9: 717, 10: 248, 11: 1073, 12: 584, 13: 433, 14: 1057, 15: 1436, 16: 336, 17: 230, 18: 527, 19: 467, 20: 373, 21: 427, 22: 54, 23: 192, 24: 50, 25: 127, 26: 48, 27: 536, 28: 91, 29: 194, 30: 114, 31: 118, 32: 163, 33: 56, 34: 231, 35: 72, 36: 65, 37: 4, 38: 172, 39: 88, 40: 267, 41: 91, 42: 94, 43: 2, 44: 2
7800-8400, 290204, 502833, 37, 192, 142, 110, 49, 0, 5.18714364336819, 0: 11049, 1: 12653, 2: 3823, 3: 4386, 4: 1484, 5: 1076, 6: 485, 7: 1422, 8: 410, 9: 721, 10: 576, 11: 298, 12: 367, 13: 489, 14: 92, 15: 187, 16: 304, 17: 489, 18: 373, 19: 199, 20: 209, 21: 547, 22: 131, 23: 509, 24: 585, 25: 181, 26: 189, 27: 375, 28: 872, 29: 149, 30: 138, 31: 92, 32: 208, 33: 9, 34: 7, 35: 3, 36: 3, 37: 41, 38: 52, 39: 9, 40: 68, 41: 50, 42: 5, 43: 9, 44: 99, 47: 1, 49: 1
