Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90617, 91491, 1, 169, None, 166, 1, 0, 0.3333333333333333, 0: 234, 1: 117
600-1200, 92313, 93139, 2, 147, 146, 143, 2, 0, 0.01878980891719745, 0: 3083, 1: 55, 2: 2
1200-1800, 93052, 96415, 10, 93, 91, 90, 3, 0, 0.1695104175598045, 0: 9753, 1: 1844, 2: 65, 3: 1
1800-2400, 96068, 102739, 8, 78, 73, 71, 5, 0, 0.41196263162061597, 0: 16989, 1: 6247, 2: 1935, 3: 78, 4: 9, 5: 4
2400-3000, 100271, 132236, 9, 83, 75, 62, 5, 0, 0.7656692483537479, 0: 15321, 1: 8126, 2: 3844, 3: 1461, 4: 541, 5: 16
3000-3600, 110189, 142960, 18, 82, 71, 63, 11, 0, 1.3460856277457909, 0: 16520, 1: 6815, 2: 5256, 3: 3468, 4: 2187, 5: 1809, 6: 469, 7: 53, 8: 25, 9: 31, 10: 12, 11: 2
3600-4200, 110241, 146522, 18, 78, 63, 57, 12, 0, 1.5137624892154407, 0: 14130, 1: 9172, 2: 4752, 3: 2994, 4: 2065, 5: 939, 6: 749, 7: 452, 8: 305, 9: 205, 10: 24, 11: 133, 12: 11
4200-4800, 124845, 237969, 22, 106, 92, 55, 20, 0, 2.244378907632417, 0: 14485, 1: 9001, 2: 5072, 3: 3801, 4: 2543, 5: 2014, 6: 1685, 7: 1217, 8: 880, 9: 709, 10: 241, 11: 150, 12: 205, 13: 86, 14: 79, 15: 86, 16: 11, 17: 89, 18: 25, 19: 5, 20: 1
4800-5400, 136229, 214063, 21, 94, 77, 60, 17, 0, 2.5073548326746335, 0: 14124, 1: 9561, 2: 6273, 3: 2946, 4: 2085, 5: 1060, 6: 791, 7: 1097, 8: 1179, 9: 915, 10: 604, 11: 357, 12: 890, 13: 635, 14: 60, 15: 161, 16: 8, 17: 15
5400-6000, 142815, 242099, 25, 102, 75, 59, 20, 0, 2.9828776978417264, 0: 13455, 1: 6224, 2: 3970, 3: 1672, 4: 560, 5: 746, 6: 1753, 7: 697, 8: 1151, 9: 859, 10: 593, 11: 599, 12: 887, 13: 325, 14: 470, 15: 514, 16: 217, 17: 38, 18: 8, 19: 11, 20: 1
6000-6600, 205813, 313859, 28, 124, 87, 84, 23, 0, 3.632752028350275, 0: 10126, 1: 4836, 2: 3673, 3: 2705, 4: 1324, 5: 1749, 6: 701, 7: 1227, 8: 1454, 9: 689, 10: 382, 11: 570, 12: 391, 13: 775, 14: 122, 15: 236, 16: 263, 17: 365, 18: 92, 19: 238, 20: 82, 21: 160, 22: 7, 23: 2
6600-7200, 261000, 398557, 25, 146, 105, 99, 34, 0, 3.22465164706143, 0: 14897, 1: 10613, 2: 4640, 3: 2733, 4: 2087, 5: 2013, 6: 783, 7: 660, 8: 1089, 9: 362, 10: 385, 11: 581, 12: 925, 13: 242, 14: 1144, 15: 265, 16: 512, 17: 132, 18: 123, 19: 201, 20: 203, 21: 251, 22: 33, 23: 71, 24: 91, 25: 6, 26: 38, 27: 4, 28: 3, 29: 16, 30: 32, 31: 1, 32: 2, 33: 1, 34: 2
7200-7800, 220918, 569719, 32, 200, 153, 81, 38, 0, 4.7091145513012, 0: 14898, 1: 7905, 2: 7588, 3: 3975, 4: 4297, 5: 2530, 6: 624, 7: 1319, 8: 1962, 9: 1598, 10: 1490, 11: 1724, 12: 346, 13: 896, 14: 376, 15: 833, 16: 608, 17: 209, 18: 572, 19: 1087, 20: 311, 21: 608, 22: 320, 23: 297, 24: 46, 25: 63, 26: 58, 27: 33, 28: 79, 29: 80, 30: 41, 31: 23, 32: 2, 33: 51, 38: 60
7800-8400, 202412, 394928, 38, 131, 89, 69, 34, 0, 4.018325650219111, 0: 9486, 1: 4212, 2: 8732, 3: 2764, 4: 993, 5: 2040, 6: 1225, 7: 573, 8: 565, 9: 97, 10: 664, 11: 312, 12: 135, 13: 140, 14: 445, 15: 29, 16: 142, 17: 325, 18: 107, 19: 280, 20: 161, 21: 233, 22: 571, 23: 47, 24: 181, 25: 142, 26: 82, 27: 111, 28: 81, 29: 97, 30: 59, 31: 88, 32: 21, 34: 2
