Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 91913, 93867, 4, 131, 129, 127, 2, 0, 0.45121951219512196, 0: 2007, 1: 558, 2: 387
600-1200, 91984, 93776, 3, 113, 111, 108, 3, 0, 0.44685649844939385, 0: 2540, 1: 590, 2: 256, 3: 161
1200-1800, 96086, 101671, 9, 103, 98, 96, 3, 0, 0.2630638677981242, 0: 1710, 1: 471, 2: 56, 3: 2
1800-2400, 98048, 111924, 8, 80, 72, 70, 6, 0, 0.5680971659919029, 0: 3777, 1: 1570, 2: 669, 3: 66, 4: 73, 5: 10, 6: 10
2400-3000, 100487, 109649, 11, 69, 63, 62, 9, 0, 0.4127011297500856, 0: 4187, 1: 1124, 2: 424, 3: 51, 4: 29, 5: 15, 6: 1, 7: 5, 9: 6
3000-3600, 105171, 123808, 10, 71, 63, 58, 8, 0, 0.9688254434764354, 0: 5117, 1: 1810, 2: 1334, 3: 533, 4: 561, 5: 131, 6: 35, 7: 4, 8: 2
3600-4200, 109288, 140043, 13, 83, 73, 64, 8, 0, 1.0241350612293425, 0: 3915, 1: 2164, 2: 1167, 3: 735, 4: 272, 5: 137, 6: 10, 7: 10, 8: 1
4200-4800, 111787, 143648, 14, 78, 68, 59, 9, 0, 1.7110044566335276, 0: 2733, 1: 2282, 2: 1411, 3: 688, 4: 997, 5: 251, 6: 211, 7: 149, 8: 8, 9: 21
4800-5400, 123039, 159185, 15, 82, 63, 62, 14, 0, 1.0471414242728185, 0: 4159, 1: 3306, 2: 1588, 3: 523, 4: 104, 5: 70, 6: 120, 7: 19, 8: 37, 9: 20, 10: 2, 11: 8, 12: 1, 13: 8, 14: 5
5400-6000, 134671, 185585, 13, 74, 52, 51, 15, 0, 1.8798569015204214, 0: 3644, 1: 1812, 2: 1591, 3: 1089, 4: 666, 5: 682, 6: 185, 7: 125, 8: 62, 9: 87, 10: 35, 11: 55, 12: 29, 15: 1
6000-6600, 136369, 192280, 16, 92, 69, 61, 16, 0, 3.291725236622622, 0: 1755, 1: 1836, 2: 2074, 3: 1223, 4: 639, 5: 683, 6: 670, 7: 729, 8: 361, 9: 154, 10: 172, 11: 261, 12: 61, 13: 8, 14: 7, 15: 28, 16: 10
6600-7200, 160503, 209133, 17, 85, 68, 64, 28, 0, 3.2834291688447466, 0: 2448, 1: 1693, 2: 890, 3: 1069, 4: 627, 5: 561, 6: 1172, 7: 90, 8: 221, 9: 224, 10: 72, 11: 113, 12: 25, 13: 8, 14: 185, 15: 26, 16: 58, 17: 29, 18: 2, 19: 6, 20: 10, 21: 15, 22: 1, 23: 3, 24: 4, 25: 3, 26: 2, 27: 4, 28: 4
7200-7800, 159842, 228359, 15, 93, 73, 63, 26, 0, 4.208498407519615, 0: 2034, 1: 1933, 2: 2293, 3: 1292, 4: 1529, 5: 828, 6: 364, 7: 247, 8: 152, 9: 185, 10: 398, 11: 240, 12: 120, 13: 511, 14: 412, 15: 99, 16: 42, 17: 7, 18: 11, 19: 21, 20: 9, 21: 81, 22: 15, 23: 33, 24: 12, 25: 1, 26: 4
7800-8400, 225146, 293742, 13, 120, 99, 92, 30, 0, 4.570119456717395, 0: 2232, 1: 2247, 2: 1237, 3: 1377, 4: 434, 5: 321, 6: 531, 7: 440, 8: 1103, 9: 97, 10: 460, 11: 533, 12: 235, 13: 392, 14: 139, 15: 284, 16: 8, 17: 109, 18: 4, 19: 2, 22: 1, 23: 3, 24: 1, 26: 8, 28: 9, 29: 1, 30: 14
