Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90641, 91230, 2, 169, 168, 167, 1, 0, 0.12155963302752294, 0: 383, 1: 53
600-1200, 90656, 91304, 2, 139, 138, 137, 2, 0, 0.11536388140161725, 0: 1691, 1: 114, 2: 50
1200-1800, 93767, 97462, 5, 97, 93, 91, 5, 0, 0.32573548900079513, 0: 5733, 1: 1358, 2: 313, 3: 95, 4: 46, 5: 1
1800-2400, 95406, 106647, 10, 82, 78, 75, 5, 0, 0.6671588272516347, 0: 5772, 1: 2165, 2: 740, 3: 585, 4: 174, 5: 46
2400-3000, 106387, 127303, 8, 85, 76, 70, 9, 0, 1.018971608007327, 0: 7721, 1: 3433, 2: 1877, 3: 1161, 4: 723, 5: 274, 6: 56, 7: 24, 8: 13, 9: 4
3000-3600, 108831, 149895, 11, 87, 74, 61, 11, 0, 1.7816061312895701, 0: 5309, 1: 3113, 2: 2658, 3: 1712, 4: 383, 5: 520, 6: 484, 7: 505, 8: 304, 9: 11, 11: 6
3600-4200, 119042, 141112, 10, 74, 60, 58, 14, 0, 1.95665799826632, 0: 4783, 1: 3810, 2: 1672, 3: 1657, 4: 1096, 5: 745, 6: 561, 7: 258, 8: 78, 9: 190, 10: 43, 11: 87, 12: 7, 13: 7, 14: 3
4200-4800, 137047, 173626, 11, 96, 79, 75, 21, 0, 2.9900575184880855, 0: 4874, 1: 1498, 2: 1028, 3: 1146, 4: 618, 5: 293, 6: 408, 7: 388, 8: 262, 9: 557, 10: 425, 11: 230, 12: 100, 13: 74, 14: 60, 15: 93, 16: 21, 17: 67, 18: 4, 19: 19, 20: 3, 21: 2
4800-5400, 138232, 207311, 15, 101, 72, 69, 26, 0, 3.557708187765991, 0: 3781, 1: 3624, 2: 1527, 3: 1570, 4: 996, 5: 711, 6: 690, 7: 380, 8: 528, 9: 125, 10: 411, 11: 40, 12: 220, 13: 389, 14: 168, 15: 139, 16: 139, 17: 29, 18: 21, 19: 116, 20: 40, 21: 50, 22: 40, 23: 1, 24: 4, 25: 3, 26: 1
5400-6000, 180197, 302089, 13, 142, 100, 84, 37, 0, 6.670584312744853, 0: 2244, 1: 1951, 2: 887, 3: 665, 4: 436, 5: 559, 6: 248, 7: 590, 8: 285, 9: 278, 10: 445, 11: 368, 12: 241, 13: 163, 14: 144, 15: 1237, 16: 226, 17: 35, 18: 189, 19: 357, 20: 31, 21: 70, 22: 143, 23: 81, 24: 5, 25: 1, 26: 15, 27: 3, 28: 19, 29: 2, 30: 1, 31: 31, 32: 2, 33: 2, 34: 41, 35: 1, 37: 1
6000-6600, 165119, 273770, 15, 119, 95, 73, 36, 0, 5.907721587819467, 0: 2933, 1: 2450, 2: 2485, 3: 1406, 4: 815, 5: 2489, 6: 308, 7: 448, 8: 1150, 9: 503, 10: 250, 11: 302, 12: 147, 13: 235, 14: 116, 15: 169, 16: 130, 17: 144, 18: 337, 19: 266, 20: 112, 21: 172, 22: 84, 23: 159, 24: 395, 25: 71, 26: 3, 27: 53, 28: 85, 29: 18, 30: 49, 31: 2, 32: 3, 33: 22, 34: 2, 35: 76, 36: 1
6600-7200, 216088, 341827, 14, 145, 112, 91, 46, 0, 6.509279217706745, 0: 5447, 1: 1983, 2: 1743, 3: 1205, 4: 805, 5: 547, 6: 354, 7: 1079, 8: 153, 9: 414, 10: 300, 11: 301, 12: 853, 13: 260, 14: 219, 15: 207, 16: 960, 17: 542, 18: 186, 19: 156, 20: 72, 21: 221, 22: 122, 23: 65, 24: 68, 25: 34, 26: 82, 27: 36, 28: 37, 29: 68, 30: 104, 31: 22, 32: 4, 33: 8, 34: 19, 35: 59, 36: 7, 37: 19, 38: 40, 39: 51, 40: 116, 41: 3, 42: 5, 43: 31, 44: 2, 45: 6, 46: 6
7200-7800, 283375, 430560, 16, 178, 145, 112, 47, 0, 11.503759398496241, 0: 3138, 1: 2702, 2: 756, 3: 785, 4: 827, 5: 468, 6: 321, 7: 486, 8: 20, 9: 86, 10: 5, 11: 679, 12: 662, 13: 89, 14: 137, 15: 68, 16: 67, 17: 20, 18: 322, 19: 943, 20: 285, 21: 113, 22: 176, 23: 307, 24: 171, 25: 155, 26: 86, 27: 72, 28: 80, 29: 453, 30: 190, 31: 149, 32: 10, 33: 341, 34: 203, 35: 259, 36: 326, 37: 12, 38: 8, 39: 12, 40: 93, 41: 342, 42: 15, 43: 157, 44: 154, 45: 5, 47: 3
7800-8400, 345280, 461588, 17, 173, 136, 128, 61, 0, 8.562892095357592, 0: 2893, 1: 1930, 2: 1002, 3: 1396, 4: 83, 5: 863, 6: 49, 7: 468, 8: 428, 9: 397, 10: 26, 11: 76, 12: 530, 13: 77, 14: 150, 15: 184, 16: 50, 17: 34, 18: 191, 19: 52, 20: 38, 21: 102, 22: 42, 23: 8, 24: 139, 25: 53, 26: 278, 27: 56, 28: 34, 29: 36, 30: 32, 31: 40, 33: 3, 34: 25, 35: 66, 36: 9, 37: 40, 38: 212, 39: 10, 40: 22, 41: 55, 42: 4, 43: 30, 44: 8, 45: 60, 46: 31, 47: 72, 48: 116, 49: 4, 50: 2, 51: 5, 52: 76, 53: 14, 54: 64, 55: 3, 56: 70, 57: 9, 58: 1, 60: 3, 61: 1
