Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 92109, 93147, 4, 112, 110, 109, 3, 0, 0.15856236786469344, 0: 1206, 1: 206, 2: 2, 3: 5
600-1200, 91298, 92617, 3, 117, 115, 114, 2, 0, 0.2279495990836197, 0: 2038, 1: 565, 2: 16
1200-1800, 94929, 101520, 6, 83, 80, 78, 3, 0, 0.2641909065235809, 0: 5442, 1: 1422, 2: 205, 3: 13
1800-2400, 99720, 110791, 10, 77, 72, 69, 7, 0, 0.6489837398373983, 0: 5794, 1: 2493, 2: 1002, 3: 402, 4: 93, 5: 26, 6: 29, 7: 1
2400-3000, 115960, 129784, 8, 81, 73, 71, 9, 0, 1.232456482710171, 0: 5698, 1: 2995, 2: 1567, 3: 1322, 4: 659, 5: 418, 6: 104, 7: 43, 8: 2, 9: 3
3000-3600, 120257, 147007, 14, 78, 70, 64, 15, 0, 2.3588630806845967, 0: 4636, 1: 2452, 2: 2866, 3: 2416, 4: 1184, 5: 756, 6: 1025, 7: 474, 8: 199, 9: 112, 10: 160, 11: 19, 12: 45, 13: 6, 14: 2, 15: 8
3600-4200, 142564, 206068, 13, 105, 79, 68, 20, 0, 3.039993134225884, 0: 5445, 1: 2396, 2: 1167, 3: 2029, 4: 1461, 5: 1721, 6: 1021, 7: 500, 8: 369, 9: 624, 10: 184, 11: 116, 12: 43, 13: 174, 14: 15, 15: 58, 16: 94, 18: 9, 19: 7, 20: 45
4200-4800, 155915, 200703, 16, 86, 69, 65, 19, 0, 2.6119055089874044, 0: 7446, 1: 4870, 2: 1750, 3: 1919, 4: 1969, 5: 1015, 6: 787, 7: 306, 8: 583, 9: 448, 10: 352, 11: 283, 12: 89, 13: 85, 14: 73, 15: 19, 16: 19, 17: 137, 18: 136, 19: 23
4800-5400, 174775, 274091, 15, 124, 100, 78, 26, 0, 4.455462051444903, 0: 3731, 1: 1177, 2: 1654, 3: 1072, 4: 903, 5: 685, 6: 472, 7: 274, 8: 293, 9: 181, 10: 325, 11: 387, 12: 82, 13: 202, 14: 242, 15: 120, 16: 19, 17: 290, 18: 71, 19: 13, 20: 7, 21: 17, 22: 90, 23: 112, 25: 59, 26: 118
5400-6000, 186144, 450168, 16, 171, 136, 74, 32, 0, 6.027837891009247, 0: 4060, 1: 2742, 2: 1428, 3: 622, 4: 1599, 5: 450, 6: 1763, 7: 896, 8: 402, 9: 1349, 10: 399, 11: 444, 12: 802, 13: 666, 14: 854, 15: 499, 16: 287, 17: 195, 18: 153, 19: 7, 20: 14, 21: 146, 22: 98, 23: 165, 24: 10, 25: 183, 26: 54, 27: 3, 28: 6, 29: 2, 30: 29, 31: 3, 32: 2
6000-6600, 185428, 347767, 14, 130, 83, 74, 41, 0, 8.330806713589604, 0: 2949, 1: 2908, 2: 723, 3: 1262, 4: 1903, 5: 1083, 6: 931, 7: 1106, 8: 241, 9: 470, 10: 470, 11: 492, 12: 575, 13: 267, 14: 503, 15: 506, 16: 307, 17: 105, 18: 173, 19: 434, 20: 506, 21: 80, 22: 286, 23: 97, 24: 442, 25: 353, 26: 64, 27: 53, 28: 101, 29: 196, 30: 230, 31: 55, 32: 86, 33: 17, 34: 139, 35: 64, 36: 99, 37: 1, 38: 9, 39: 8, 40: 13, 41: 10
6600-7200, 227515, 528895, 17, 190, 129, 87, 36, 0, 6.68634393827291, 0: 1486, 1: 2905, 2: 2089, 3: 565, 4: 1323, 5: 1668, 6: 1314, 7: 463, 8: 949, 9: 999, 10: 1268, 11: 288, 12: 516, 13: 403, 14: 614, 15: 163, 16: 270, 17: 438, 18: 433, 19: 70, 20: 228, 21: 129, 22: 24, 23: 19, 24: 13, 25: 59, 26: 5, 27: 1, 28: 2, 29: 7, 30: 120, 31: 4, 33: 6, 34: 5, 35: 74, 36: 2
7200-7800, 278170, 561881, 17, 211, 147, 109, 56, 0, 8.981660487288135, 0: 3252, 1: 1515, 2: 1684, 3: 841, 4: 109, 5: 1627, 6: 541, 7: 492, 8: 28, 9: 759, 10: 396, 11: 130, 12: 69, 13: 150, 14: 145, 15: 350, 16: 118, 17: 50, 18: 287, 19: 113, 20: 62, 21: 43, 22: 105, 23: 331, 24: 181, 25: 127, 26: 45, 27: 77, 28: 38, 29: 236, 30: 175, 31: 1, 32: 2, 33: 37, 34: 39, 35: 4, 36: 148, 37: 157, 38: 3, 39: 26, 40: 45, 41: 31, 42: 57, 43: 21, 44: 10, 45: 34, 46: 51, 47: 9, 48: 48, 49: 72, 50: 12, 51: 12, 52: 10, 53: 57, 54: 113, 55: 19, 56: 10
7800-8400, 299137, 603343, 15, 216, 166, 105, 53, 0, 9.77162823913487, 0: 1827, 1: 3427, 2: 2744, 3: 1921, 4: 934, 5: 1300, 6: 578, 7: 293, 8: 457, 9: 88, 10: 84, 11: 776, 12: 196, 13: 199, 14: 189, 15: 92, 16: 285, 17: 78, 18: 14, 19: 10, 20: 8, 21: 22, 22: 4, 23: 185, 24: 112, 25: 444, 26: 44, 27: 181, 28: 678, 29: 293, 30: 7, 31: 354, 32: 61, 33: 45, 34: 268, 35: 227, 36: 62, 37: 169, 38: 37, 39: 22, 40: 410, 41: 149, 42: 31, 43: 14, 44: 70, 45: 144, 46: 50, 47: 5, 49: 5, 50: 1, 51: 6, 53: 4
