Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90069, 90069, 1, 160, None, 159, 1, 0, 0.058928817293129564
600-1200, 92122, 93718, 4, 129, 128, 126, 1, 0, 0.08956417433026789
1200-1800, 93764, 136558, 9, 109, 105, 75, 31, 0, 4.708209693372898
1800-2400, 107707, 127438, 12, 84, 80, 71, 15, 0, 1.1520882584712373
2400-3000, 128480, 156347, 8, 84, 77, 68, 16, 0, 2.0708069620253164
3000-3600, 120095, 136057, 16, 65, 58, 57, 7, 0, 0.5063583815028901
3600-4200, 117019, 145058, 16, 61, 51, 47, 10, 0, 0.7826657912015759
4200-4800, 132874, 188068, 18, 70, 59, 48, 20, 0, 2.5301492537313433
4800-5400, 175428, 245436, 18, 84, 67, 57, 28, 0, 3.617195496417605
5400-6000, 176529, 378644, 21, 120, 87, 56, 60, 0, 15.509534706331046
6000-6600, 246131, 315776, 22, 97, 79, 76, 28, 0, 3.7056737588652484
6600-7200, 193363, 495373, 21, 136, 112, 53, 78, 0, 20.836552748885588
7200-7800, 217361, 356017, 31, 98, 68, 60, 34, 0, 4.731802911534155
7800-8400, 430341, 805362, 30, 196, 162, 101, 92, 0, 22.67687552683338
