Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90749, 91345, 1, 182, None, 180, 2, 0, 0.17688022284122562
600-1200, 93400, 94834, 4, 163, 162, 159, 5, 0, 0.23074504872681548
1200-1800, 93875, 97131, 8, 110, 108, 106, 3, 0, 0.2896292315959162
1800-2400, 113457, 119541, 7, 102, 98, 96, 9, 0, 0.7237834132967786
2400-3000, 110948, 145009, 13, 107, 96, 80, 24, 0, 2.514628657164291
3000-3600, 155796, 190452, 11, 118, 109, 94, 45, 0, 6.932392273402675
3600-4200, 132093, 186284, 14, 108, 98, 75, 30, 0, 4.198019801980198
4200-4800, 150310, 234493, 17, 137, 112, 87, 45, 0, 6.579499596448749
4800-5400, 185484, 229254, 20, 123, 103, 98, 23, 0, 2.824284304047384
5400-6000, 192200, 307242, 19, 157, 136, 102, 51, 0, 9.311297071129706
6000-6600, 298404, 389325, 19, 189, 145, 141, 58, 0, 7.920634920634921
6600-7200, 255851, 364776, 23, 161, 124, 113, 42, 0, 6.388358778625954
7200-7800, 255148, 424463, 22, 185, 139, 110, 71, 0, 10.67502321262767
7800-8400, 326856, 561945, 25, 233, 170, 141, 88, 0, 15.735863095238095
