Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90976, 92334, 1, 197, None, 193, 2, 0, 0.2550033730604902
600-1200, 91488, 92553, 4, 158, 156, 155, 2, 0, 0.26455566905005107
1200-1800, 104839, 107048, 8, 136, 132, 130, 12, 0, 0.6615096108766995
1800-2400, 106367, 113735, 6, 105, 100, 97, 6, 0, 0.5081967213114754
2400-3000, 108755, 134788, 10, 114, 102, 94, 18, 0, 1.6664104534973097
3000-3600, 118488, 151920, 15, 104, 92, 78, 24, 0, 2.579982891360137
3600-4200, 127015, 190686, 18, 129, 109, 85, 39, 0, 5.79
4200-4800, 151104, 212121, 14, 128, 109, 92, 33, 0, 4.5902394106813995
4800-5400, 153096, 266818, 23, 159, 134, 89, 64, 0, 9.506932409012132
5400-6000, 190958, 363979, 23, 185, 160, 96, 88, 0, 19.7673531655225
6000-6600, 269459, 391586, 21, 209, 160, 144, 61, 0, 9.115562403697997
6600-7200, 250627, 429174, 25, 225, 179, 133, 87, 0, 15.976599063962558
7200-7800, 332484, 455455, 22, 218, 172, 154, 61, 0, 9.776170212765958
7800-8400, 368613, 629283, 27, 300, 233, 177, 123, 0, 26.25819397993311
