Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90125, 91415, 2, 177, 175, 174, 1, 0, 0.15071283095723015, 0: 417, 1: 74
600-1200, 90749, 91538, 4, 149, 147, 146, 2, 0, 0.13099415204678364, 0: 777, 1: 44, 2: 34
1200-1800, 93150, 100298, 8, 105, 100, 97, 3, 0, 0.2174042174042174, 0: 8396, 1: 1248, 2: 423, 3: 34
1800-2400, 98272, 104945, 9, 92, 85, 84, 6, 0, 0.6764670514670514, 0: 9359, 1: 4217, 2: 2340, 3: 560, 4: 124, 5: 14, 6: 18
2400-3000, 104745, 128256, 12, 93, 85, 75, 9, 0, 1.0786711451663693, 0: 8763, 1: 4674, 2: 2828, 3: 1768, 4: 532, 5: 273, 6: 93, 7: 119, 8: 1, 9: 3
3000-3600, 106899, 128467, 8, 82, 72, 70, 14, 0, 2.1820668836375643, 0: 6468, 1: 5171, 2: 2974, 3: 1255, 4: 2027, 5: 1155, 6: 614, 7: 258, 8: 474, 9: 340, 10: 35, 11: 369, 12: 50, 13: 10, 14: 1
3600-4200, 123290, 176051, 15, 115, 99, 80, 18, 0, 3.1557233425722386, 0: 10092, 1: 5338, 2: 3256, 3: 1942, 4: 2825, 5: 1022, 6: 2158, 7: 427, 8: 778, 9: 350, 10: 1049, 11: 232, 12: 714, 13: 124, 14: 276, 15: 357, 16: 422, 17: 21, 18: 6
4200-4800, 122056, 182265, 18, 108, 90, 72, 20, 0, 2.9222754153759505, 0: 7838, 1: 6091, 2: 5095, 3: 3231, 4: 1772, 5: 2733, 6: 1840, 7: 865, 8: 423, 9: 223, 10: 237, 11: 168, 12: 408, 13: 282, 14: 462, 15: 108, 16: 31, 17: 26, 18: 21, 19: 104, 20: 1
4800-5400, 140007, 236413, 18, 119, 84, 73, 20, 0, 2.8561068213813403, 0: 7938, 1: 3940, 2: 1596, 3: 2905, 4: 1544, 5: 1847, 6: 407, 7: 1009, 8: 392, 9: 282, 10: 340, 11: 180, 12: 218, 13: 227, 14: 175, 15: 252, 16: 16, 17: 101, 18: 7, 19: 63, 20: 2
5400-6000, 156161, 286647, 21, 146, 117, 80, 26, 0, 3.981090217620959, 0: 6246, 1: 6347, 2: 3984, 3: 2657, 4: 1126, 5: 1057, 6: 554, 7: 1305, 8: 452, 9: 933, 10: 573, 11: 70, 12: 502, 13: 187, 14: 268, 15: 454, 16: 146, 17: 689, 18: 250, 19: 287, 20: 8, 21: 77, 22: 67, 23: 84, 24: 71, 25: 2, 26: 2
6000-6600, 176682, 259327, 19, 130, 94, 87, 44, 0, 6.89326494702557, 0: 7000, 1: 2701, 2: 3353, 3: 1070, 4: 830, 5: 1847, 6: 568, 7: 539, 8: 767, 9: 293, 10: 399, 11: 512, 12: 1224, 13: 185, 14: 555, 15: 95, 16: 555, 17: 347, 18: 212, 19: 543, 20: 1277, 21: 18, 22: 72, 23: 135, 24: 16, 25: 746, 26: 16, 27: 12, 28: 34, 29: 5, 30: 5, 31: 2, 32: 452, 33: 26, 34: 58, 36: 62, 37: 64, 38: 60, 40: 2, 41: 46, 42: 2, 44: 6
6600-7200, 180988, 371636, 23, 170, 135, 89, 32, 0, 5.003576257141611, 0: 3996, 1: 5415, 2: 1526, 3: 2511, 4: 985, 5: 920, 6: 1278, 7: 2542, 8: 783, 9: 452, 10: 91, 11: 111, 12: 44, 13: 54, 14: 314, 15: 255, 16: 9, 17: 53, 18: 24, 19: 45, 20: 27, 21: 156, 22: 44, 23: 100, 24: 55, 25: 138, 26: 88, 27: 318, 28: 53, 29: 268, 30: 3, 31: 267, 32: 4
7200-7800, 301760, 458716, 23, 205, 167, 129, 62, 0, 10.331544790229444, 0: 3076, 1: 4399, 2: 1927, 3: 1108, 4: 1056, 5: 241, 6: 272, 7: 366, 8: 65, 9: 396, 10: 414, 11: 465, 12: 526, 13: 298, 14: 201, 15: 38, 16: 282, 17: 78, 18: 22, 19: 335, 20: 61, 21: 76, 22: 227, 23: 71, 24: 126, 25: 419, 26: 206, 27: 152, 28: 133, 29: 271, 30: 178, 31: 208, 32: 62, 33: 107, 34: 60, 35: 39, 36: 143, 37: 143, 38: 45, 39: 39, 40: 1, 41: 1, 43: 86, 44: 86, 45: 156, 46: 156, 47: 12, 48: 24, 49: 16, 50: 8, 51: 4, 52: 118, 53: 122, 54: 8, 55: 90, 56: 86, 57: 10, 58: 126, 59: 120, 60: 4, 61: 2, 62: 2
7800-8400, 279697, 581191, 20, 247, 176, 118, 65, 0, 7.308839595307082, 0: 3801, 1: 4287, 2: 4257, 3: 1345, 4: 970, 5: 688, 6: 1002, 7: 112, 8: 61, 9: 388, 10: 269, 11: 96, 12: 98, 13: 64, 14: 88, 15: 341, 16: 55, 17: 201, 18: 266, 19: 34, 20: 351, 21: 55, 22: 307, 23: 11, 24: 107, 25: 23, 26: 21, 27: 137, 28: 8, 29: 37, 30: 66, 31: 6, 32: 4, 33: 1, 34: 238, 35: 3, 36: 39, 38: 32, 39: 19, 40: 96, 43: 69, 44: 133, 45: 20, 46: 2, 47: 1, 48: 235, 49: 8, 50: 82, 51: 4, 52: 3, 53: 95, 54: 39, 55: 6, 56: 124, 57: 10, 58: 54, 59: 28, 60: 1, 62: 77, 63: 71, 64: 4, 65: 3
