Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 93194, 95524, 4, 119, 118, 115, 3, 0, 0.09971509971509972, 0: 1916, 1: 171, 2: 18, 3: 1
600-1200, 91477, 93687, 4, 109, 107, 105, 3, 0, 0.08990318118948824, 0: 1333, 1: 97, 2: 15, 3: 1
1200-1800, 96675, 101690, 6, 83, 81, 78, 4, 0, 0.3986579019446727, 0: 4851, 1: 2065, 2: 314, 3: 70, 4: 2
1800-2400, 102996, 116913, 14, 75, 71, 66, 5, 0, 0.688984438984439, 0: 5307, 1: 2682, 2: 1365, 3: 349, 4: 54, 5: 11
2400-3000, 107571, 121609, 11, 78, 72, 69, 9, 0, 1.2148473635522665, 0: 5787, 1: 2991, 2: 2089, 3: 905, 4: 604, 5: 253, 6: 221, 7: 113, 8: 4, 9: 5
3000-3600, 114834, 146101, 13, 74, 63, 58, 13, 0, 1.7394786858539235, 0: 4447, 1: 4525, 2: 1989, 3: 1288, 4: 820, 5: 820, 6: 387, 7: 232, 8: 148, 9: 33, 10: 30, 11: 5, 12: 7, 13: 1
3600-4200, 125685, 182132, 14, 93, 80, 68, 13, 0, 2.5199502109121084, 0: 4763, 1: 2007, 2: 1716, 3: 1581, 4: 1800, 5: 536, 6: 328, 7: 696, 8: 330, 9: 363, 10: 213, 11: 60, 12: 42, 13: 26
4200-4800, 122536, 202859, 14, 89, 58, 55, 25, 0, 3.7958555601148953, 0: 6032, 1: 2246, 2: 1313, 3: 2092, 4: 2373, 5: 1447, 6: 710, 7: 161, 8: 294, 9: 173, 10: 331, 11: 338, 12: 382, 13: 225, 14: 562, 15: 248, 16: 69, 17: 165, 18: 75, 19: 49, 20: 84, 21: 45, 22: 19, 23: 47, 24: 6, 25: 10
4800-5400, 174816, 264177, 12, 106, 86, 69, 31, 0, 5.2733154980401915, 0: 2864, 1: 2930, 2: 1424, 3: 1596, 4: 747, 5: 623, 6: 435, 7: 813, 8: 797, 9: 254, 10: 503, 11: 483, 12: 323, 13: 438, 14: 535, 15: 294, 16: 293, 17: 110, 18: 91, 19: 32, 20: 217, 21: 108, 22: 72, 23: 30, 24: 13, 25: 3, 26: 31, 31: 14
5400-6000, 147702, 245726, 15, 96, 62, 60, 27, 0, 5.155816790506821, 0: 3528, 1: 2784, 2: 1935, 3: 3029, 4: 448, 5: 606, 6: 299, 7: 349, 8: 443, 9: 456, 10: 431, 11: 1162, 12: 381, 13: 276, 14: 227, 15: 231, 16: 101, 17: 254, 18: 114, 19: 340, 20: 110, 21: 118, 22: 165, 23: 139, 24: 36, 25: 55, 26: 12, 27: 5
6000-6600, 169960, 308777, 14, 113, 64, 62, 39, 0, 4.170815995486283, 0: 3112, 1: 2538, 2: 1559, 3: 2600, 4: 1059, 5: 343, 6: 235, 7: 138, 8: 858, 9: 65, 10: 102, 11: 58, 12: 150, 13: 286, 14: 125, 15: 56, 16: 65, 17: 60, 18: 52, 19: 59, 20: 59, 21: 127, 22: 105, 23: 84, 24: 47, 25: 71, 26: 26, 27: 14, 28: 13, 29: 9, 30: 42, 31: 25, 33: 16, 34: 2, 36: 4, 37: 4, 39: 11
6600-7200, 254237, 582156, 18, 219, 138, 95, 44, 0, 7.822550316874434, 0: 2777, 1: 1468, 2: 1999, 3: 696, 4: 1985, 5: 319, 6: 561, 7: 115, 8: 627, 9: 355, 10: 114, 11: 115, 12: 107, 13: 334, 14: 92, 15: 104, 16: 11, 17: 223, 18: 45, 19: 344, 20: 78, 21: 39, 22: 74, 23: 54, 24: 81, 25: 85, 26: 137, 27: 54, 28: 102, 29: 161, 30: 87, 31: 56, 32: 36, 33: 256, 34: 90, 35: 263, 36: 9, 37: 55, 38: 15, 39: 17, 40: 9, 41: 201, 42: 1, 44: 8
7200-7800, 206540, 303242, 14, 116, 87, 85, 64, 0, 12.471055260528944, 0: 2210, 1: 2904, 2: 1312, 3: 2282, 4: 341, 5: 120, 6: 89, 7: 928, 8: 214, 9: 123, 10: 783, 11: 403, 12: 182, 13: 372, 14: 46, 15: 1094, 16: 123, 17: 169, 18: 822, 19: 27, 20: 501, 21: 146, 22: 42, 23: 27, 24: 137, 25: 642, 26: 314, 27: 97, 28: 92, 29: 58, 30: 77, 31: 176, 32: 18, 33: 96, 34: 49, 35: 102, 36: 182, 37: 23, 38: 97, 39: 14, 40: 130, 41: 232, 42: 151, 43: 42, 44: 27, 45: 11, 46: 195, 47: 5, 48: 22, 50: 2, 51: 156, 52: 14, 53: 10, 54: 2, 55: 2, 56: 238, 58: 4, 59: 14, 60: 10, 61: 14, 62: 250, 63: 10, 64: 44
7800-8400, 335659, 615884, 18, 223, 157, 128, 63, 0, 8.305849965588438, 0: 2188, 1: 4143, 2: 563, 3: 1058, 4: 664, 5: 724, 6: 233, 7: 238, 8: 76, 9: 271, 10: 194, 11: 654, 12: 227, 13: 33, 14: 722, 15: 104, 16: 449, 17: 30, 18: 44, 19: 225, 20: 10, 21: 56, 22: 37, 23: 39, 24: 39, 25: 26, 26: 82, 27: 134, 28: 50, 29: 18, 30: 329, 31: 8, 32: 6, 33: 6, 34: 29, 35: 10, 36: 2, 37: 248, 38: 1, 39: 5, 40: 1, 41: 7, 42: 2, 46: 4, 47: 69, 48: 7, 49: 14, 50: 8, 51: 154, 52: 27, 53: 33, 54: 18, 55: 49, 56: 42, 57: 11, 58: 7, 59: 41, 60: 32, 61: 2, 62: 13, 63: 14
