Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90064, 90064, 1, 160, None, 159, 1, 0, 0.009433962264150943, 0: 315, 1: 3
600-1200, 91922, 93155, 4, 128, 127, 124, 1, 0, 0.018433179723502304, 0: 1065, 1: 20
1200-1800, 93053, 96984, 5, 90, 87, 85, 4, 0, 0.1868113239532124, 0: 5210, 1: 390, 2: 193, 3: 98, 4: 8
1800-2400, 101005, 118553, 8, 86, 82, 72, 6, 0, 0.4902037617554859, 0: 11251, 1: 4986, 2: 1222, 3: 318, 4: 64, 5: 21, 6: 2
2400-3000, 101559, 127342, 10, 73, 67, 56, 6, 0, 0.86602613833025, 0: 8705, 1: 3934, 2: 2366, 3: 1294, 4: 336, 5: 112, 6: 10
3000-3600, 106980, 166533, 13, 85, 77, 53, 10, 0, 1.0737955582293077, 0: 9250, 1: 5097, 2: 2501, 3: 1874, 4: 613, 5: 467, 6: 122, 7: 11, 8: 9, 10: 3
3600-4200, 117770, 157389, 15, 71, 63, 52, 15, 0, 1.7918238639563038, 0: 6478, 1: 3859, 2: 2160, 3: 1502, 4: 1797, 5: 1065, 6: 391, 7: 274, 8: 44, 9: 47, 10: 66, 11: 24, 12: 32, 13: 8, 14: 8, 15: 4
4200-4800, 121304, 217009, 15, 92, 74, 55, 20, 0, 2.7907090464547677, 0: 9483, 1: 5158, 2: 3167, 3: 2513, 4: 1746, 5: 1404, 6: 866, 7: 967, 8: 845, 9: 625, 10: 562, 11: 559, 12: 188, 13: 52, 14: 137, 15: 134, 16: 96, 17: 24, 18: 46, 19: 48, 20: 10
4800-5400, 129248, 210707, 16, 88, 64, 54, 23, 0, 3.220974366973431, 0: 5464, 1: 3534, 2: 2332, 3: 1492, 4: 1488, 5: 1095, 6: 640, 7: 559, 8: 510, 9: 336, 10: 123, 11: 375, 12: 433, 13: 268, 14: 334, 15: 61, 16: 35, 17: 53, 18: 50, 19: 24, 20: 23, 21: 1, 22: 2, 23: 1
5400-6000, 147973, 212167, 22, 94, 73, 69, 19, 0, 3.806167140151515, 0: 5352, 1: 1994, 2: 1974, 3: 859, 4: 1204, 5: 684, 6: 554, 7: 452, 8: 490, 9: 1193, 10: 181, 11: 479, 12: 483, 13: 548, 14: 374, 15: 36, 16: 32, 17: 5, 18: 1, 19: 1
6000-6600, 177141, 368662, 17, 130, 100, 61, 24, 0, 4.962955041279891, 0: 6319, 1: 3625, 2: 2563, 3: 783, 4: 1307, 5: 805, 6: 744, 7: 606, 8: 1014, 9: 137, 10: 766, 11: 253, 12: 1254, 13: 447, 14: 179, 15: 1197, 16: 160, 17: 117, 18: 539, 19: 229, 20: 9, 21: 66, 22: 254, 24: 4
6600-7200, 241838, 328804, 18, 127, 97, 95, 26, 0, 2.8996909671209283, 0: 4680, 1: 8828, 2: 1133, 3: 831, 4: 634, 5: 466, 6: 461, 7: 158, 8: 199, 9: 211, 10: 150, 11: 239, 12: 406, 13: 189, 14: 233, 15: 238, 16: 124, 17: 123, 18: 105, 19: 76, 20: 13, 21: 59, 22: 5, 23: 169, 25: 8, 26: 1
7200-7800, 260499, 373481, 21, 129, 100, 92, 37, 0, 5.479750778816199, 0: 8632, 1: 4227, 2: 1392, 3: 4017, 4: 759, 5: 336, 6: 109, 7: 286, 8: 199, 9: 240, 10: 1073, 11: 314, 12: 78, 13: 523, 14: 398, 15: 271, 16: 167, 17: 125, 18: 138, 19: 146, 20: 51, 21: 168, 22: 33, 23: 214, 24: 209, 25: 169, 26: 258, 27: 380, 28: 180, 29: 158, 30: 197, 31: 25, 32: 49, 33: 112, 34: 199, 35: 152, 36: 9, 37: 8
7800-8400, 273157, 519230, 22, 158, 125, 88, 48, 0, 7.139665322393733, 0: 5703, 1: 3470, 2: 2363, 3: 1243, 4: 871, 5: 735, 6: 570, 7: 269, 8: 568, 9: 241, 10: 124, 11: 145, 12: 341, 13: 279, 14: 315, 15: 345, 16: 492, 17: 539, 18: 35, 19: 462, 20: 11, 21: 275, 22: 146, 23: 92, 24: 91, 25: 370, 26: 4, 27: 9, 28: 1, 29: 42, 30: 43, 31: 94, 32: 170, 33: 132, 34: 143, 35: 98, 36: 154, 37: 80, 38: 124, 39: 73, 40: 2, 41: 95, 42: 2, 43: 46, 44: 10, 45: 82, 46: 14, 47: 54, 48: 6
