Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90036, 90733, 3, 156, 155, 154, 1, 0, 0.12949640287769784, 0: 121, 1: 18
600-1200, 91559, 92137, 3, 124, 123, 122, 2, 0, 0.2016949152542373, 0: 473, 1: 115, 2: 2
1200-1800, 93179, 97429, 4, 87, 85, 82, 3, 0, 0.07798216905541136, 0: 8281, 1: 485, 2: 79, 3: 16
1800-2400, 98114, 106461, 10, 72, 67, 64, 4, 0, 0.26197704202637323, 0: 16755, 1: 3497, 2: 514, 3: 266, 4: 50
2400-3000, 104064, 115318, 10, 63, 58, 56, 5, 0, 0.5492387743303141, 0: 20355, 1: 6217, 2: 3365, 3: 707, 4: 418, 5: 72
3000-3600, 107551, 142393, 18, 64, 57, 46, 8, 0, 0.9374802833462388, 0: 18061, 1: 8682, 2: 3335, 3: 2579, 4: 1533, 5: 622, 6: 44, 7: 10, 8: 3
3600-4200, 117187, 175455, 17, 74, 65, 50, 8, 0, 1.2249799035369775, 0: 14223, 1: 6001, 2: 4084, 3: 2454, 4: 1500, 5: 933, 6: 363, 7: 185, 8: 113
4200-4800, 122520, 299532, 16, 108, 96, 43, 11, 0, 1.8002182762078933, 0: 12261, 1: 6540, 2: 5420, 3: 3239, 4: 2362, 5: 1815, 6: 1115, 7: 645, 8: 396, 9: 58, 10: 45, 11: 6
4800-5400, 129992, 251552, 19, 86, 68, 46, 11, 0, 1.7727506148814833, 0: 13936, 1: 8928, 2: 3907, 3: 2947, 4: 2753, 5: 2112, 6: 485, 7: 562, 8: 954, 9: 202, 10: 202, 11: 11
5400-6000, 158403, 232869, 18, 78, 60, 56, 14, 0, 1.933278253467528, 0: 15210, 1: 10319, 2: 3375, 3: 2731, 4: 2202, 5: 1508, 6: 789, 7: 1791, 8: 892, 9: 359, 10: 531, 11: 169, 12: 58, 13: 6, 14: 2
6000-6600, 200074, 416034, 20, 132, 111, 61, 25, 0, 2.7013057324840766, 0: 13004, 1: 4512, 2: 3334, 3: 3009, 4: 902, 5: 1424, 6: 587, 7: 807, 8: 332, 9: 496, 10: 515, 11: 1016, 12: 313, 13: 246, 14: 235, 15: 373, 16: 92, 17: 61, 18: 21, 19: 4, 20: 61, 21: 4, 22: 42, 23: 5, 24: 1, 25: 4
6600-7200, 201833, 436388, 30, 132, 104, 61, 28, 0, 2.8847202909402077, 0: 13511, 1: 6280, 2: 5689, 3: 1528, 4: 1875, 5: 2418, 6: 661, 7: 827, 8: 1363, 9: 332, 10: 401, 11: 556, 12: 497, 13: 138, 14: 200, 15: 109, 16: 29, 17: 205, 18: 84, 19: 232, 20: 122, 21: 92, 23: 114, 24: 125, 26: 2, 27: 4, 28: 2
7200-7800, 222171, 355446, 25, 97, 62, 59, 37, 0, 2.2996275700219377, 0: 14565, 1: 9282, 2: 4284, 3: 5297, 4: 482, 5: 718, 6: 1077, 7: 966, 8: 274, 9: 165, 10: 312, 11: 36, 12: 228, 13: 142, 14: 301, 15: 245, 16: 116, 17: 372, 18: 6, 19: 11, 21: 15, 22: 18, 23: 18, 24: 38, 25: 27, 26: 22, 27: 6, 29: 7, 30: 9, 31: 10, 32: 3, 33: 20, 34: 53, 35: 59, 36: 12, 37: 6
7800-8400, 271299, 477296, 30, 119, 95, 67, 31, 0, 3.4110161561973675, 0: 12612, 1: 6599, 2: 1691, 3: 815, 4: 1924, 5: 836, 6: 661, 7: 919, 8: 1252, 9: 1207, 10: 717, 11: 267, 12: 398, 13: 514, 14: 51, 15: 310, 16: 126, 17: 62, 18: 118, 19: 122, 20: 232, 21: 260, 22: 2, 23: 66, 24: 136, 25: 87, 26: 33, 27: 2, 28: 1, 31: 42
