contact freq, node20_winners3_RT_RW_RSC_RC, node20_winners6_RT_RW_RSC_RC, node20_winners9_RT_RW_RSC_RC, node30_winners3_RT_RW_RSC_RC, node30_winners6_RT_RW_RSC_RC, node30_winners9_RT_RW_RSC_RC, node40_winners3_RT_RW_RSC_RC, node40_winners6_RT_RW_RSC_RC, node40_winners9_RT_RW_RSC_RC, node50_winners3_RT_RW_RSC_RC, node50_winners6_RT_RW_RSC_RC, node50_winners9_RT_RW_RSC_RC, node60_winners3_RT_RW_RSC_RC, node60_winners6_RT_RW_RSC_RC, node60_winners9_RT_RW_RSC_RC
0-600, 90972.0, 90577.0, 90496.5, 91066.0, 91258.5, 90395.5, 91029.0, 91026.5, 91388.5, 90747.5, 90858.5, 90968.5, 91126.0, 91283.0, 90929.0
600-1200, 93216.5, 92411.0, 92893.5, 92998.5, 92893.0, 94968.0, 91499.5, 92578.0, 93183.0, 91885.5, 92468.5, 92762.0, 91742.0, 92548.0, 92115.5
1200-1800, 97278.5, 99827.0, 97776.5, 98306.5, 96684.0, 100241.5, 97563.0, 97500.0, 98545.0, 97774.5, 97792.5, 96995.0, 95360.5, 99109.0, 97898.0
1800-2400, 116591.0, 104925.0, 107762.5, 108880.5, 106738.5, 116941.0, 113064.0, 104068.5, 105724.0, 107236.0, 107333.0, 102414.5, 108400.5, 107853.0, 105194.5
2400-3000, 123037.5, 121880.5, 115510.5, 123499.0, 118992.5, 139283.0, 131293.0, 117384.5, 130145.5, 119325.5, 131707.5, 126812.0, 119709.5, 123643.0, 126825.5
3000-3600, 148759.5, 155535.0, 156087.0, 154572.0, 135562.0, 142101.5, 141245.5, 129237.5, 137316.0, 133196.0, 139204.5, 138471.0, 138487.0, 124182.0, 155238.5
3600-4200, 159927.5, 154262.5, 142900.5, 164752.0, 176491.0, 154676.5, 172650.0, 138157.5, 173926.5, 197095.0, 166886.5, 172244.0, 166961.0, 174069.5, 151753.5
4200-4800, 184732.5, 229222.5, 193915.5, 193873.0, 196707.0, 204971.5, 186259.0, 224314.5, 187623.5, 194098.0, 186528.5, 185166.0, 210744.0, 196171.5, 164318.0
4800-5400, 254964.0, 244624.5, 216778.0, 237549.5, 202565.5, 215853.5, 185780.5, 258585.0, 258372.0, 200825.0, 253750.0, 296100.0, 230797.0, 210006.5, 251534.5
5400-6000, 308389.0, 225455.5, 269934.5, 316236.5, 257351.0, 321993.5, 245716.0, 210806.5, 266426.0, 271652.5, 283915.0, 325726.0, 240304.5, 316458.5, 250439.0
6000-6600, 335374.0, 268757.0, 316256.0, 333316.5, 265762.5, 340565.5, 273164.0, 311654.0, 335176.5, 389637.5, 473033.5, 353507.5, 294502.0, 379855.5, 280910.5
6600-7200, 353665.5, 340445.5, 378104.0, 445770.0, 301245.0, 366698.5, 317088.0, 388759.0, 418277.0, 435648.5, 352153.0, 321751.5, 323448.0, 417541.5, 357711.0
7200-7800, 357319.0, 475993.5, 420965.0, 432254.5, 416422.0, 447951.5, 410145.0, 407725.5, 360705.0, 440764.5, 561349.5, 572163.0, 341718.5, 400901.5, 475227.5
7800-8400, 604293.0, 428358.0, 556894.5, 570651.5, 524418.5, 523080.0, 532653.0, 447577.0, 499390.0, 585810.0, 391636.0, 411041.5, 428836.0, 484930.5, 511944.0
