contact freq, node20_winners3_RT_RW_RSC_RC, node20_winners6_RT_RW_RSC_RC, node20_winners9_RT_RW_RSC_RC, node30_winners3_RT_RW_RSC_RC, node30_winners6_RT_RW_RSC_RC, node30_winners9_RT_RW_RSC_RC, node40_winners3_RT_RW_RSC_RC, node40_winners6_RT_RW_RSC_RC, node40_winners9_RT_RW_RSC_RC, node50_winners3_RT_RW_RSC_RC, node50_winners6_RT_RW_RSC_RC, node50_winners9_RT_RW_RSC_RC, node60_winners3_RT_RW_RSC_RC, node60_winners6_RT_RW_RSC_RC, node60_winners9_RT_RW_RSC_RC
0-600, 90609.5, 90281.0, 90085.0, 90390.5, 90700.0, 90037.0, 90490.0, 90722.5, 90576.0, 90057.5, 90385.5, 90657.0, 90534.0, 90367.0, 90199.0
600-1200, 92582.0, 91322.0, 91632.5, 91502.0, 91377.0, 92928.5, 90845.5, 91581.0, 91171.0, 91100.5, 91653.5, 91598.5, 90708.5, 91388.0, 90743.0
1200-1800, 93402.0, 93769.0, 93243.0, 94010.5, 93325.0, 94759.5, 94306.5, 93992.5, 93773.0, 94619.5, 94680.5, 93091.5, 92760.5, 94926.0, 93967.5
1800-2400, 98373.0, 96904.5, 95863.5, 97976.5, 96924.0, 97332.0, 97724.5, 98899.5, 97042.5, 96726.0, 98588.5, 96573.0, 97752.5, 97986.5, 96777.0
2400-3000, 101978.5, 104657.5, 102428.5, 103653.0, 103038.0, 103928.0, 104587.0, 103297.5, 102837.0, 103931.0, 104102.5, 101389.5, 103573.0, 100244.0, 101966.5
3000-3600, 117324.0, 112732.0, 115743.0, 112608.0, 108956.0, 107914.0, 110885.5, 107776.0, 107681.5, 107884.0, 108993.0, 111118.5, 108099.5, 105378.0, 107383.0
3600-4200, 118271.5, 119004.0, 115554.5, 124641.5, 118665.0, 114631.5, 115622.5, 113668.5, 112778.0, 115293.0, 119110.5, 118268.5, 114823.5, 116841.5, 116335.5
4200-4800, 128521.0, 135468.0, 125018.5, 127886.5, 135266.0, 133876.5, 127992.5, 130851.5, 128911.5, 121295.5, 129168.5, 124105.5, 123293.5, 126356.5, 124908.0
4800-5400, 152504.0, 156373.0, 163655.5, 141502.0, 145424.5, 148722.5, 133230.0, 138120.5, 144861.0, 139409.0, 133788.5, 140933.0, 141393.0, 135184.0, 133999.5
5400-6000, 164619.5, 161688.0, 173793.5, 166366.5, 164603.0, 156690.5, 152207.0, 140762.5, 159850.5, 146506.5, 150820.0, 156372.5, 146373.5, 144431.5, 152473.5
6000-6600, 167841.5, 164873.0, 184040.5, 185751.5, 180983.0, 192797.5, 161764.0, 174086.0, 176334.5, 174234.5, 167554.5, 204544.5, 169575.5, 159881.5, 187116.5
6600-7200, 180713.5, 248829.5, 197757.5, 220501.5, 190331.0, 224275.5, 193778.5, 183744.5, 205400.0, 179717.5, 196491.0, 187614.0, 177260.5, 227067.0, 199399.5
7200-7800, 228736.5, 246027.0, 276420.5, 205636.5, 231201.5, 247528.5, 242520.5, 223362.0, 218316.0, 237787.0, 212162.0, 220195.5, 209284.5, 193674.0, 186937.5
7800-8400, 267202.0, 244571.5, 277135.0, 302255.5, 308971.0, 295290.5, 288291.0, 268050.0, 260568.5, 267104.0, 269785.0, 257883.5, 246492.0, 238534.0, 222368.5
