Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 91004, 91097, 1, 225, None, 223, 3, 0, 0.11286407766990292, 0: 738, 1: 80, 2: 5, 3: 1
600-1200, 91270, 91847, 2, 176, 175, 174, 2, 0, 0.12086158755484643, 0: 2236, 1: 239, 2: 32
1200-1800, 92572, 97847, 4, 132, 129, 124, 7, 0, 0.571371729831891, 0: 6329, 1: 2509, 2: 662, 3: 428, 4: 54, 5: 33, 6: 20, 7: 18
1800-2400, 99180, 113181, 10, 123, 115, 104, 8, 0, 0.9443345385087659, 0: 7697, 1: 2810, 2: 2435, 3: 1033, 4: 474, 5: 118, 6: 71, 7: 16, 8: 5
2400-3000, 101027, 153366, 14, 141, 133, 100, 15, 0, 1.8279537334221523, 0: 6197, 1: 3844, 2: 1971, 3: 1340, 4: 974, 5: 843, 6: 472, 7: 275, 8: 304, 9: 92, 10: 49, 11: 96, 12: 31, 13: 18, 14: 6, 15: 1
3000-3600, 112892, 133332, 10, 119, 105, 99, 19, 0, 2.825538482184795, 0: 3040, 1: 3255, 2: 2079, 3: 1730, 4: 2024, 5: 488, 6: 449, 7: 632, 8: 337, 9: 373, 10: 236, 11: 35, 12: 108, 13: 15, 14: 66, 16: 3, 17: 12, 18: 12, 19: 9
3600-4200, 118410, 137643, 15, 125, 111, 109, 29, 0, 4.525595008007068, 0: 3913, 1: 2155, 2: 1714, 3: 1391, 4: 1492, 5: 1019, 6: 1727, 7: 1176, 8: 626, 9: 332, 10: 636, 11: 519, 12: 289, 13: 246, 14: 158, 15: 207, 16: 24, 17: 162, 18: 9, 19: 17, 20: 34, 21: 75, 22: 7, 23: 71, 24: 34, 25: 6, 26: 34, 27: 32, 28: 2, 29: 2
4200-4800, 132395, 169142, 16, 136, 106, 101, 36, 0, 7.058809757924802, 0: 4245, 1: 2503, 2: 1115, 3: 1315, 4: 1440, 5: 1258, 6: 1176, 7: 351, 8: 808, 9: 635, 10: 395, 11: 1088, 12: 260, 13: 574, 14: 341, 15: 475, 16: 428, 17: 351, 18: 450, 19: 216, 20: 388, 21: 163, 22: 302, 23: 444, 24: 224, 25: 64, 26: 62, 27: 62, 28: 83, 29: 35, 30: 71, 31: 13, 32: 2, 33: 7, 34: 8, 35: 3, 36: 2
4800-5400, 140430, 280568, 14, 195, 154, 104, 40, 0, 5.069898842613688, 0: 3293, 1: 3175, 2: 1497, 3: 4561, 4: 2621, 5: 613, 6: 857, 7: 994, 8: 504, 9: 334, 10: 378, 11: 295, 12: 418, 13: 146, 14: 289, 15: 301, 16: 124, 17: 138, 18: 138, 19: 307, 20: 12, 21: 278, 22: 286, 23: 37, 24: 12, 25: 54, 26: 9, 27: 49, 28: 56, 29: 12, 31: 44, 33: 88, 34: 4, 37: 2, 38: 14, 39: 4, 40: 2
5400-6000, 172215, 264781, 16, 186, 146, 119, 32, 0, 5.881024582231111, 0: 2329, 1: 1994, 2: 1948, 3: 1973, 4: 1095, 5: 645, 6: 524, 7: 358, 8: 798, 9: 179, 10: 958, 11: 341, 12: 95, 13: 121, 14: 310, 15: 34, 16: 31, 17: 271, 18: 300, 19: 173, 20: 110, 21: 189, 22: 359, 23: 4, 24: 158, 25: 18, 26: 74, 27: 78, 28: 2, 29: 3, 30: 15, 31: 1, 32: 11
6000-6600, 153056, 377264, 19, 240, 182, 97, 51, 0, 10.56866065647258, 0: 1640, 1: 2351, 2: 2110, 3: 980, 4: 960, 5: 936, 6: 156, 7: 1730, 8: 668, 9: 248, 10: 280, 11: 1087, 12: 403, 13: 481, 14: 631, 15: 415, 16: 264, 17: 156, 18: 187, 19: 310, 20: 455, 21: 113, 22: 183, 23: 475, 24: 197, 25: 366, 26: 164, 27: 297, 28: 209, 29: 27, 30: 41, 31: 380, 32: 267, 33: 172, 34: 172, 35: 4, 36: 52, 37: 55, 38: 35, 39: 14, 40: 8, 41: 62, 42: 32, 43: 8, 44: 10, 45: 5, 46: 178, 47: 90, 48: 1, 49: 6, 50: 5, 51: 1
6600-7200, 208645, 399241, 17, 251, 168, 130, 112, 0, 9.5815039476218, 0: 1481, 1: 3011, 2: 4323, 3: 2191, 4: 1572, 5: 940, 6: 1022, 7: 304, 8: 350, 9: 425, 10: 284, 11: 285, 12: 793, 13: 80, 14: 45, 15: 97, 16: 33, 17: 392, 18: 86, 19: 80, 20: 204, 21: 26, 22: 18, 23: 19, 24: 375, 25: 46, 26: 97, 27: 190, 28: 16, 29: 45, 30: 54, 31: 22, 32: 125, 33: 19, 34: 44, 35: 17, 36: 285, 37: 45, 38: 9, 39: 190, 40: 14, 41: 23, 42: 77, 43: 221, 44: 38, 45: 10, 46: 59, 47: 8, 48: 28, 49: 13, 50: 3, 51: 17, 52: 3, 53: 30, 54: 5, 55: 3, 56: 8, 57: 54, 58: 3, 59: 1, 64: 108, 65: 3, 66: 1, 67: 3, 74: 57, 75: 4, 78: 1, 79: 4, 81: 43, 82: 1, 83: 3, 84: 3, 86: 49, 88: 4, 89: 1, 91: 30, 92: 1, 93: 5, 94: 1, 95: 65, 97: 5, 98: 2, 100: 1, 101: 33, 102: 5, 104: 1, 105: 1, 106: 2, 107: 11, 108: 53, 110: 6, 111: 6, 112: 1
7200-7800, 250492, 510823, 17, 307, 224, 150, 91, 0, 11.285353853916993, 0: 2487, 1: 1356, 2: 1496, 3: 1686, 4: 362, 5: 863, 6: 120, 7: 235, 8: 129, 9: 1144, 10: 916, 11: 1019, 12: 80, 13: 226, 14: 101, 15: 15, 16: 2, 17: 60, 18: 285, 19: 183, 20: 1, 21: 16, 22: 15, 23: 6, 24: 352, 25: 209, 26: 22, 27: 237, 28: 4, 29: 893, 30: 136, 31: 31, 32: 3, 33: 21, 34: 33, 35: 3, 37: 4, 38: 42, 39: 6, 40: 1, 41: 422, 42: 21, 43: 45, 44: 3, 46: 15, 49: 7, 50: 78, 51: 3, 53: 6, 54: 22, 55: 3, 56: 24, 57: 10, 58: 21, 59: 17, 60: 22, 61: 7, 63: 5, 64: 18, 65: 1, 66: 26, 67: 25, 68: 2, 69: 12, 70: 28, 71: 9, 73: 13, 74: 27, 75: 4, 76: 4, 77: 17, 78: 1, 79: 1, 80: 27, 81: 4, 83: 11, 84: 11, 85: 25, 86: 4, 87: 1, 88: 5, 89: 3, 90: 42, 91: 2
7800-8400, 285658, 403751, 18, 241, 180, 176, 83, 0, 15.889159874205763, 0: 1169, 1: 1649, 2: 2363, 3: 247, 4: 843, 5: 459, 6: 337, 7: 389, 8: 298, 9: 53, 10: 751, 11: 560, 12: 202, 13: 69, 14: 75, 15: 761, 16: 290, 17: 84, 18: 224, 19: 215, 20: 92, 21: 144, 22: 43, 23: 41, 24: 428, 25: 76, 26: 24, 27: 102, 28: 90, 29: 126, 30: 11, 31: 6, 32: 61, 33: 164, 34: 367, 35: 82, 36: 228, 37: 89, 38: 41, 39: 174, 40: 24, 41: 173, 42: 76, 43: 63, 44: 306, 45: 71, 46: 15, 47: 106, 48: 52, 49: 123, 50: 32, 51: 127, 52: 99, 53: 127, 54: 60, 55: 7, 56: 152, 57: 6, 58: 137, 59: 16, 60: 10, 61: 50, 62: 5, 63: 66, 64: 18, 65: 17, 66: 7, 67: 9, 68: 68, 69: 5, 70: 37, 71: 5, 72: 11, 73: 3, 74: 21, 75: 2, 76: 2, 78: 32, 79: 5, 80: 1, 83: 8
