Contact time interval, Lastest block timestamp with transactions, Convergence speed, Number of blockchain, Length of the longest blockchain, Block index with forks occurred, The last block contains transactions, Max num of blocks, Min num of blocks, Avg num of blocks
0-600, 90676, 92153, 6, 135, 133, 132, 2, 0, 0.13706140350877194, 0: 818, 1: 63, 2: 31
600-1200, 90619, 92506, 3, 130, 129, 125, 2, 0, 0.09025787965616046, 0: 639, 1: 55, 2: 4
1200-1800, 92632, 94383, 4, 100, 99, 98, 3, 0, 0.39986759351208206, 0: 2160, 1: 516, 2: 343, 3: 2
1800-2400, 96740, 102188, 6, 92, 86, 85, 5, 0, 0.41005665722379603, 0: 3755, 1: 1553, 2: 271, 3: 58, 4: 8, 5: 3
2400-3000, 103372, 113512, 8, 91, 85, 83, 4, 0, 0.370048309178744, 0: 4195, 1: 1766, 2: 218, 3: 28, 4: 3
3000-3600, 106090, 133909, 9, 91, 86, 71, 6, 0, 0.43759681345430407, 0: 6376, 1: 1808, 2: 541, 3: 238, 4: 36, 5: 27, 6: 12
3600-4200, 104430, 119092, 10, 76, 70, 65, 6, 0, 0.7033200908059024, 0: 3902, 1: 2078, 2: 614, 3: 244, 4: 147, 5: 47, 6: 16
4200-4800, 115833, 151382, 12, 92, 86, 72, 9, 0, 0.8401979444232965, 0: 6914, 1: 3449, 2: 1450, 3: 716, 4: 526, 5: 60, 6: 13, 7: 3, 9: 4
4800-5400, 118996, 160564, 10, 94, 79, 70, 11, 0, 1.6648488769756908, 0: 3935, 1: 2557, 2: 1714, 3: 912, 4: 842, 5: 315, 6: 116, 7: 109, 8: 130, 9: 43, 10: 144, 11: 2
5400-6000, 136279, 178890, 14, 95, 76, 65, 10, 0, 1.4086520745817672, 0: 5137, 1: 3306, 2: 2178, 3: 1689, 4: 506, 5: 378, 6: 229, 7: 91, 8: 38, 9: 14, 10: 3
6000-6600, 121905, 175953, 13, 85, 63, 62, 12, 0, 2.409858318486468, 0: 2895, 1: 2045, 2: 2573, 3: 1503, 4: 670, 5: 450, 6: 791, 7: 354, 8: 211, 9: 136, 10: 128, 11: 13, 12: 18
6600-7200, 141286, 252759, 16, 112, 90, 60, 32, 0, 5.748140635564571, 0: 2800, 1: 2472, 2: 1076, 3: 1239, 4: 953, 5: 1452, 6: 636, 7: 262, 8: 390, 9: 372, 10: 32, 11: 538, 12: 139, 13: 234, 14: 411, 15: 30, 16: 216, 17: 388, 18: 66, 19: 14, 20: 202, 21: 303, 22: 126, 23: 17, 24: 12, 25: 222, 26: 18, 27: 8, 28: 10, 29: 134, 31: 4, 32: 14
7200-7800, 125042, 183785, 11, 88, 66, 60, 15, 0, 2.4550135501355013, 0: 2925, 1: 2662, 2: 1541, 3: 901, 4: 894, 5: 686, 6: 509, 7: 236, 8: 196, 9: 245, 10: 58, 11: 25, 12: 139, 13: 27, 14: 19, 15: 7
7800-8400, 156902, 298519, 15, 119, 97, 63, 31, 0, 3.6803794257887796, 0: 6491, 1: 3506, 2: 1399, 3: 1061, 4: 1632, 5: 271, 6: 982, 7: 1163, 8: 765, 9: 454, 10: 492, 11: 313, 12: 25, 13: 58, 14: 187, 15: 42, 16: 168, 17: 164, 18: 44, 19: 7, 20: 79, 21: 51, 22: 30, 23: 78, 24: 7, 25: 48, 26: 88, 27: 6, 28: 46, 29: 45, 30: 8, 31: 4
